Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de diagnostics,Santé mentale,0,0,0,10462,0,0,0,26,32,1175,3887,6575,2847,3307,38.827853183,126.98537565
Types de diagnostics,Physique,0,0,0,0,8328,0,0,100,131,1220,3844,4484,808,2275,50.348342939,162.97742555
Types de diagnostics,Autres,0,0,0,0,0,1881,0,12,16,281,769,1112,420,957,45.633705476,105.25730994
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,898,32,72,264,540,358,26,325,51.226057906,139.20155902
Région,01 - Bas-Saint-Laurent,1,0,65,310,248,64,31,0,1,8,302,417,147,242,44.515994437,151.94158554
Région,02 - Saguenay-Lac-Saint-Jean,6,0,109,315,320,56,37,0,0,16,388,455,206,290,42.238434164,151.17081851
Région,03 - Capitale-Nationale,11,7,131,812,584,186,34,4,29,131,740,1025,360,601,43.603966006,143.96770538
Région,04 - Mauricie,5,6,90,408,387,77,29,0,1,30,439,563,215,322,43.553892216,166.66666667
Région,05 - Estrie,8,10,184,747,516,110,47,1,18,122,708,914,411,567,41.091861899,127.93218249
Région,06 - Montréal,75,49,542,2824,2102,514,284,139,122,1927,2570,3820,1277,2103,44.070266041,131.1114241
Région,07 - Outaouais,12,5,79,479,390,85,59,4,19,116,501,608,191,359,44.468890893,138.46348061
Région,08 - Abitibi-Témiscamingue,3,0,72,194,173,31,6,0,0,7,206,273,94,162,43.624217119,147.32985386
Région,09 - Côte-Nord,0,2,14,85,83,24,3,0,0,3,90,121,47,74,43.440758294,139.81516588
Région,10 - Nord-du-Québec,0,0,11,39,44,6,3,0,0,3,39,64,28,48,39.281553398,112.93203883
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,2,34,173,183,38,11,0,0,5,198,246,92,152,44.650900901,155.71621622
Région,12 - Chaudière-Appalaches,6,2,108,393,337,102,28,4,1,27,420,556,215,343,42.75204918,134.21413934
Région,13 - Laval,10,8,128,373,387,74,74,13,50,334,456,598,291,345,43.487666034,105.4316888
Région,14 - Lanaudière,9,4,130,556,584,84,53,5,5,81,634,786,368,441,42.102816901,138.39295775
Région,15 - Laurentides,5,5,164,691,580,115,53,5,5,86,715,898,416,464,42.222566646,133.28704278
Région,16 - Montérégie,35,19,388,1678,1099,261,124,19,45,339,1519,2085,1042,1223,40.277192009,121.06104329
Région,17 - Centre-du-Québec,3,3,73,374,305,53,21,0,1,26,364,468,185,234,42.419471154,136.60697115
Région,Région inconnue,0,0,6,11,6,1,1,0,0,3,9,16,7,9,41.52,152.72
