Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,165,98,2225,9907,7108,1730,0,127,154,2495,8517,12716,5518,7077,41.816841709,131.42744784
Situation familiale,Couples sans enfants,8,9,34,181,522,77,595,51,90,338,706,720,34,440,56.017531557,168.25315568
Situation familiale,Familles monoparentales,14,8,42,295,491,49,0,3,8,176,751,148,14,223,44.402669633,146.02335929
Situation familiale,Couples avec enfants,5,7,27,78,204,24,303,13,45,254,323,325,25,236,44.432098765,127.66512346
Situation familiale,Conjoint d'étudiant,0,0,0,1,3,1,0,0,0,1,1,4,1,3,36,73.8
Sexe,Hommes,109,52,1223,6575,4484,1112,358,109,129,1750,0,13913,3600,4856,41.533529792,125.73945231
Sexe,Femmes,83,70,1105,3887,3844,769,540,85,168,1514,10298,0,1992,3123,44.553505535,145.22101379
Âge,Moins de 20 ans,5,8,397,726,196,176,1,5,11,121,536,973,1509,1490,18.581179589,11.560636183
Âge,De 20 à 24 ans,23,12,1046,2121,612,244,25,11,31,342,1456,2627,4083,1014,21.679157482,39.508204751
Âge,De 25 à 29 ans,15,8,228,907,241,86,29,6,23,184,549,965,0,531,26.957727873,60.522457067
Âge,De 30 à 34 ans,9,13,150,912,297,79,53,14,15,180,569,944,0,556,32.08129544,89.421017845
Âge,De 35 à 39 ans,18,13,115,788,364,88,58,15,12,188,609,835,0,492,37.01800554,117.98130194
Âge,De 40 à 44 ans,21,10,93,934,531,100,94,16,27,250,796,987,0,599,42.131800337,136.84127874
Âge,De 45 à 49 ans,14,11,80,933,789,110,108,14,29,292,966,1079,0,596,47.045476773,162.49535452
Âge,De 50 à 54 ans,22,14,67,941,1068,167,120,16,22,383,1146,1253,0,673,52.15423093,185.69987495
Âge,55 ans et plus,65,33,152,2200,4230,831,410,97,127,1324,3671,4250,0,2028,60.706855195,207.93675041
Âge,35 ans et moins,53,43,1848,4828,1412,607,115,39,84,860,3245,5661,5592,3687,24.248035033,48.989557602
Âge,36 ans et plus,139,79,480,5634,6916,1274,783,155,213,2404,7053,8252,0,4292,53.623979092,183.50852663
Scolarité,Primaire,14,17,562,882,669,162,86,3,44,369,974,1418,1053,861,36.293478261,116.71822742
Scolarité,Secondaire I à IV,59,32,652,3646,3104,601,309,5,18,622,3283,5120,1449,2612,43.821135309,172.57753183
Scolarité,Secondaire V,49,30,125,2356,2214,424,181,3,21,659,2460,2919,350,1643,48.200966722,150.19985127
Scolarité,Collégiale,14,11,3,967,602,131,59,2,2,272,909,878,46,547,48.165081142,128.71684387
Scolarité,Universitaire,11,7,2,658,431,75,52,5,23,409,617,619,2,452,51.004854369,114.16747573
Scolarité,Inconnue,45,25,984,1953,1308,488,211,176,189,933,2055,2959,2692,1864,34.55105704,67.109493418
Diplôme maximum obtenu,Aucun diplôme,88,56,1265,4931,4189,854,431,10,68,1241,4739,7075,2627,3773,42.678432368,158.91696293
Diplôme maximum obtenu,Secondaire - DES,31,22,59,1852,1452,275,125,1,15,404,1822,1994,230,1194,47.036163522,141.70833333
Diplôme maximum obtenu,Secondaire - DEP,7,5,15,424,517,92,31,0,1,78,450,641,11,321,51.564619615,176.82676444
Diplôme maximum obtenu,Secondaire - ASP,1,1,2,26,32,5,1,0,0,2,28,40,2,24,50.367647059,179.73529412
Diplôme maximum obtenu,Collégial - AEC,3,1,0,158,125,36,11,1,1,42,162,172,0,110,50.895209581,127.7994012
Diplôme maximum obtenu,Collégial - DEC général,1,5,0,199,88,18,7,0,1,48,156,162,4,102,47.742138365,132.62264151
Diplôme maximum obtenu,Collégial - DEC professionnel,1,1,0,238,127,27,19,1,0,56,236,177,3,114,49.377723971,121.6125908
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,72,56,10,5,0,0,24,85,60,0,55,52.248275862,134.93793103
Diplôme maximum obtenu,Universitaire - Baccalauréat,4,2,1,266,186,25,17,2,9,162,255,246,1,182,50.764471058,106.09780439
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,2,0,51,39,3,6,1,2,47,46,56,0,41,53.431372549,95.12745098
Diplôme maximum obtenu,Inconnu,54,26,986,2245,1517,536,245,178,200,1160,2319,3290,2714,2063,36.059903726,72.03530041
Durée cumulative,Premier mois,0,0,11,22,4,12,3,0,2,5,13,39,38,52,25.596153846,1
Durée cumulative,De 2 à 5 mois,4,1,79,223,108,51,21,4,29,68,184,303,359,487,26.073921971,3.6858316222
Durée cumulative,De 6 à 11 mois,13,1,182,356,216,111,25,19,29,108,345,559,627,904,26.91039823,8.4369469027
Durée cumulative,De 12 à 23 mois,7,9,315,766,473,212,78,49,81,254,731,1129,1147,1860,29.955376344,17.619892473
Durée cumulative,De 24 à 47 mois,28,22,579,1699,1005,366,133,56,138,547,1481,2351,2004,805,32.580636743,35.463726514
Durée cumulative,De 48 à 119 mois,67,43,704,3234,2153,528,244,56,18,1303,2834,4139,1417,1670,41.187437258,76.287967876
Durée cumulative,120 mois et plus,73,46,458,4162,4369,601,394,10,0,979,4710,5393,0,2201,52.513708799,250.89567455
Types de diagnostics,Visuel,192,0,0,0,0,0,0,6,6,54,83,109,28,60,45.604166667,124.953125
Types de diagnostics,Auditif et de la parole,0,122,0,0,0,0,0,3,5,30,70,52,20,52,42.844262295,122.31967213
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2328,0,0,0,0,15,35,240,1105,1223,1443,1003,28.062285223,84.706185567
