Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Primaire,14,15,554,897,664,179,77,2,45,363,976,1424,1070,859,35.990416667,114.67583333
Scolarité,Secondaire I à IV,60,35,665,3688,3065,682,304,4,21,612,3267,5232,1490,2666,43.65148841,171.12048476
Scolarité,Secondaire V,45,31,124,2324,2200,452,176,3,24,668,2452,2900,338,1656,48.113041854,149.08669656
Scolarité,Collégiale,15,10,2,956,596,142,51,3,2,264,913,859,38,521,48.029345372,128.54288939
Scolarité,Universitaire,15,7,2,657,445,93,53,6,26,432,644,628,2,470,51.017295597,111.23820755
Scolarité,Inconnue,45,24,1005,1987,1301,504,206,196,204,919,2069,3003,2758,1972,34.367113565,65.779968454
Diplôme maximum obtenu,Aucun diplôme,84,57,1270,4980,4143,939,416,8,75,1218,4705,7184,2676,3824,42.481705778,157.40701489
Diplôme maximum obtenu,Secondaire - DES,31,23,58,1847,1449,314,119,1,15,420,1836,2005,223,1212,46.975787555,141.30278573
Diplôme maximum obtenu,Secondaire - DEP,8,6,14,420,504,97,32,0,1,77,458,623,12,316,51.270120259,174.80573543
Diplôme maximum obtenu,Secondaire - ASP,1,0,2,25,31,6,1,0,0,1,28,38,2,22,49.893939394,175.56060606
Diplôme maximum obtenu,Collégial - AEC,2,1,0,153,128,39,9,1,1,41,165,167,0,106,50.608433735,125.56024096
Diplôme maximum obtenu,Collégial - DEC général,2,4,0,197,89,19,7,0,1,52,155,163,2,104,47.704402516,130.80188679
Diplôme maximum obtenu,Collégial - DEC professionnel,3,1,0,230,127,34,16,2,0,55,230,181,3,105,49.401459854,121.28223844
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,77,60,10,5,0,0,26,92,62,0,62,52.116883117,130.37662338
Diplôme maximum obtenu,Universitaire - Baccalauréat,5,2,1,261,190,37,18,4,10,171,270,244,1,185,51.013618677,105.66342412
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,2,0,53,39,4,6,0,2,49,45,60,0,41,53.019047619,95.123809524
Diplôme maximum obtenu,Inconnu,56,25,1007,2266,1511,553,238,198,217,1148,2337,3319,2777,2167,35.869695898,70.400106082
Durée cumulative,Premier mois,1,1,17,28,10,13,5,0,3,12,27,48,60,75,24.88,1
Durée cumulative,De 2 à 5 mois,2,2,90,225,81,72,15,5,26,59,178,309,369,487,25.209445585,3.4661190965
Durée cumulative,De 6 à 11 mois,13,5,180,390,261,111,37,25,50,147,382,615,661,997,28.129388164,8.481444333
Durée cumulative,De 12 à 23 mois,15,9,323,792,456,230,73,61,70,244,737,1161,1172,1898,29.8914647,17.664910432
Durée cumulative,De 24 à 47 mois,33,18,588,1743,1028,395,128,70,151,549,1522,2411,2022,834,32.71395881,35.566997203
Durée cumulative,De 48 à 119 mois,58,45,692,3210,2122,564,236,45,22,1289,2818,4109,1412,1661,41.128771474,76.675761513
Durée cumulative,120 mois et plus,72,42,462,4121,4313,667,373,8,0,958,4657,5393,0,2192,52.407860697,250.31154229
Types de diagnostics,Visuel,194,0,0,0,0,0,0,9,8,55,82,112,26,75,45.469072165,122.77319588
Types de diagnostics,Auditif et de la parole,0,122,0,0,0,0,0,4,5,30,70,52,21,53,41.87704918,118.45081967
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2352,0,0,0,0,17,37,244,1111,1241,1464,1027,27.959183673,83.776785714
Types de diagnostics,Santé mentale,0,0,0,10509,0,0,0,26,36,1161,3875,6634,2901,3378,38.586259397,125.34104101
Types de diagnostics,Physique,0,0,0,0,8271,0,0,108,143,1208,3816,4455,813,2250,50.249546609,161.92552291
Types de diagnostics,Autres,0,0,0,0,0,2052,0,14,19,307,844,1208,445,1044,45.676900585,106.95224172
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,867,36,74,253,523,344,26,317,51.497116494,137.39677047
Région,01 - Bas-Saint-Laurent,1,0,68,304,239,62,29,0,1,9,297,406,149,231,43.894736842,150.62446657
Région,02 - Saguenay-Lac-Saint-Jean,8,0,114,330,324,66,35,0,0,16,408,469,210,306,42.396807298,151.70125428
Région,03 - Capitale-Nationale,13,8,135,798,587,208,36,5,28,136,741,1044,370,636,43.403361345,141.0022409
Région,04 - Mauricie,5,6,96,418,389,85,29,1,1,32,454,574,215,324,43.512645914,165.07684825
Région,05 - Estrie,6,9,188,752,517,130,41,1,20,111,726,917,435,581,40.900791236,128.99452222
Région,06 - Montréal,77,45,547,2826,2074,544,283,147,135,1925,2573,3823,1294,2111,43.894308943,129.58411507
Région,07 - Outaouais,11,3,86,466,382,101,55,5,20,111,486,618,192,360,44.137681159,133.25362319
Région,08 - Abitibi-Témiscamingue,3,0,73,187,174,38,8,0,0,6,206,277,97,172,43.569358178,151.58799172
Région,09 - Côte-Nord,0,2,14,90,84,28,2,0,0,3,98,122,45,79,43.577272727,139.11363636
Région,10 - Nord-du-Québec,0,0,12,42,42,10,6,0,0,3,43,69,29,51,39.991071429,115.01785714
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,35,176,176,47,11,0,0,5,196,253,94,152,44.171492205,152.21380846
Région,12 - Chaudière-Appalaches,5,1,110,387,328,98,24,4,1,28,408,545,225,332,42.079748164,129.97271773
Région,13 - Laval,11,7,127,381,386,82,74,16,58,334,466,602,299,378,43.470973783,102.38202247
Région,14 - Lanaudière,9,6,128,577,593,92,53,6,5,79,625,833,372,451,42.159807956,137.87242798
Région,15 - Laurentides,5,8,155,692,584,118,49,6,6,90,716,895,416,487,41.941030416,132.47858473
Région,16 - Montérégie,36,22,384,1689,1091,282,114,23,46,342,1511,2107,1057,1251,40.21973466,119.18656716
Région,17 - Centre-du-Québec,2,3,75,380,299,59,18,0,1,25,357,479,191,234,42.245215311,137.0215311
Région,Région inconnue,0,0,5,14,2,2,0,0,0,3,10,13,6,8,40.086956522,162.73913043
