Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,168,99,2248,9951,7093,1885,0,140,174,2511,8557,12887,5619,7259,41.654635329,130.12301809
Situation familiale,Couples sans enfants,7,8,34,176,500,81,571,49,96,335,683,694,32,423,56.041394336,164.43137255
Situation familiale,Familles monoparentales,13,7,41,298,485,57,0,5,8,175,758,143,16,223,44.437291898,145.43063263
Situation familiale,Couples avec enfants,6,8,29,82,190,28,296,20,44,237,320,319,28,236,44.669796557,128.43974961
Situation familiale,Conjoint d'étudiant,0,0,0,2,3,1,0,0,0,0,3,3,1,3,31.833333333,85
Sexe,Hommes,112,52,1241,6634,4455,1208,344,113,143,1756,0,14046,3673,4978,41.342375053,124.35049124
Sexe,Femmes,82,70,1111,3875,3816,844,523,101,179,1502,10321,0,2023,3166,44.422924135,143.76213545
Âge,Moins de 20 ans,6,8,411,757,205,184,2,6,18,125,547,1026,1573,1551,18.565162111,11.445645264
Âge,De 20 à 24 ans,20,13,1053,2144,608,261,24,12,33,348,1476,2647,4123,1044,21.683725443,39.274557361
Âge,De 25 à 29 ans,16,10,225,920,240,98,30,6,25,183,553,986,0,558,26.946718648,59.799870045
Âge,De 30 à 34 ans,13,12,154,927,308,86,47,14,17,199,574,973,0,571,32.083387201,88.992889463
Âge,De 35 à 39 ans,16,12,117,801,351,115,52,17,15,188,614,850,0,515,37.003415301,117.48360656
Âge,De 40 à 44 ans,19,12,98,948,537,106,86,18,27,234,807,999,0,605,42.146733112,136.2358804
Âge,De 45 à 49 ans,16,14,82,930,807,128,107,23,28,300,991,1093,0,635,47.022552783,161.80278311
Âge,De 50 à 54 ans,26,13,67,933,1051,182,113,18,23,364,1140,1245,0,665,52.098113208,183.50566038
Âge,55 ans et plus,62,28,145,2149,4164,892,406,100,136,1317,3619,4227,0,2000,60.787152689,207.47680347
Âge,35 ans et moins,55,45,1867,4909,1428,655,109,40,99,883,3272,5796,5696,3818,24.230149978,48.520070578
Âge,36 ans et plus,139,77,485,5600,6843,1397,758,174,223,2375,7049,8250,0,4326,53.563304791,182.39205177
