Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,174,96,2218,9971,7169,1845,0,141,166,2525,8592,12881,5584,7204,41.731756159,130.5920924
Situation familiale,Couples sans enfants,7,8,36,175,510,87,589,51,95,346,700,712,33,438,56.128186969,162.77974504
Situation familiale,Familles monoparentales,14,7,43,299,489,58,0,6,8,177,766,144,14,234,44.417582418,144.82747253
Situation familiale,Couples avec enfants,6,8,29,84,194,27,300,17,43,240,324,324,27,233,44.638888889,130.04166667
Situation familiale,Conjoint d'étudiant,0,0,0,2,3,1,0,0,0,0,3,3,1,3,31.833333333,84
Sexe,Hommes,117,50,1232,6633,4499,1181,352,115,137,1769,0,14064,3649,4948,41.423137088,124.52701934
Sexe,Femmes,84,69,1094,3898,3866,837,537,100,175,1519,10385,0,2010,3164,44.51815118,144.36831969
Âge,Moins de 20 ans,6,8,404,744,204,187,2,6,15,126,546,1009,1555,1526,18.579421222,11.540192926
Âge,De 20 à 24 ans,21,12,1046,2136,616,251,22,12,30,348,1464,2640,4104,1036,21.682504873,39.354775828
Âge,De 25 à 29 ans,17,10,225,926,239,95,32,6,24,189,561,983,0,552,26.958549223,59.905440415
Âge,De 30 à 34 ans,12,11,144,937,311,87,50,15,15,188,570,982,0,566,32.095360825,88.593427835
Âge,De 35 à 39 ans,18,13,118,801,359,106,56,15,15,195,621,850,0,507,37.012916383,117.84772264
Âge,De 40 à 44 ans,20,10,96,944,541,106,90,21,28,234,808,999,0,609,42.152185944,136.08356392
Âge,De 45 à 49 ans,16,13,81,942,824,121,102,21,28,300,1000,1099,0,625,47.015245355,161.57884707
Âge,De 50 à 54 ans,26,14,66,925,1060,178,118,18,23,375,1138,1249,0,654,52.116883117,183.41726016
Âge,55 ans et plus,65,28,146,2176,4211,887,417,101,134,1333,3677,4253,0,2037,60.766834805,207.43215637
Âge,35 ans et moins,56,43,1847,4901,1434,647,113,41,90,878,3266,5775,5659,3775,24.258599712,48.739409357
Âge,36 ans et plus,145,76,479,5630,6931,1371,776,174,222,2410,7119,8289,0,4337,53.580867082,182.3701973
Scolarité,Primaire,15,15,545,902,672,174,82,2,45,373,974,1431,1069,862,36.116424116,115.32474012
Scolarité,Secondaire I à IV,63,33,661,3690,3106,661,305,5,20,615,3298,5221,1474,2655,43.742692804,171.59960089
Scolarité,Secondaire V,48,29,128,2334,2233,440,183,3,23,661,2481,2914,337,1654,48.104170528,149.37015755
Scolarité,Collégiale,16,10,2,962,604,140,57,3,2,270,918,873,40,531,48.083193747,127.45561139
Scolarité,Universitaire,14,7,2,663,448,87,54,7,25,429,643,632,2,471,51.003921569,111.60470588
Scolarité,Inconnue,45,25,988,1980,1302,516,208,195,197,940,2071,2993,2737,1939,34.502962085,66.149091627
Diplôme maximum obtenu,Aucun diplôme,90,54,1260,4985,4205,913,424,9,72,1232,4747,7184,2658,3808,42.581258905,158.05800017
Diplôme maximum obtenu,Secondaire - DES,32,23,59,1851,1467,303,126,1,16,410,1851,2010,223,1222,46.981869982,140.76482776
Diplôme maximum obtenu,Secondaire - DEP,8,5,14,426,510,100,31,0,1,80,460,634,12,318,51.234003656,174.61060329
Diplôme maximum obtenu,Secondaire - ASP,1,0,2,24,34,5,1,0,0,1,28,39,2,23,49.835820896,178.62686567
Diplôme maximum obtenu,Collégial - AEC,3,1,0,155,125,37,11,1,1,41,164,168,0,103,50.665662651,125.62650602
Diplôme maximum obtenu,Collégial - DEC général,1,4,0,195,89,17,8,0,1,48,152,162,2,101,47.761146497,132.05732484
Diplôme maximum obtenu,Collégial - DEC professionnel,3,1,0,233,132,31,16,2,0,54,235,181,3,105,49.322115385,120.64423077
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,77,59,10,5,0,0,25,89,64,0,59,52.359477124,133.96078431
Diplôme maximum obtenu,Universitaire - Baccalauréat,5,2,1,268,191,32,18,4,9,172,272,245,1,189,50.81237911,105.38104449
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,2,0,53,40,4,6,1,2,48,46,60,0,40,53.179245283,94.594339623
Diplôme maximum obtenu,Inconnu,56,26,990,2264,1513,566,243,197,210,1177,2341,3317,2758,2144,36.023153058,70.691233651
Durée cumulative,Premier mois,0,1,14,39,15,11,1,1,3,8,27,54,65,81,23.283950617,1
Durée cumulative,De 2 à 5 mois,5,4,86,208,99,77,22,6,32,66,186,315,356,501,26.978043912,3.7425149701
Durée cumulative,De 6 à 11 mois,13,2,181,372,242,116,32,24,36,128,364,594,647,958,27.43736952,8.5135699374
Durée cumulative,De 12 à 23 mois,14,9,322,784,467,207,79,59,77,251,737,1145,1156,1882,30.158873539,17.618490967
Durée cumulative,De 24 à 47 mois,32,19,583,1748,1026,395,125,64,144,555,1510,2418,2019,838,32.667769857,35.515784114
Durée cumulative,De 48 à 119 mois,64,44,682,3230,2149,552,249,52,20,1309,2838,4132,1416,1649,41.163414634,76.501291248
Durée cumulative,120 mois et plus,73,40,458,4150,4367,660,381,9,0,971,4723,5406,0,2203,52.445651101,250.23427782
Types de diagnostics,Visuel,201,0,0,0,0,0,0,9,8,56,84,117,27,76,45.457711443,121.0199005
Types de diagnostics,Auditif et de la parole,0,119,0,0,0,0,0,4,5,30,69,50,20,51,42.12605042,118.66386555
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2326,0,0,0,0,16,36,239,1094,1232,1450,1014,27.961306965,83.620378332
Types de diagnostics,Santé mentale,0,0,0,10531,0,0,0,28,32,1176,3898,6633,2880,3353,38.663564714,125.64846643
Types de diagnostics,Physique,0,0,0,0,8365,0,0,109,138,1225,3866,4499,820,2282,50.255708308,162.02916916
Types de diagnostics,Autres,0,0,0,0,0,2018,0,14,20,302,837,1181,438,1015,45.754707631,107.89544103
