Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,889,35,73,260,537,352,24,321,51.541057368,136.50731159
Région,01 - Bas-Saint-Laurent,1,0,67,310,244,62,32,0,1,9,299,417,147,240,44.19273743,151.33379888
Région,02 - Saguenay-Lac-Saint-Jean,9,0,114,324,327,62,36,0,0,16,407,465,211,300,42.292431193,150.47821101
Région,03 - Capitale-Nationale,13,9,133,804,586,196,35,5,27,132,740,1036,364,620,43.429617117,141.34009009
Région,04 - Mauricie,5,6,90,420,398,84,29,1,1,32,455,577,213,325,43.562015504,165.87403101
Région,05 - Estrie,8,9,186,749,519,123,45,1,20,116,725,914,431,563,40.868212325,127.8480781
Région,06 - Montréal,79,46,541,2844,2088,542,284,148,131,1934,2586,3838,1293,2098,43.993462017,130.12219801
Région,07 - Outaouais,11,3,80,469,393,95,55,5,21,113,495,611,189,365,44.303797468,133.72423146
Région,08 - Abitibi-Témiscamingue,3,0,73,189,173,38,9,0,0,6,216,269,97,171,43.406185567,150.31134021
Région,09 - Côte-Nord,0,2,15,89,83,28,3,0,0,3,98,122,46,77,43.618181818,139.38181818
Région,10 - Nord-du-Québec,0,0,11,45,44,9,6,0,0,3,44,71,31,53,39.47826087,111.95652174
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,32,172,180,44,12,0,0,5,195,249,90,151,44.497747748,153.52027027
Région,12 - Chaudière-Appalaches,5,2,108,385,339,100,25,4,1,28,412,552,224,329,42.165975104,130.94605809
Région,13 - Laval,12,7,129,379,391,83,76,16,56,344,469,608,293,380,43.684308264,102.99535747
Région,14 - Lanaudière,9,5,125,571,605,88,54,6,5,80,629,828,372,460,42.234042553,137.96362388
Région,15 - Laurentides,5,4,157,703,584,122,51,6,5,90,726,900,412,474,42.172816728,132.97662977
Région,16 - Montérégie,37,22,385,1688,1102,281,116,23,43,347,1522,2109,1051,1253,40.294409254,120.46571193
Région,17 - Centre-du-Québec,2,2,74,378,306,59,21,0,1,28,359,483,189,244,42.402612827,137.10451306
Région,Région inconnue,0,0,6,12,3,2,0,0,0,2,8,15,6,9,40.434782609,158.47826087
