Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,170,97,2211,9727,6938,1939,0,155,183,2449,8439,12643,5595,7018,41.549568352,129.19234418
Situation familiale,Couples sans enfants,6,9,35,172,472,85,551,52,88,316,661,669,33,411,55.857142857,162.2406015
Situation familiale,Familles monoparentales,12,7,39,299,465,59,0,8,8,174,747,134,16,220,44.311010216,144.2122588
Situation familiale,Couples avec enfants,7,9,26,78,183,29,288,20,47,235,311,309,26,234,44.616129032,128.42096774
Situation familiale,Conjoint d'étudiant,0,0,0,2,3,1,0,0,1,0,3,3,1,4,31.333333333,37
Sexe,Hommes,113,52,1228,6458,4345,1223,339,120,143,1709,0,13758,3639,4794,41.218418375,123.45057421
Sexe,Femmes,82,70,1083,3820,3716,890,500,115,184,1465,10161,0,2032,3093,44.291211495,142.49325854
Âge,Moins de 20 ans,6,10,394,742,203,175,3,7,19,123,554,979,1533,1498,18.598173516,11.647749511
Âge,De 20 à 24 ans,20,13,1051,2133,617,281,23,10,36,344,1478,2660,4138,1032,21.66940551,38.833977767
Âge,De 25 à 29 ans,15,10,216,901,243,87,31,6,26,178,537,966,0,552,26.974051896,60.169660679
Âge,De 30 à 34 ans,12,12,150,886,298,89,41,14,20,184,548,940,0,513,32.049731183,88.606182796
Âge,De 35 à 39 ans,17,12,123,804,359,122,51,17,15,191,635,853,0,519,37.007392473,116.98454301
Âge,De 40 à 44 ans,16,11,93,918,507,113,76,20,26,218,771,963,0,561,42.12283737,137.47923875
Âge,De 45 à 49 ans,18,14,86,923,800,142,114,22,33,301,1001,1096,0,626,46.984263233,159.81735813
Âge,De 50 à 54 ans,24,12,65,895,1003,187,115,22,22,354,1094,1207,0,629,52.063450674,183.49934811
Âge,55 ans et plus,67,28,133,2076,4031,917,385,117,130,1281,3543,4094,0,1957,60.793898128,206.31714024
Âge,35 ans et moins,56,47,1836,4843,1429,651,110,40,107,863,3246,5726,5671,3691,24.215448061,48.250780205
Âge,36 ans et plus,139,75,475,5435,6632,1462,729,195,220,2311,6915,8032,0,4196,53.513414063,181.53482304
Scolarité,Primaire,16,15,547,888,659,192,79,3,50,348,967,1429,1071,833,35.860183639,113.91569282
Scolarité,Secondaire I à IV,59,34,664,3594,2993,703,275,8,22,607,3217,5105,1476,2587,43.544099976,170.34390771
Scolarité,Secondaire V,41,31,122,2252,2132,479,181,3,22,658,2396,2842,330,1613,48.061473845,148.19797633
Scolarité,Collégiale,13,12,2,947,580,146,54,4,1,262,916,838,43,512,48.144241733,128.03021665
Scolarité,Universitaire,18,6,2,638,426,96,48,6,26,422,623,611,1,424,51.056726094,110.73743922
Scolarité,Inconnue,48,24,974,1959,1271,497,202,211,206,877,2042,2933,2750,1918,34.097688442,63.977286432
Diplôme maximum obtenu,Aucun diplôme,85,57,1262,4863,4042,979,399,13,81,1194,4629,7058,2658,3720,42.361940618,156.57670916
Diplôme maximum obtenu,Secondaire - DES,27,23,58,1806,1417,329,117,1,13,410,1808,1969,224,1188,46.848821816,139.96240402
Diplôme maximum obtenu,Secondaire - DEP,7,6,14,399,488,105,31,0,1,81,445,605,11,299,51.412380952,175.09428571
Diplôme maximum obtenu,Secondaire - ASP,1,0,1,22,28,9,2,0,0,3,26,37,2,18,49.444444444,173.79365079
Diplôme maximum obtenu,Collégial - AEC,3,1,0,156,124,39,9,1,0,40,165,167,1,105,50.945783133,126.53313253
Diplôme maximum obtenu,Collégial - DEC général,1,4,0,189,89,15,7,0,1,52,152,153,2,92,47.583606557,129.12131148
Diplôme maximum obtenu,Collégial - DEC professionnel,3,1,0,231,124,38,14,2,0,52,235,176,3,108,49.571776156,121.39902676
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,79,59,11,4,0,0,28,90,65,0,54,51.670967742,127.67096774
Diplôme maximum obtenu,Universitaire - Baccalauréat,7,1,1,256,183,39,16,4,10,166,266,237,1,173,50.968190855,105.00994036
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,2,2,0,52,38,6,5,0,2,48,46,59,0,34,53.19047619,94.323809524
Diplôme maximum obtenu,Inconnu,58,26,975,2225,1469,543,235,214,219,1100,2299,3232,2769,2096,35.610920268,68.551798951
Durée cumulative,Premier mois,0,0,7,14,7,8,3,1,0,3,15,24,28,39,27.384615385,1
Durée cumulative,De 2 à 5 mois,3,5,96,239,90,63,13,4,22,61,193,316,411,509,24.125736739,3.7387033399
Durée cumulative,De 6 à 11 mois,8,4,150,374,209,116,39,31,49,116,328,572,605,900,28.21,8.6944444444
Durée cumulative,De 12 à 23 mois,23,12,348,785,483,223,70,74,78,262,783,1161,1176,1944,30.185699588,17.46090535
Durée cumulative,De 24 à 47 mois,36,18,606,1760,1052,414,130,76,157,558,1562,2454,2105,835,32.544820717,35.729830677
Durée cumulative,De 48 à 119 mois,58,41,647,3137,2038,570,240,40,21,1234,2739,3992,1346,1579,41.099242312,76.902986183
Durée cumulative,120 mois et plus,67,42,457,3969,4182,719,344,9,0,940,4541,5239,0,2081,52.389468303,249.63916155
Types de diagnostics,Visuel,195,0,0,0,0,0,0,10,11,55,82,113,26,83,45.892307692,118.57435897
Types de diagnostics,Auditif et de la parole,0,122,0,0,0,0,0,6,5,28,70,52,23,55,41.286885246,114.90163934
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2311,0,0,0,0,18,36,237,1083,1228,1445,986,27.868455214,82.709216789
Types de diagnostics,Santé mentale,0,0,0,10278,0,0,0,25,38,1125,3820,6458,2875,3241,38.456995524,123.83586301
Types de diagnostics,Physique,0,0,0,0,8061,0,0,116,142,1180,3716,4345,820,2197,50.048505148,161.50502419
Types de diagnostics,Autres,0,0,0,0,0,2113,0,21,24,309,890,1223,456,1019,45.881211548,109.12683389
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,839,39,71,240,500,339,26,306,51.355184744,134.40286055
Région,01 - Bas-Saint-Laurent,2,0,67,292,239,72,33,0,3,11,297,408,151,236,43.973049645,149.74042553
Région,02 - Saguenay-Lac-Saint-Jean,8,0,112,324,314,68,31,0,0,16,404,453,213,299,42.135355893,150.126021
Région,03 - Capitale-Nationale,13,6,136,799,562,202,39,7,29,126,723,1034,380,612,43.184974388,138.94251565
Région,04 - Mauricie,4,6,92,399,367,95,27,1,2,31,428,562,219,307,43.270707071,161.47878788
Région,05 - Estrie,5,10,193,747,503,135,38,2,21,116,731,900,426,553,40.746781116,128.3715512
Région,06 - Montréal,77,46,548,2757,2051,543,270,149,134,1867,2564,3728,1276,2034,43.887794024,130.24856961
Région,07 - Outaouais,11,3,84,451,367,113,57,5,19,107,481,605,187,347,43.926335175,132.83241252
Région,08 - Abitibi-Témiscamingue,2,0,68,173,166,36,5,0,0,6,190,260,95,159,43.402222222,146.04222222
Région,09 - Côte-Nord,0,2,12,82,82,28,1,0,0,1,91,116,41,71,43.951690821,137.11594203
Région,10 - Nord-du-Québec,0,0,13,44,40,10,6,0,0,3,43,70,31,51,39.672566372,119.57522124
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,33,174,168,47,13,0,0,5,190,249,87,139,44.38952164,151.44191344
Région,12 - Chaudière-Appalaches,5,1,105,366,321,101,23,4,1,28,403,519,216,321,42.172451193,129.12364425
Région,13 - Laval,11,8,121,360,380,93,71,19,58,335,452,592,308,379,43.133141762,99.034482759
Région,14 - Lanaudière,11,5,124,588,585,92,46,10,5,87,625,826,387,456,41.762232943,134.91660924
Région,15 - Laurentides,6,8,156,674,575,119,46,6,6,76,711,873,406,488,41.692550505,131.64583333
Région,16 - Montérégie,37,22,370,1657,1049,290,114,32,48,335,1465,2074,1054,1189,40.0972026,117.97485165
Région,17 - Centre-du-Québec,1,3,72,379,291,66,19,0,1,21,351,480,189,241,42.151624549,136.20577617
Région,Région inconnue,0,0,5,12,1,3,0,0,0,3,12,9,5,5,43.523809524,162.38095238
