Caracteristique,Valeur,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,696,1144,2151,4202,2482,30.270580828,7.4473477097
Situation familiale,Couples sans enfants,79,67,130,128,52,39.701550388,18.391472868
Situation familiale,Familles monoparentales,212,163,660,122,89,35.326086957,7.2148337596
Situation familiale,Couples avec enfants,444,190,406,406,81,36.878078818,12.366995074
Situation familiale,Conjoint d'étudiant,6,7,10,7,2,35.882352941,7.4117647059
Sexe,Hommes,644,943,0,4865,1495,32.323741007,8.0663926002
Sexe,Femmes,793,628,3357,0,1211,30.82424784,8.526958594
Âge,Moins de 20 ans,136,99,513,567,1080,18.481481481,6.9194444444
Âge,De 20 à 24 ans,221,167,698,928,1626,21.877613776,7.536900369
Âge,De 25 à 29 ans,209,282,597,880,0,26.997291808,7.5687203791
Âge,De 30 à 34 ans,232,238,464,754,0,31.912972085,7.8825944171
Âge,De 35 à 39 ans,220,211,363,521,0,36.890271493,9.0916289593
Âge,De 40 à 44 ans,169,190,302,427,0,41.917695473,7.9574759945
Âge,De 45 à 49 ans,105,140,158,299,0,46.765864333,9.2078774617
Âge,De 50 à 54 ans,63,108,127,204,0,52.003021148,10.356495468
Âge,55 ans et plus,82,136,135,285,0,58.80952381,14.014285714
Âge,35 ans et moins,846,826,2351,3244,2706,25.213226095,7.6058981233
Âge,36 ans et plus,591,745,1006,1621,0,45.551579749,9.6357061287
Scolarité,Primaire,225,63,233,291,223,30.841603053,8.822519084
Scolarité,Secondaire I à IV,176,333,969,1731,1356,27.387777778,8.7711111111
Scolarité,Secondaire V,198,317,665,1049,384,33.837806301,8.7269544924
Scolarité,Collégiale,61,189,310,392,69,36.055555556,8.2977207977
Scolarité,Universitaire,229,324,369,459,27,39.40942029,7.5108695652
Scolarité,Inconnue,548,345,811,943,647,31.176738883,7.161345496
Diplôme maximum obtenu,Aucun diplôme,488,462,1296,2200,1642,28.552059497,8.9090389016
Diplôme maximum obtenu,Secondaire - DES,112,229,556,804,336,32.975,8.0727941176
Diplôme maximum obtenu,Secondaire - DEP,9,57,90,175,18,35.803773585,10.252830189
Diplôme maximum obtenu,Secondaire - ASP,1,1,5,6,1,40.454545455,4.0909090909
Diplôme maximum obtenu,Collégial - AEC,13,37,50,90,5,36.971428571,7.5785714286
Diplôme maximum obtenu,Collégial - DEC général,7,32,41,64,10,33.819047619,7.8285714286
Diplôme maximum obtenu,Collégial - DEC professionnel,8,37,82,70,13,38.440789474,7.7105263158
Diplôme maximum obtenu,Universitaire - Certificat,4,22,27,35,2,42.241935484,7.3064516129
Diplôme maximum obtenu,Universitaire - Baccalauréat,85,132,153,175,10,38.829268293,7.743902439
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,40,55,55,66,0,40.884297521,6.3553719008
Diplôme maximum obtenu,Inconnu,670,507,1002,1180,669,32.659486709,7.4078826764
Durée cumulative,Premier mois,88,63,195,279,121,32.040084388,1
Durée cumulative,De 2 à 3 mois,327,291,657,1038,540,31.692035398,2.5333333333
Durée cumulative,De 4 à 6 mois,392,396,905,1223,742,30.918233083,4.8848684211
Durée cumulative,De 7 à 9 mois,301,313,610,835,506,31.26366782,7.9557093426
Durée cumulative,De 10 à 12 mois,146,246,475,726,446,30.833472107,10.955870108
Durée cumulative,Plus de 12 mois,183,262,515,764,351,34.265832682,21.931978108
Statut au programme,Participants,1367,1472,3191,4741,2661,31.504160363,7.3719112456
Statut au programme,Non participants,70,99,166,124,45,37.382758621,32.393103448
Région,01 - Bas-Saint-Laurent,12,3,44,63,39,29.38317757,8.3364485981
Région,02 - Saguenay-Lac-Saint-Jean,2,3,101,128,126,26.449781659,7.9781659389
Région,03 - Capitale-Nationale,250,93,315,442,242,31.760898283,6.3976221929
Région,04 - Mauricie,39,16,133,159,159,27.04109589,8.1849315068
Région,05 - Estrie,162,42,235,325,227,30.464285714,8.9589285714
Région,06 - Montréal,446,931,1014,1505,626,33.7046447,8.4053195713
Région,07 - Outaouais,99,107,263,368,183,32.805071315,9.7369255151
Région,08 - Abitibi-Témiscamingue,0,3,44,57,40,29.574257426,8.3663366337
Région,09 - Côte-Nord,0,1,26,21,20,29.978723404,8.2127659574
Région,10 - Nord-du-Québec,0,1,2,7,5,30.666666667,6.4444444444
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,2,30,42,39,27.875,7.0277777778
Région,12 - Chaudière-Appalaches,15,11,102,186,83,32.125,7.7673611111
Région,13 - Laval,98,142,177,252,108,34.135198135,9.0582750583
Région,14 - Lanaudière,30,34,181,271,181,29.14159292,6.9867256637
Région,15 - Laurentides,28,42,178,264,147,31.147058824,8.3823529412
Région,16 - Montérégie,181,126,403,598,352,31.117882118,8.4125874126
Région,17 - Centre-du-Québec,75,14,109,177,129,28.905594406,8.3216783217
