Caracteristique,Valeur,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,822,1247,2432,4602,2754,30.230309923,7.5767699744
Situation familiale,Couples sans enfants,84,70,140,136,48,41.355072464,17.014492754
Situation familiale,Familles monoparentales,211,174,668,130,91,35.681704261,7.3220551378
Situation familiale,Couples avec enfants,447,185,406,406,82,36.908866995,11.777093596
Situation familiale,Conjoint d'étudiant,10,9,13,10,2,35.347826087,6.7826086957
Sexe,Hommes,730,1009,0,5284,1620,32.261733535,8.2229371688
Sexe,Femmes,844,676,3659,0,1357,30.839027057,8.2271112326
Âge,Moins de 20 ans,182,100,607,634,1241,18.450443191,6.7099113618
Âge,De 20 à 24 ans,233,196,750,986,1736,21.889400922,7.590437788
Âge,De 25 à 29 ans,219,302,623,972,0,26.99184953,7.4739811912
Âge,De 30 à 34 ans,246,231,502,802,0,31.951687117,8.0866564417
Âge,De 35 à 39 ans,243,227,383,588,0,36.846549949,8.2409886715
Âge,De 40 à 44 ans,163,203,311,458,0,41.929778934,8.1898569571
Âge,De 45 à 49 ans,114,158,184,315,0,46.77755511,9.1002004008
Âge,De 50 à 54 ans,70,115,137,222,0,52.08356546,10.824512535
Âge,55 ans et plus,104,153,162,307,0,58.923240938,14.618336887
Âge,35 ans et moins,939,872,2580,3525,2977,25.164455364,7.5395577396
Âge,36 ans et plus,635,813,1079,1759,0,45.694855532,9.6983791402
Scolarité,Primaire,230,81,251,313,253,31.15070922,9.115248227
Scolarité,Secondaire I à IV,219,357,1120,1884,1537,27.347536618,8.4683754993
Scolarité,Secondaire V,209,357,706,1185,430,33.457958752,8.5399259651
Scolarité,Collégiale,58,196,340,420,69,36.410526316,8.4407894737
Scolarité,Universitaire,269,352,432,509,29,39.326248672,7.564293305
Scolarité,Inconnue,589,342,810,973,659,31.207515423,7.4542905216
Diplôme maximum obtenu,Aucun diplôme,522,527,1488,2405,1864,28.546365271,8.6162342666
Diplôme maximum obtenu,Secondaire - DES,136,247,579,909,367,32.770833333,8.0873655914
Diplôme maximum obtenu,Secondaire - DEP,9,52,85,192,22,35.498194946,10.129963899
Diplôme maximum obtenu,Secondaire - ASP,0,1,4,7,0,43.909090909,5.8181818182
Diplôme maximum obtenu,Collégial - AEC,12,48,59,93,6,37.690789474,7.5723684211
Diplôme maximum obtenu,Collégial - DEC général,6,34,54,70,11,34.709677419,8.9112903226
Diplôme maximum obtenu,Collégial - DEC professionnel,7,37,86,73,9,38.459119497,7.6666666667
Diplôme maximum obtenu,Universitaire - Certificat,10,24,40,33,2,41.356164384,7.1232876712
Diplôme maximum obtenu,Universitaire - Baccalauréat,99,147,187,205,11,38.801020408,7.6224489796
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,47,56,54,76,1,41.123076923,6.8307692308
Diplôme maximum obtenu,Inconnu,726,512,1023,1221,684,32.699643494,7.6804812834
Durée cumulative,Premier mois,108,69,218,285,138,31.862823062,1
Durée cumulative,De 2 à 3 mois,322,262,685,954,576,30.917022575,2.5167785235
Durée cumulative,De 4 à 6 mois,446,439,967,1456,832,31.139909203,4.9372678498
Durée cumulative,De 7 à 9 mois,292,331,737,1021,608,31.101251422,7.8993174061
Durée cumulative,De 10 à 12 mois,235,265,498,716,415,31.544481054,10.94892916
Durée cumulative,Plus de 12 mois,171,319,554,852,408,34.27311522,21.182788051
Statut au programme,Participants,1506,1588,3497,5164,2939,31.475233807,7.5305391987
Statut au programme,Non participants,68,97,162,120,38,37.957446809,29.542553191
Région,01 - Bas-Saint-Laurent,9,1,47,53,35,30.8,8.66
Région,02 - Saguenay-Lac-Saint-Jean,3,1,96,134,128,26.469565217,8.0652173913
Région,03 - Capitale-Nationale,254,85,319,443,231,32.093175853,7.4737532808
Région,04 - Mauricie,62,24,168,190,193,27.522346369,8.0083798883
Région,05 - Estrie,152,50,237,346,240,30.334476844,8.7101200686
Région,06 - Montréal,510,1011,1095,1719,708,33.431414357,8.2149964463
Région,07 - Outaouais,115,102,277,404,208,32.571218796,9.1894273128
Région,08 - Abitibi-Témiscamingue,0,4,44,73,47,29.196581197,6.7692307692
Région,09 - Côte-Nord,1,2,24,26,17,31.78,8.02
Région,10 - Nord-du-Québec,0,0,1,9,1,39.6,3
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,1,36,43,40,27.291139241,7.1518987342
Région,12 - Chaudière-Appalaches,7,13,115,190,112,30.750819672,8.3114754098
Région,13 - Laval,109,155,194,267,107,34.386117137,8.9392624729
Région,14 - Lanaudière,38,29,188,275,181,29.846652268,7.1576673866
Région,15 - Laurentides,30,50,219,281,175,30.552,8.3
Région,16 - Montérégie,205,143,467,650,399,31.402864816,8.290957923
Région,17 - Centre-du-Québec,79,13,131,180,154,28.47266881,8.4565916399
Région,Région inconnue,0,1,1,1,1,39,9
