Caracteristique,Valeur,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,877,1223,2477,4338,2674,30.257666911,8.3062362436
Situation familiale,Couples sans enfants,113,54,156,152,61,38.915584416,15.266233766
Situation familiale,Familles monoparentales,238,168,691,117,97,35.237623762,7.5952970297
Situation familiale,Couples avec enfants,500,169,427,427,82,36.584309133,12.795081967
Situation familiale,Conjoint d'étudiant,14,5,10,12,2,37.545454545,6.6818181818
Sexe,Hommes,775,946,0,5046,1533,32.245342846,8.9104240983
Sexe,Femmes,967,673,3761,0,1383,30.848976336,8.9226269609
Âge,Moins de 20 ans,196,98,625,602,1227,18.479217604,7.5615321923
Âge,De 20 à 24 ans,263,192,758,931,1689,21.907637655,8.4114860864
Âge,De 25 à 29 ans,257,264,653,916,0,26.970044614,8.3212237094
Âge,De 30 à 34 ans,292,237,532,782,0,31.872146119,8.799086758
Âge,De 35 à 39 ans,253,228,385,585,0,36.834020619,8.7309278351
Âge,De 40 à 44 ans,175,205,301,433,0,41.900544959,8.6144414169
Âge,De 45 à 49 ans,121,150,191,304,0,46.78989899,9.1555555556
Âge,De 50 à 54 ans,75,100,140,218,0,52.108938547,11.120111732
Âge,55 ans et plus,110,145,176,275,0,58.893569845,15.76940133
Âge,35 ans et moins,1068,839,2668,3367,2916,25.208285004,8.343993372
Âge,36 ans et plus,674,780,1093,1679,0,45.671356421,10.16017316
Scolarité,Primaire,302,82,320,328,273,31.854938272,9.1882716049
Scolarité,Secondaire I à IV,263,364,1185,1861,1545,27.432370322,9.3404464872
Scolarité,Secondaire V,240,345,730,1136,442,33.116827438,9.2422293676
Scolarité,Collégiale,61,189,337,383,64,36.493055556,8.625
Scolarité,Universitaire,300,364,461,535,30,38.848393574,7.468875502
Scolarité,Inconnue,576,275,728,803,562,31.200522534,8.6348791639
Diplôme maximum obtenu,Aucun diplôme,660,507,1618,2347,1886,28.684489281,9.3825977301
Diplôme maximum obtenu,Secondaire - DES,146,260,600,916,383,32.322559367,8.6127968338
Diplôme maximum obtenu,Secondaire - DEP,16,56,97,190,22,36.156794425,10.81184669
Diplôme maximum obtenu,Secondaire - ASP,2,2,8,6,0,39.785714286,7.7857142857
Diplôme maximum obtenu,Collégial - AEC,8,50,61,85,6,38.397260274,9.7671232877
Diplôme maximum obtenu,Collégial - DEC général,5,30,51,66,9,36.136752137,8.7008547009
Diplôme maximum obtenu,Collégial - DEC professionnel,15,45,89,80,8,38.49704142,7.4674556213
Diplôme maximum obtenu,Universitaire - Certificat,11,19,36,37,6,38.410958904,7.4109589041
Diplôme maximum obtenu,Universitaire - Baccalauréat,111,153,206,205,10,39.02676399,7.5766423358
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,49,62,49,88,0,40.386861314,7.1313868613
Diplôme maximum obtenu,Inconnu,719,435,946,1026,586,32.630324544,8.474137931
Durée cumulative,Premier mois,66,65,148,177,96,32.095384615,1
Durée cumulative,De 2 à 3 mois,319,241,626,766,433,31.234195402,2.4727011494
Durée cumulative,De 4 à 6 mois,443,377,886,1190,728,31.063583815,4.9826589595
Durée cumulative,De 7 à 9 mois,421,333,841,1137,680,31.183518706,7.9448938322
Durée cumulative,De 10 à 12 mois,300,286,645,919,516,31.850383632,10.925831202
Durée cumulative,Plus de 12 mois,193,317,615,857,463,33.180027174,21.471467391
Statut au programme,Participants,1654,1539,3589,4927,2867,31.494950681,8.1498356036
Statut au programme,Non participants,88,80,172,119,49,36.158075601,31.326460481
Région,01 - Bas-Saint-Laurent,40,1,60,69,52,30.751937984,6.7829457364
Région,02 - Saguenay-Lac-Saint-Jean,2,4,94,125,106,27.219178082,10.333333333
Région,03 - Capitale-Nationale,250,82,305,410,217,32.197202797,8.3062937063
Région,04 - Mauricie,88,23,165,211,193,28.114361702,8.8936170213
Région,05 - Estrie,164,34,250,322,246,30.173076923,8.6835664336
Région,06 - Montréal,549,951,1108,1665,694,33.24269744,8.978362784
Région,07 - Outaouais,113,134,298,406,221,32.387784091,9.2571022727
Région,08 - Abitibi-Témiscamingue,0,3,45,65,43,29.290909091,7.8181818182
Région,09 - Côte-Nord,0,0,26,21,17,31.234042553,8.0212765957
Région,10 - Nord-du-Québec,0,1,4,9,3,35.230769231,7.3076923077
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,1,40,32,35,27.319444444,8.6944444444
Région,12 - Chaudière-Appalaches,8,12,117,168,104,30.505263158,8.9122807018
Région,13 - Laval,114,138,206,251,103,33.757111597,8.5601750547
Région,14 - Lanaudière,33,33,184,240,175,29.754716981,8.5896226415
Région,15 - Laurentides,50,45,231,265,179,30.580645161,10.122983871
Région,16 - Montérégie,217,136,474,599,379,31.511649581,8.9655172414
Région,17 - Centre-du-Québec,114,20,153,187,148,29.594117647,8.8441176471
Région,Région inconnue,0,1,1,1,1,38.5,9
