Caracteristique,Valeur,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,759,1233,2275,4446,2649,30.258443684,7.3858056837
Situation familiale,Couples sans enfants,86,66,140,138,54,39.424460432,18.226618705
Situation familiale,Familles monoparentales,225,170,685,127,90,35.616995074,7.1773399015
Situation familiale,Couples avec enfants,475,196,422,422,78,36.927725118,12.055687204
Situation familiale,Conjoint d'étudiant,7,7,11,8,1,35,7.9473684211
Sexe,Hommes,699,1022,0,5141,1597,32.32172729,8.056992803
Sexe,Femmes,853,650,3533,0,1275,30.827625248,8.3328615907
Âge,Moins de 20 ans,159,98,553,623,1176,18.478741497,6.7091836735
Âge,De 20 à 24 ans,228,182,722,974,1696,21.885023585,7.4587264151
Âge,De 25 à 29 ans,215,297,613,913,0,27.004587156,7.5878112713
Âge,De 30 à 34 ans,258,241,507,790,0,31.925212028,7.9198149576
Âge,De 35 à 39 ans,247,220,385,543,0,36.884698276,8.6950431034
Âge,De 40 à 44 ans,178,215,310,464,0,41.899224806,7.6976744186
Âge,De 45 à 49 ans,103,157,170,308,0,46.736401674,9.2447698745
Âge,De 50 à 54 ans,69,115,130,224,0,52.008474576,10.488700565
Âge,55 ans et plus,95,147,143,302,0,58.88988764,14.182022472
Âge,35 ans et moins,917,863,2482,3428,2872,25.20964467,7.4983079526
Âge,36 ans et plus,635,809,1051,1713,0,45.619030391,9.6041968162
Scolarité,Primaire,251,73,252,318,232,31.505263158,8.5561403509
Scolarité,Secondaire I à IV,196,346,1023,1843,1463,27.410327983,8.6364270761
Scolarité,Secondaire V,209,346,674,1127,402,33.750138812,8.7068295391
Scolarité,Collégiale,64,184,323,386,63,36.063469676,8.2722143865
Scolarité,Universitaire,244,355,396,483,29,39.405005688,7.3674630262
Scolarité,Inconnue,588,368,865,984,683,31.137912385,7.1444023797
Diplôme maximum obtenu,Aucun diplôme,530,494,1367,2361,1754,28.684817597,8.731223176
Diplôme maximum obtenu,Secondaire - DES,127,250,566,857,359,32.926914968,8.0035137034
Diplôme maximum obtenu,Secondaire - DEP,9,55,91,179,19,35.614814815,10.703703704
Diplôme maximum obtenu,Secondaire - ASP,1,2,6,6,1,40.5,4.3333333333
Diplôme maximum obtenu,Collégial - AEC,12,38,52,84,5,36.808823529,7.3970588235
Diplôme maximum obtenu,Collégial - DEC général,10,30,48,64,7,34.705357143,8.5982142857
Diplôme maximum obtenu,Collégial - DEC professionnel,8,40,83,73,10,38.044871795,7.4807692308
Diplôme maximum obtenu,Universitaire - Certificat,5,22,31,33,2,42.4375,7.15625
Diplôme maximum obtenu,Universitaire - Baccalauréat,93,151,168,191,12,38.841225627,7.5766016713
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,41,59,54,70,0,41.701612903,6.4516129032
Diplôme maximum obtenu,Inconnu,716,531,1067,1223,703,32.544541485,7.3650655022
Durée cumulative,Premier mois,99,87,215,310,159,32.215238095,1
Durée cumulative,De 2 à 3 mois,322,318,718,1034,569,31.38413242,2.4834474886
Durée cumulative,De 4 à 6 mois,471,408,932,1395,791,31.193382037,4.9166308552
Durée cumulative,De 7 à 9 mois,291,313,624,893,542,31.14370468,7.9413315755
Durée cumulative,De 10 à 12 mois,191,272,531,713,444,31.101286174,10.977491961
Durée cumulative,Plus de 12 mois,178,274,513,796,367,34.117647059,22.032849503
Statut au programme,Participants,1473,1568,3359,5011,2830,31.51385902,7.3271206691
Statut au programme,Non participants,79,104,174,130,42,37.200657895,31.358552632
Région,01 - Bas-Saint-Laurent,15,2,50,67,41,30.324786325,8.2222222222
Région,02 - Saguenay-Lac-Saint-Jean,4,2,99,136,135,26.259574468,8.0085106383
Région,03 - Capitale-Nationale,268,103,336,469,261,31.508074534,6.9291925466
Région,04 - Mauricie,44,20,143,170,166,27.370607029,7.8019169329
Région,05 - Estrie,171,49,244,332,233,30.605902778,8.9913194444
Région,06 - Montréal,467,990,1051,1591,648,33.752460257,8.2259651779
Région,07 - Outaouais,110,103,273,382,197,32.899236641,9.6061068702
Région,08 - Abitibi-Témiscamingue,0,4,47,67,44,29.763157895,7.9561403509
Région,09 - Côte-Nord,1,1,22,23,16,30.511111111,6.7333333333
Région,10 - Nord-du-Québec,0,1,3,7,4,32.7,6.4
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,1,35,43,40,28.551282051,6.9871794872
Région,12 - Chaudière-Appalaches,18,10,107,195,97,31.632450331,8.3178807947
Région,13 - Laval,99,155,181,277,115,34.310043668,8.7336244541
Région,14 - Lanaudière,33,36,182,275,188,28.932166302,6.989059081
Région,15 - Laurentides,25,48,195,277,160,30.976694915,8.1271186441
Région,16 - Montérégie,213,131,445,641,379,31.134438306,8.1860036832
Région,17 - Centre-du-Québec,83,16,120,187,148,28.534201954,8.2475570033
Région,Région inconnue,1,0,0,2,0,38,5
