Caracteristique,Valeur,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,642,1028,2039,3719,2344,30.043070511,7.4149010073
Situation familiale,Couples sans enfants,67,55,109,115,60,38.125,17.0625
Situation familiale,Familles monoparentales,211,161,632,94,82,35.673553719,7.4022038567
Situation familiale,Couples avec enfants,450,186,389,389,72,37.18251928,11.758354756
Situation familiale,Conjoint d'étudiant,7,4,8,7,3,37.666666667,7.2
Sexe,Hommes,637,827,0,4324,1381,32.111933395,8.0705365402
Sexe,Femmes,740,607,3177,0,1180,30.868114573,8.2625118036
Âge,Moins de 20 ans,150,103,518,531,1049,18.476644423,6.7426120114
Âge,De 20 à 24 ans,201,167,662,850,1512,21.92989418,7.5284391534
Âge,De 25 à 29 ans,174,230,525,755,0,26.97421875,7.49609375
Âge,De 30 à 34 ans,229,204,429,650,0,31.980537535,8.2993512512
Âge,De 35 à 39 ans,221,197,347,471,0,36.930317848,8.1466992665
Âge,De 40 à 44 ans,155,177,285,378,0,41.870286576,8.2775263952
Âge,De 45 à 49 ans,109,142,159,286,0,46.77752809,8.6876404494
Âge,De 50 à 54 ans,62,95,123,164,0,51.947735192,11.195121951
Âge,55 ans et plus,76,119,129,239,0,58.836956522,13.342391304
Âge,35 ans et moins,800,739,2197,2898,2561,25.063591757,7.542296369
Âge,36 ans et plus,577,695,980,1426,0,45.395261845,9.4426433915
Scolarité,Primaire,229,55,243,269,221,31.095703125,8.06640625
Scolarité,Secondaire I à IV,149,296,918,1486,1243,27.106489185,8.8677204659
Scolarité,Secondaire V,187,304,613,924,375,33.424202993,8.6851008458
Scolarité,Collégiale,58,177,279,374,61,36.707503828,8.0750382848
Scolarité,Universitaire,233,304,367,420,28,39.637865311,7.374841169
Scolarité,Inconnue,521,298,757,851,633,30.657338308,7.0105721393
Diplôme maximum obtenu,Aucun diplôme,460,423,1263,1912,1534,28.316535433,8.8214173228
Diplôme maximum obtenu,Secondaire - DES,100,224,506,715,325,32.901719902,8.1728091728
Diplôme maximum obtenu,Secondaire - DEP,10,47,67,157,15,35.5625,9.6473214286
Diplôme maximum obtenu,Secondaire - ASP,1,2,3,2,0,41.4,4.6
Diplôme maximum obtenu,Collégial - AEC,14,38,51,92,4,37.895104895,6.9300699301
Diplôme maximum obtenu,Collégial - DEC général,5,28,43,54,10,34.608247423,8.7731958763
Diplôme maximum obtenu,Collégial - DEC professionnel,8,35,72,56,8,39.828125,8.15625
Diplôme maximum obtenu,Universitaire - Certificat,5,20,26,29,1,42.8,7.7818181818
Diplôme maximum obtenu,Universitaire - Baccalauréat,76,121,138,163,9,39.481727575,7.6312292359
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,40,46,53,51,0,40.480769231,6.0576923077
Diplôme maximum obtenu,Inconnu,658,450,955,1093,655,32.395996094,7.1948242188
Durée cumulative,Premier mois,118,74,203,296,156,31.276553106,1
Durée cumulative,De 2 à 3 mois,283,274,668,874,525,30.988326848,2.4811932555
Durée cumulative,De 4 à 6 mois,410,370,774,1018,627,31.262276786,4.9402901786
Durée cumulative,De 7 à 9 mois,222,293,589,841,530,30.883216783,7.9979020979
Durée cumulative,De 10 à 12 mois,182,218,491,679,406,31.445299145,10.918803419
Durée cumulative,Plus de 12 mois,162,205,452,616,317,34.225655431,22.244382022
Statut au programme,Participants,1308,1340,3023,4219,2518,31.395332781,7.3053024027
Statut au programme,Non participants,69,94,154,105,43,36.891891892,31.822393822
Région,01 - Bas-Saint-Laurent,11,3,50,52,44,28.705882353,8.2450980392
Région,02 - Saguenay-Lac-Saint-Jean,2,5,79,109,101,27.074468085,7.8936170213
Région,03 - Capitale-Nationale,191,88,269,351,201,31.424193548,6.7725806452
Région,04 - Mauricie,45,15,125,154,166,26.17562724,7.9928315412
Région,05 - Estrie,142,47,222,311,224,29.943714822,8.148217636
Région,06 - Montréal,424,855,988,1373,621,33.665396019,8.4930114358
Région,07 - Outaouais,116,96,252,321,167,32.987783595,9.2617801047
Région,08 - Abitibi-Témiscamingue,0,1,33,45,32,30.58974359,9.0641025641
Région,09 - Côte-Nord,0,1,28,20,21,29.166666667,12.1875
Région,10 - Nord-du-Québec,0,0,3,7,9,22,7.1
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,1,29,38,36,27.47761194,5.6268656716
Région,12 - Chaudière-Appalaches,10,5,94,162,84,31.26953125,7.19921875
Région,13 - Laval,90,110,155,225,107,33.252631579,7.5263157895
Région,14 - Lanaudière,39,27,161,208,158,28.685636856,7.6720867209
Région,15 - Laurentides,30,33,167,221,126,31.585051546,7.7396907216
Région,16 - Montérégie,195,128,411,549,326,31.446875,8.1
Région,17 - Centre-du-Québec,82,19,110,178,138,28.541666667,9.0902777778
Région,Région inconnue,0,0,1,0,0,33,20
