Caracteristique,Valeur,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,491,707,1666,2998,1864,30.2135506,7.0508147513
Situation familiale,Couples sans enfants,84,56,122,126,49,40.431451613,16.141129032
Situation familiale,Familles monoparentales,158,115,498,82,76,35.322413793,7.2448275862
Situation familiale,Couples avec enfants,304,126,289,285,54,37.388501742,13.353658537
Situation familiale,Conjoint d'étudiant,9,4,9,8,2,36.117647059,7
Sexe,Hommes,462,587,0,3499,1098,32.274364104,7.8896827665
Sexe,Femmes,584,421,2584,0,947,31.183049536,8.2306501548
Âge,Moins de 20 ans,94,71,420,458,878,18.494305239,6.3143507973
Âge,De 20 à 24 ans,145,91,527,640,1167,21.848329049,7.1388174807
Âge,De 25 à 29 ans,126,154,390,602,0,26.934475806,7.1159274194
Âge,De 30 à 34 ans,163,167,365,556,0,31.968512486,7.9793702497
Âge,De 35 à 39 ans,153,135,289,377,0,36.984984985,7.9924924925
Âge,De 40 à 44 ans,132,136,227,303,0,41.883018868,8.1830188679
Âge,De 45 à 49 ans,98,97,145,221,0,46.844262295,8.8907103825
Âge,De 50 à 54 ans,59,64,109,129,0,52.155462185,12.361344538
Âge,55 ans et plus,76,93,112,213,0,59.138461538,14.569230769
Âge,35 ans et moins,550,507,1758,2323,2045,25.043371723,7.1306052438
Âge,36 ans et plus,496,501,826,1176,0,45.605894106,9.8771228771
Scolarité,Primaire,166,51,203,224,186,31.915690867,8.7259953162
Scolarité,Secondaire I à IV,119,205,724,1253,1031,27.293373799,8.5149215984
Scolarité,Secondaire V,129,190,519,727,284,33.739967897,7.8884430177
Scolarité,Collégiale,46,135,256,302,46,36.191756272,7.5770609319
Scolarité,Universitaire,173,234,287,324,17,39.58101473,7.5220949264
Scolarité,Inconnue,413,193,595,669,481,31.249208861,7.6431962025
Diplôme maximum obtenu,Aucun diplôme,347,292,1018,1587,1266,28.519385797,8.6518234165
Diplôme maximum obtenu,Secondaire - DES,68,141,436,580,240,33.467519685,7.4832677165
Diplôme maximum obtenu,Secondaire - DEP,6,37,58,114,15,34.819767442,6.9593023256
Diplôme maximum obtenu,Secondaire - ASP,0,0,0,2,0,38.5,7.5
Diplôme maximum obtenu,Collégial - AEC,9,29,43,61,11,36.230769231,6.3269230769
Diplôme maximum obtenu,Collégial - DEC général,2,23,40,54,5,35.882978723,8.6063829787
Diplôme maximum obtenu,Collégial - DEC professionnel,9,31,66,60,7,38.30952381,7.5
Diplôme maximum obtenu,Universitaire - Certificat,5,12,26,21,0,39.808510638,6.5106382979
Diplôme maximum obtenu,Universitaire - Baccalauréat,54,93,121,117,7,38.945378151,7.8487394958
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,37,45,40,54,1,41.989361702,7.6276595745
Diplôme maximum obtenu,Inconnu,509,305,736,849,493,32.863091483,7.7085173502
Durée cumulative,Premier mois,76,73,202,315,159,31.800773694,1
Durée cumulative,De 2 à 3 mois,232,232,576,813,490,30.787616991,2.5277177826
Durée cumulative,De 4 à 6 mois,314,236,661,869,540,31.31372549,4.862745098
Durée cumulative,De 7 à 9 mois,157,165,401,530,317,31.37056928,7.9237379162
Durée cumulative,De 10 à 12 mois,137,117,348,455,287,31.499377335,11.061021171
Durée cumulative,Plus de 12 mois,130,185,396,517,252,34.928806134,23.162102957
Statut au programme,Participants,976,930,2445,3400,2017,31.52540633,7.0189905902
Statut au programme,Non participants,70,78,139,99,28,38.819327731,32.974789916
Région,01 - Bas-Saint-Laurent,13,6,47,58,48,28.066666667,7.4095238095
Région,02 - Saguenay-Lac-Saint-Jean,3,5,80,99,77,28.357541899,8.1061452514
Région,03 - Capitale-Nationale,129,55,227,258,171,30.822680412,8.2432989691
Région,04 - Mauricie,46,10,117,131,118,28.084677419,7.9233870968
Région,05 - Estrie,106,37,163,261,191,29.646226415,7.5235849057
Région,06 - Montréal,333,635,790,1061,483,33.700702323,8.1923284711
Région,07 - Outaouais,83,53,183,285,128,33.074786325,8.3354700855
Région,08 - Abitibi-Témiscamingue,0,2,36,43,32,29.455696203,8
Région,09 - Côte-Nord,0,0,16,18,19,30.088235294,10.029411765
Région,10 - Nord-du-Québec,0,2,8,13,9,30,11.333333333
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,1,29,47,37,28.934210526,6.0921052632
Région,12 - Chaudière-Appalaches,9,8,76,128,73,30.921568627,7.4166666667
Région,13 - Laval,74,82,122,166,68,35.399305556,8.2326388889
Région,14 - Lanaudière,27,19,131,200,151,29.141993958,7.3051359517
Région,15 - Laurentides,22,17,139,178,107,31.76340694,8.7097791798
Région,16 - Montérégie,136,66,299,408,219,32.678925035,7.9618104668
Région,17 - Centre-du-Québec,65,10,121,144,114,28.724528302,7.7471698113
Région,Région inconnue,0,0,0,1,0,26,8
