Caracteristique,Valeur,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,654,1084,2103,3812,2385,30.058495351,7.3286559594
Situation familiale,Couples sans enfants,69,52,108,112,53,37.790909091,17.540909091
Situation familiale,Familles monoparentales,201,164,627,96,82,35.467496542,7.1590594744
Situation familiale,Couples avec enfants,407,190,373,373,76,37.162198391,12.73458445
Situation familiale,Conjoint d'étudiant,8,4,9,7,2,37.625,7.3125
Sexe,Hommes,605,863,0,4400,1403,32.04,8.0031818182
Sexe,Femmes,734,631,3220,0,1195,30.777018634,8.3189440994
Âge,Moins de 20 ans,146,107,519,538,1057,18.472090823,6.8051087985
Âge,De 20 à 24 ans,194,182,676,865,1541,21.920830629,7.3621025308
Âge,De 25 à 29 ans,193,241,545,793,0,26.955904335,7.2668161435
Âge,De 30 à 34 ans,210,218,425,660,0,31.952995392,8.6184331797
Âge,De 35 à 39 ans,208,202,357,467,0,36.913834951,8.3725728155
Âge,De 40 à 44 ans,160,182,295,373,0,41.871257485,8.130239521
Âge,De 45 à 49 ans,95,145,149,292,0,46.768707483,8.8480725624
Âge,De 50 à 54 ans,60,105,126,185,0,52.028938907,10.733118971
Âge,55 ans et plus,73,112,128,227,0,58.715492958,13.574647887
Âge,35 ans et moins,782,787,2230,2969,2598,25.056934026,7.5289478746
Âge,36 ans et plus,557,707,990,1431,0,45.356051219,9.4415530772
Scolarité,Primaire,210,58,228,261,219,30.566462168,8.2883435583
Scolarité,Secondaire I à IV,162,312,925,1544,1285,27.064398542,8.7488861887
Scolarité,Secondaire V,185,311,623,961,371,33.57260101,8.6136363636
Scolarité,Collégiale,55,186,294,372,64,36.340840841,8.4534534535
Scolarité,Universitaire,221,305,366,416,28,39.305626598,7.4450127877
Scolarité,Inconnue,506,322,784,846,631,30.791411043,6.9024539877
Diplôme maximum obtenu,Aucun diplôme,452,443,1244,1978,1565,28.222222222,8.7132216015
Diplôme maximum obtenu,Secondaire - DES,100,227,517,742,323,32.942017474,8.1644162033
Diplôme maximum obtenu,Secondaire - DEP,11,46,77,147,17,35.602678571,10.107142857
Diplôme maximum obtenu,Secondaire - ASP,1,1,3,3,0,40.666666667,4.8333333333
Diplôme maximum obtenu,Collégial - AEC,10,39,58,84,4,37.950704225,7.4436619718
Diplôme maximum obtenu,Collégial - DEC général,5,29,42,58,10,34.05,8.67
Diplôme maximum obtenu,Collégial - DEC professionnel,9,37,79,61,11,39.292857143,7.9857142857
Diplôme maximum obtenu,Universitaire - Certificat,5,19,27,28,1,42.254545455,7.4909090909
Diplôme maximum obtenu,Universitaire - Baccalauréat,67,124,136,163,9,38.675585284,7.8695652174
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,42,49,58,53,0,40.234234234,6.2072072072
Diplôme maximum obtenu,Inconnu,637,480,979,1083,658,32.397672163,7.2061105723
Durée cumulative,Premier mois,97,76,193,296,140,31.952965235,1
Durée cumulative,De 2 à 3 mois,344,296,726,938,573,30.899639423,2.4969951923
Durée cumulative,De 4 à 6 mois,358,374,764,1039,646,31.061009429,4.9295618414
Durée cumulative,De 7 à 9 mois,224,305,619,777,503,30.954154728,7.9813753582
Durée cumulative,De 10 à 12 mois,160,212,456,702,398,31.168393782,10.909326425
Durée cumulative,Plus de 12 mois,156,231,462,648,338,33.989189189,22.246846847
Statut au programme,Participants,1275,1399,3064,4296,2555,31.319293478,7.2467391304
Statut au programme,Non participants,64,95,156,104,43,36.8,33.326923077
Région,01 - Bas-Saint-Laurent,7,2,46,49,42,28.6,7.7157894737
Région,02 - Saguenay-Lac-Saint-Jean,2,5,87,110,111,26.736040609,6.9695431472
Région,03 - Capitale-Nationale,191,91,277,372,221,31.351309707,6.562403698
Région,04 - Mauricie,31,15,125,135,155,26.461538462,8.6038461538
Région,05 - Estrie,146,46,221,312,223,30.227016886,8.1294559099
Région,06 - Montréal,433,883,998,1398,615,33.585559265,8.5004173623
Région,07 - Outaouais,110,104,255,330,169,32.85982906,9.6068376068
Région,08 - Abitibi-Témiscamingue,0,2,42,48,37,29.555555556,8.5333333333
Région,09 - Côte-Nord,0,1,27,22,22,28.142857143,12.102040816
Région,10 - Nord-du-Québec,0,1,2,9,8,25.818181818,6.8181818182
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,2,28,38,33,28.696969697,5.8484848485
Région,12 - Chaudière-Appalaches,11,6,99,163,90,31.209923664,6.8473282443
Région,13 - Laval,78,126,160,224,100,33.578125,7.7447916667
Région,14 - Lanaudière,32,32,164,233,166,28.705289673,7.3602015113
Région,15 - Laurentides,23,33,170,227,136,30.680100756,7.7833753149
Région,16 - Montérégie,194,125,412,549,330,31.265348595,8.2872008325
Région,17 - Centre-du-Québec,80,20,106,180,139,28.321678322,8.6923076923
Région,Région inconnue,1,0,1,1,1,26,13.5
