Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Secondaire - ASP,0,0,3,32,35,1,2,0,0,0,26,47,2,30,50.739726027,196.4109589
Diplôme maximum obtenu,Collégial - AEC,2,1,0,162,135,14,5,0,0,34,159,160,2,101,50.520376176,136.71473354
Diplôme maximum obtenu,Collégial - DEC général,2,4,1,207,91,7,7,0,0,45,165,154,8,99,48.269592476,138.7460815
Diplôme maximum obtenu,Collégial - DEC professionnel,0,1,0,285,164,11,15,1,0,63,259,217,7,138,49.56302521,122.29411765
Diplôme maximum obtenu,Universitaire - Certificat,1,0,0,74,60,2,5,0,0,31,80,62,0,55,52.232394366,136.45070423
Diplôme maximum obtenu,Universitaire - Baccalauréat,1,2,1,286,198,18,22,1,7,160,268,260,0,177,51.337121212,112.23863636
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,3,0,56,42,0,7,1,2,54,52,57,0,40,52.311926606,94.862385321
Diplôme maximum obtenu,Inconnu,58,35,1049,2437,1678,529,257,157,200,1212,2523,3520,2965,2110,36.189144465,74.989574715
Durée cumulative,Premier mois,0,1,11,19,14,12,2,2,1,5,24,35,41,59,26.406779661,1
Durée cumulative,De 2 à 5 mois,1,3,92,198,115,77,19,1,25,71,196,309,383,505,25.267326733,3.5702970297
Durée cumulative,De 6 à 11 mois,3,2,149,322,213,98,30,14,33,100,301,516,568,817,27.465116279,8.5250917993
Durée cumulative,De 12 à 23 mois,9,13,301,738,466,219,62,42,67,230,703,1105,1142,1808,29.757743363,17.693584071
Durée cumulative,De 24 à 47 mois,22,15,567,1723,910,325,117,43,114,495,1403,2276,2083,817,31.987496602,35.407175863
Durée cumulative,De 48 à 119 mois,79,51,836,3520,2383,340,278,58,68,1371,3072,4415,1643,1638,41.020568986,75.107786831
Durée cumulative,120 mois et plus,86,48,472,4603,5059,379,468,8,0,1086,5209,5906,0,2478,52.810166442,253.06432749
Types de diagnostics,Visuel,200,0,0,0,0,0,0,5,6,54,84,116,25,54,46.235,139.61
Types de diagnostics,Auditif et de la parole,0,133,0,0,0,0,0,2,6,33,73,60,17,53,43.69924812,122.90225564
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2428,0,0,0,0,7,39,235,1139,1289,1544,989,28.078253707,87.845551895
Types de diagnostics,Santé mentale,0,0,0,11123,0,0,0,25,34,1194,4197,6926,2945,3397,39.523509844,131.63669873
Types de diagnostics,Physique,0,0,0,0,9160,0,0,97,146,1345,4240,4920,802,2501,51.101419214,169.18362445
Types de diagnostics,Autres,0,0,0,0,0,1450,0,6,7,196,593,857,508,812,42.166896552,90.447586207
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,976,26,70,301,582,394,19,316,51.49897541,147.13012295
Région,01 - Bas-Saint-Laurent,1,0,84,339,266,43,31,0,1,12,324,440,161,250,44.55104712,158.27617801
Région,02 - Saguenay-Lac-Saint-Jean,4,1,112,316,327,48,32,0,0,17,397,443,201,311,42.605952381,155.84642857
Région,03 - Capitale-Nationale,13,7,128,862,634,116,31,2,19,121,759,1032,372,577,43.689000558,151.29648241
Région,04 - Mauricie,1,5,92,473,418,46,36,0,3,28,452,619,230,343,43.64799253,168.01867414
Région,05 - Estrie,11,8,199,771,540,81,64,0,21,109,731,943,402,518,42.275388292,138.53763441
Région,06 - Montréal,76,51,572,3030,2383,395,311,116,136,2016,2758,4060,1337,2162,44.451305368,135.70108536
Région,07 - Outaouais,13,7,94,512,437,61,48,1,13,106,516,656,218,319,44.880546075,144.32849829
Région,08 - Abitibi-Témiscamingue,3,0,65,194,183,28,9,0,0,8,215,267,86,162,44.174273859,143.69709544
Région,09 - Côte-Nord,0,1,12,73,87,21,2,0,0,2,79,117,36,65,45.974489796,159.91836735
Région,10 - Nord-du-Québec,0,0,8,39,38,3,4,0,0,1,34,58,25,40,38.815217391,116.25
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,37,189,200,33,13,0,0,7,211,265,99,155,44.871848739,159.13865546
Région,12 - Chaudière-Appalaches,5,4,123,437,339,84,32,2,1,24,457,567,245,323,42.7890625,140.36425781
Région,13 - Laval,13,10,111,390,433,67,89,11,44,392,500,613,307,379,44.527403414,99.920934412
Région,14 - Lanaudière,10,6,144,583,605,78,57,5,2,80,660,823,412,479,42.158462576,139.87660148
Région,15 - Laurentides,8,5,167,744,663,102,58,7,8,69,761,986,462,533,42.690326274,138.89353177
Région,16 - Montérégie,36,21,401,1763,1271,195,130,24,56,338,1665,2152,1075,1238,40.903589206,129.29656799
Région,17 - Centre-du-Québec,4,5,76,397,329,46,27,0,4,25,376,508,185,259,43.237556561,144.86538462
Région,Région inconnue,0,0,3,11,7,3,2,0,0,3,13,13,7,9,39.576923077,135.65384615
