Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,168,105,2316,10515,7811,1373,0,116,157,2504,9032,13256,5795,7202,42.266376525,136.55007179
Situation familiale,Couples sans enfants,10,11,43,199,601,49,644,42,100,380,773,784,29,456,56.4238921,173.91201028
Situation familiale,Familles monoparentales,12,9,36,318,516,22,0,0,8,196,746,167,17,239,44.501642935,146.5279299
Situation familiale,Couples avec enfants,10,8,33,90,229,6,332,10,43,277,355,353,19,223,44.744350282,138.18079096
Situation familiale,Conjoint d'étudiant,0,0,0,1,3,0,0,0,0,1,2,2,0,2,38.25,100.25
Sexe,Hommes,116,60,1289,6926,4920,857,394,98,129,1764,0,14562,3811,4963,41.817676143,129.74199973
Sexe,Femmes,84,73,1139,4197,4240,593,582,70,179,1594,10908,0,2049,3159,45.232673267,151.89943161
Âge,Moins de 20 ans,2,7,416,645,202,279,1,0,15,127,557,995,1552,1512,18.576675258,11.526417526
Âge,De 20 à 24 ans,23,10,1128,2300,600,229,18,9,30,342,1492,2816,4308,990,21.70821727,40.850278552
Âge,De 25 à 29 ans,15,14,233,911,233,56,36,13,20,174,539,959,0,566,26.939919893,62.413217623
Âge,De 30 à 34 ans,11,12,129,874,315,49,55,8,19,168,554,891,0,504,32.01384083,91.887889273
Âge,De 35 à 39 ans,17,13,110,816,350,29,60,11,11,181,567,828,0,487,37.055913978,121.43655914
Âge,De 40 à 44 ans,22,9,90,965,571,48,99,15,18,261,805,999,0,542,42.100332594,142.18957871
Âge,De 45 à 49 ans,13,14,76,1034,793,74,116,8,25,300,1014,1106,0,639,47.054245283,164.03584906
Âge,De 50 à 54 ans,19,16,70,1050,1207,78,130,7,21,387,1228,1342,0,664,52.217509728,194.52023346
Âge,55 ans et plus,78,38,176,2528,4889,608,461,97,149,1418,4152,4626,0,2218,60.581567555,211.03782183
Âge,35 ans et moins,54,46,1926,4890,1410,621,117,31,85,846,3253,5811,5860,3660,24.06233451,49.481134157
Âge,36 ans et plus,146,87,502,6233,7750,829,859,137,223,2512,7655,8751,0,4462,53.897720346,188.81659149
Scolarité,Primaire,14,16,602,932,732,138,108,2,63,385,1045,1497,1083,900,37.472856019,126.77065303
Scolarité,Secondaire I à IV,67,35,650,3784,3420,412,332,3,18,634,3404,5296,1433,2593,44.559770115,180.15344828
Scolarité,Secondaire V,49,32,125,2547,2425,284,201,3,18,669,2632,3031,341,1707,48.699629172,154.72894226
Scolarité,Collégiale,15,11,3,1048,685,72,58,1,3,281,961,931,55,586,48.273784355,133.66490486
Scolarité,Universitaire,10,9,1,676,461,40,57,5,13,412,635,619,1,424,51.303030303,118.15311005
Scolarité,Inconnue,45,30,1047,2136,1437,504,220,154,193,977,2231,3188,2947,1912,34.686658055,70.003321646
Diplôme maximum obtenu,Aucun diplôme,95,59,1306,5193,4634,607,488,7,86,1316,4979,7403,2632,3788,43.471733161,166.34760136
Diplôme maximum obtenu,Secondaire - DES,31,25,59,1943,1565,190,135,1,12,376,1904,2044,234,1241,47.496707194,146.20618034
Diplôme maximum obtenu,Secondaire - DEP,9,3,9,448,558,71,33,0,1,67,493,638,10,343,52.022104332,182.7780725
