Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,182,111,2402,10997,8293,1320,0,106,171,2575,9587,13718,5901,7486,42.594421798,139.44758635
Situation familiale,Couples sans enfants,13,10,46,202,658,66,718,42,108,434,855,858,30,536,56.875656743,177.21015762
Situation familiale,Familles monoparentales,15,13,42,347,572,19,0,0,13,205,836,172,16,270,44.819444444,152.99206349
Situation familiale,Couples avec enfants,9,8,32,110,236,10,361,9,36,318,383,383,20,275,45.007832898,138.67232376
Situation familiale,Conjoint d'étudiant,1,0,0,3,0,0,0,0,1,1,2,2,0,1,41,64.25
Sexe,Hommes,122,58,1330,7210,5169,819,425,88,142,1821,0,15133,3881,5188,42.114650102,132.5159585
Sexe,Femmes,98,84,1192,4449,4590,596,654,69,187,1712,11663,0,2086,3380,45.664751779,155.08179714
Âge,Moins de 20 ans,3,5,395,663,191,262,2,1,15,118,546,975,1521,1504,18.572649573,11.644970414
Âge,De 20 à 24 ans,27,18,1204,2380,621,176,20,5,36,349,1540,2906,4446,1011,21.698830409,41.140575798
Âge,De 25 à 29 ans,15,14,247,958,257,52,38,16,22,171,557,1024,0,587,26.925996205,62.786211259
Âge,De 30 à 34 ans,15,15,128,878,322,47,52,7,16,157,555,902,0,512,31.971173644,92.073438572
Âge,De 35 à 39 ans,15,10,108,850,374,38,69,11,18,188,623,841,0,511,37.112021858,121.44877049
Âge,De 40 à 44 ans,22,10,100,992,602,55,108,13,18,254,865,1024,0,580,42.124933827,144.64319746
Âge,De 45 à 49 ans,17,13,69,1062,807,65,120,4,23,327,1086,1067,0,633,47.004180214,167.51370181
Âge,De 50 à 54 ans,23,15,76,1106,1339,79,151,10,14,401,1365,1424,0,754,52.226604518,195.22732162
Âge,55 ans et plus,83,42,195,2770,5246,641,519,90,167,1568,4526,4970,0,2476,60.580139006,213.12826453
Âge,35 ans et moins,65,52,1997,5042,1447,544,123,34,93,829,3315,5955,5967,3699,24.072168285,50.054261057
Âge,36 ans et plus,155,90,525,6617,8312,871,956,123,236,2704,8348,9178,0,4869,54.020312678,191.14914983
Scolarité,Primaire,18,21,633,960,777,144,117,3,56,428,1107,1563,1118,981,37.904494382,129.64831461
Scolarité,Secondaire I à IV,70,39,663,3954,3680,397,370,3,20,673,3713,5460,1451,2777,44.862531342,183.56524583
Scolarité,Secondaire V,49,29,130,2672,2575,278,228,3,16,684,2794,3167,355,1789,49.000838785,156.78241906
Scolarité,Collégiale,17,11,4,1100,719,78,56,1,5,306,1012,973,61,627,48.291687657,134.15062972
Scolarité,Universitaire,16,9,3,700,463,44,58,4,16,407,663,630,1,438,51.351894818,122.10827533
Scolarité,Inconnue,50,33,1089,2273,1545,474,250,143,216,1035,2374,3340,2981,1956,35.496849842,74.435246762
Diplôme maximum obtenu,Aucun diplôme,103,66,1353,5426,5001,609,548,9,85,1409,5404,7702,2685,4113,43.875476881,169.73683809
Diplôme maximum obtenu,Secondaire - DES,32,22,64,2037,1642,178,131,0,8,383,2008,2098,248,1284,47.715781783,148.0523624
Diplôme maximum obtenu,Secondaire - DEP,8,5,7,467,584,65,47,0,0,66,511,672,13,347,51.967032967,182.27979713
Diplôme maximum obtenu,Secondaire - ASP,0,1,3,26,31,1,2,0,0,3,22,42,0,21,52.5,208.03125
Diplôme maximum obtenu,Collégial - AEC,1,1,0,171,145,15,5,0,0,38,174,164,1,105,50.914201183,138.96153846
Diplôme maximum obtenu,Collégial - DEC général,5,3,1,209,101,11,9,0,0,51,178,161,9,108,47.755162242,139.34218289
Diplôme maximum obtenu,Collégial - DEC professionnel,0,1,0,294,170,16,17,1,1,64,269,229,7,157,49.5,123.65060241
Diplôme maximum obtenu,Universitaire - Certificat,2,1,0,66,59,4,7,0,0,28,79,60,0,58,52.604316547,137.29496403
Diplôme maximum obtenu,Universitaire - Baccalauréat,3,2,2,318,191,15,25,1,6,162,289,267,0,178,51.23381295,116.61151079
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,2,3,0,54,42,1,5,1,0,53,47,60,0,33,52.112149533,94.074766355
Diplôme maximum obtenu,Inconnu,64,37,1092,2591,1793,500,283,145,229,1276,2682,3678,3004,2164,36.901886792,79.070440252
Durée cumulative,Premier mois,0,1,19,30,16,18,2,0,1,9,35,51,74,86,22.558139535,1
Durée cumulative,De 2 à 5 mois,2,1,90,174,105,67,18,2,14,52,176,281,335,457,25.557986871,3.579868709
Durée cumulative,De 6 à 11 mois,3,4,160,291,202,104,37,14,32,97,311,490,551,801,27.917602996,8.6254681648
Durée cumulative,De 12 à 23 mois,11,14,281,838,471,210,64,34,65,245,718,1171,1179,1889,29.921651668,17.606670196
Durée cumulative,De 24 à 47 mois,40,13,616,1729,957,264,111,44,146,493,1437,2293,2090,837,32.269168901,36.217158177
Durée cumulative,De 48 à 119 mois,85,58,861,3663,2559,353,326,54,71,1430,3311,4594,1738,1804,41.155471221,75.063757116
Durée cumulative,120 mois et plus,79,51,495,4934,5449,399,521,9,0,1207,5675,6253,0,2694,52.96001006,255.17471496
Types de diagnostics,Visuel,220,0,0,0,0,0,0,5,10,66,98,122,30,70,46.145454545,128.24545455
Types de diagnostics,Auditif et de la parole,0,142,0,0,0,0,0,1,11,40,84,58,23,55,43.105633803,121.33098592
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2522,0,0,0,0,7,48,229,1192,1330,1599,1000,28.18556701,90.183187946
Types de diagnostics,Santé mentale,0,0,0,11659,0,0,0,26,35,1242,4449,7210,3043,3535,39.802899048,134.45655717
Types de diagnostics,Physique,0,0,0,0,9759,0,0,92,154,1419,4590,5169,812,2689,51.326365406,171.22102674
Types de diagnostics,Autres,0,0,0,0,0,1415,0,2,4,191,596,819,438,829,43.61130742,97.686925795
