Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,1079,24,67,346,654,425,22,390,51.794253939,152.35959222
Région,01 - Bas-Saint-Laurent,1,0,84,350,286,50,30,0,0,13,357,444,165,256,44.973782772,163.65293383
Région,02 - Saguenay-Lac-Saint-Jean,4,1,117,348,338,46,32,0,1,15,416,470,213,333,42.521444695,157.67155756
Région,03 - Capitale-Nationale,11,11,126,918,688,122,39,3,17,135,806,1109,369,639,44.13002611,154.93368146
Région,04 - Mauricie,3,6,99,483,438,50,37,0,3,30,477,639,219,340,44.421146953,173.67383513
Région,05 - Estrie,12,8,186,789,589,82,74,1,23,112,761,979,390,536,42.941954023,142.85114943
Région,06 - Montréal,79,55,584,3194,2540,358,347,104,158,2135,2953,4204,1336,2228,44.962833589,139.98532905
Région,07 - Outaouais,16,5,102,542,455,70,57,2,13,110,560,687,226,365,45.003207698,148.08019246
Région,08 - Abitibi-Témiscamingue,3,1,75,198,184,30,14,0,0,8,228,277,94,178,43.920792079,144.82376238
Région,09 - Côte-Nord,0,1,17,78,95,17,5,0,0,2,94,119,39,77,45.910798122,162.3943662
Région,10 - Nord-du-Québec,0,1,9,51,47,6,5,0,0,1,53,66,32,59,38.848739496,116.20168067
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,1,41,194,219,27,16,0,1,4,224,276,98,161,45.37,163.88
Région,12 - Chaudière-Appalaches,5,5,127,467,343,73,34,2,1,23,479,575,256,352,42.907969639,141.96110057
Région,13 - Laval,22,10,140,406,481,65,95,12,48,443,569,650,319,406,45.474979491,101.0533224
Région,14 - Lanaudière,9,7,151,610,643,75,59,5,2,77,702,852,426,466,42.413770914,144.68018018
Région,15 - Laurentides,7,5,180,793,723,107,68,5,8,73,814,1069,487,591,42.930961232,139.13648433
Région,16 - Montérégie,42,20,403,1842,1346,189,137,23,51,332,1776,2203,1097,1296,41.171902488,131.75119377
Région,17 - Centre-du-Québec,4,5,79,383,338,43,29,0,3,17,384,497,194,277,43.019296254,143.71169126
Région,Région inconnue,0,0,2,13,6,5,1,0,0,3,10,17,7,8,40.444444444,137.40740741
