Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Âge,55 ans et plus,76,37,173,2567,4943,597,459,96,146,1412,4181,4671,0,2204,60.580885676,211.87200633
Âge,35 ans et moins,54,47,1929,4893,1409,615,120,32,85,842,3240,5827,5863,3665,24.062975626,49.563802801
Âge,36 ans et plus,147,88,498,6289,7855,805,853,135,221,2509,7756,8779,0,4426,53.911158149,189.49845782
Scolarité,Primaire,15,17,599,927,746,140,107,2,62,385,1040,1511,1083,910,37.484515876,127.22344179
Scolarité,Secondaire I à IV,67,38,647,3805,3473,400,334,3,18,627,3450,5314,1442,2593,44.586147878,180.61113647
Scolarité,Secondaire V,49,30,126,2571,2443,276,201,3,16,676,2656,3040,347,1692,48.790905899,155.80108848
Scolarité,Collégiale,15,11,3,1064,694,70,56,1,3,283,970,943,53,590,48.29012023,133.87558808
Scolarité,Universitaire,10,10,2,680,466,42,53,5,15,406,642,621,1,425,51.242280285,118.82739509
Scolarité,Inconnue,45,29,1050,2135,1442,492,222,153,192,974,2238,3177,2937,1881,34.757710065,70.489935365
Diplôme maximum obtenu,Aucun diplôme,96,62,1301,5214,4710,603,490,7,84,1314,5033,7443,2644,3809,43.515389548,166.86341776
Diplôme maximum obtenu,Secondaire - DES,31,23,60,1976,1574,178,132,1,11,383,1927,2047,237,1232,47.5875692,147.47760443
Diplôme maximum obtenu,Secondaire - DEP,9,4,8,444,564,66,34,0,1,64,485,644,10,332,52.08680248,184.30292294
Diplôme maximum obtenu,Secondaire - ASP,0,0,3,29,35,1,2,0,0,0,26,44,2,27,50.742857143,196.21428571
Diplôme maximum obtenu,Collégial - AEC,2,1,0,164,137,14,5,0,0,35,157,166,1,101,50.609907121,136.64396285
Diplôme maximum obtenu,Collégial - DEC général,2,4,1,208,93,8,7,0,0,44,166,157,8,102,48.108359133,137.80495356
Diplôme maximum obtenu,Collégial - DEC professionnel,0,1,0,286,165,11,15,1,0,64,260,218,7,139,49.533472803,121.51882845
Diplôme maximum obtenu,Universitaire - Certificat,1,0,0,74,57,2,5,0,0,29,79,60,0,56,52.057553957,137.94244604
Diplôme maximum obtenu,Universitaire - Baccalauréat,1,3,1,291,202,19,21,1,6,163,276,262,0,178,51.319702602,112.97583643
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,2,3,0,52,43,0,5,1,2,52,50,55,0,34,51.895238095,91.723809524
Diplôme maximum obtenu,Inconnu,57,34,1053,2444,1684,518,257,156,202,1203,2537,3510,2954,2081,36.277989085,75.534314536
Durée cumulative,Premier mois,0,0,9,12,15,16,2,1,1,2,21,33,43,54,24.611111111,1
Durée cumulative,De 2 à 5 mois,1,3,94,194,108,67,17,0,20,70,185,299,377,484,24.630165289,3.4896694215
Durée cumulative,De 6 à 11 mois,4,4,158,313,213,99,28,19,39,94,313,506,558,819,27.485958486,8.4945054945
Durée cumulative,De 12 à 23 mois,8,12,293,755,455,224,59,31,60,226,693,1113,1165,1806,29.497785161,17.712624585
Durée cumulative,De 24 à 47 mois,23,15,574,1731,924,314,108,42,115,496,1407,2282,2088,810,31.962862564,35.612361073
Durée cumulative,De 48 à 119 mois,79,55,833,3534,2395,338,291,66,71,1369,3093,4432,1632,1656,41.132890365,75.137807309
Durée cumulative,120 mois et plus,86,46,466,4643,5154,362,468,8,0,1094,5284,5941,0,2462,52.840089087,253.47679287
Types de diagnostics,Visuel,201,0,0,0,0,0,0,5,7,54,86,115,26,56,46.124378109,138.90049751
Types de diagnostics,Auditif et de la parole,0,135,0,0,0,0,0,2,6,36,74,61,17,54,43.303703704,120
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2427,0,0,0,0,8,41,238,1145,1282,1554,976,27.98104656,87.465183354
Types de diagnostics,Santé mentale,0,0,0,11182,0,0,0,24,36,1192,4225,6957,2947,3396,39.603917009,132.04990163
Types de diagnostics,Physique,0,0,0,0,9264,0,0,100,145,1340,4310,4954,799,2496,51.150259067,170.39982729
Types de diagnostics,Autres,0,0,0,0,0,1420,0,5,6,190,576,844,502,801,42.077464789,88.827464789
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,973,23,65,301,580,393,18,312,51.50668037,149.07913669
Région,01 - Bas-Saint-Laurent,1,0,79,334,269,46,29,0,0,11,324,434,161,251,44.675461741,158.76781003
Région,02 - Saguenay-Lac-Saint-Jean,4,1,117,316,328,49,30,0,0,18,396,449,202,310,42.666272189,158.44615385
Région,03 - Capitale-Nationale,13,9,133,866,643,114,31,1,18,121,763,1046,375,571,43.647318961,152.44333886
Région,04 - Mauricie,1,5,87,465,427,43,36,0,3,30,454,610,221,333,43.968045113,169.83928571
Région,05 - Estrie,11,9,192,785,548,81,65,1,21,109,739,952,398,522,42.422235364,139.19988173
Région,06 - Montréal,77,52,580,3031,2402,379,311,116,140,2018,2777,4055,1334,2138,44.536153396,136.50995316
Région,07 - Outaouais,13,7,91,519,445,55,47,1,11,105,521,656,218,310,44.899745115,146.09260833
Région,08 - Abitibi-Témiscamingue,3,0,66,196,186,27,9,0,0,9,213,274,89,163,44.207392197,142.1211499
Région,09 - Côte-Nord,0,1,11,74,86,20,2,0,0,2,82,112,36,66,46.391752577,161.19587629
Région,10 - Nord-du-Québec,0,0,8,45,40,4,4,0,0,1,37,64,32,45,38.158415842,111.40594059
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,1,36,194,203,34,14,0,0,7,215,269,99,159,45.045454545,161.24380165
Région,12 - Chaudière-Appalaches,5,4,124,442,340,83,34,2,1,25,463,569,250,330,42.737403101,139.26550388
Région,13 - Laval,13,10,117,386,436,68,88,12,44,388,508,610,314,384,44.378354204,99.250447227
Région,14 - Lanaudière,10,7,147,585,619,72,57,5,2,80,670,827,412,476,42.293253173,141.28991316
Région,15 - Laurentides,8,4,170,749,672,99,58,7,6,67,760,1000,462,530,42.586363636,139.24431818
Région,16 - Montérégie,36,20,392,1786,1280,197,130,22,57,331,1681,2160,1068,1239,41.026555584,129.6787295
Région,17 - Centre-du-Québec,4,5,74,397,333,47,26,0,3,25,381,505,185,255,43.238148984,146.05756208
Région,Région inconnue,0,0,3,12,7,2,2,0,0,4,12,14,7,9,39.5,135.34615385
