Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,171,105,2330,10692,7964,1318,0,114,169,2525,9190,13390,5828,7201,42.362134632,137.81452613
Situation familiale,Couples sans enfants,11,12,43,184,611,58,656,35,98,388,785,790,26,473,56.723174603,173.79555556
Situation familiale,Familles monoparentales,14,9,38,343,536,22,0,1,10,208,789,173,17,261,44.743243243,148.61642412
Situation familiale,Couples avec enfants,11,9,34,97,236,10,348,9,41,285,372,373,19,237,44.597315436,138.56107383
Situation familiale,Conjoint d'étudiant,0,0,0,3,2,0,0,0,0,3,3,2,1,2,39.4,101.2
Sexe,Hommes,118,60,1296,7043,4978,831,402,95,134,1775,0,14728,3833,4958,41.875135796,130.98139598
Sexe,Femmes,89,75,1149,4276,4371,577,602,64,184,1634,11139,0,2058,3216,45.390430021,152.90322291
Âge,Moins de 20 ans,3,6,406,666,201,281,1,0,15,129,557,1007,1564,1535,18.587595908,11.463554987
Âge,De 20 à 24 ans,23,12,1158,2312,598,207,17,8,34,342,1501,2826,4327,987,21.702796395,40.906170557
Âge,De 25 à 29 ans,15,14,235,924,241,59,37,14,20,171,540,985,0,548,26.931803279,62.668852459
Âge,De 30 à 34 ans,10,15,129,869,314,41,57,8,17,166,547,888,0,495,31.989547038,91.770731707
Âge,De 35 à 39 ans,18,13,110,830,363,28,64,12,14,181,588,838,0,506,37.063113604,121.35343619
Âge,De 40 à 44 ans,24,9,90,989,582,44,108,13,20,267,828,1018,0,556,42.099674973,143.02383532
Âge,De 45 à 49 ans,12,14,72,1051,800,68,111,6,25,308,1031,1097,0,631,47.046052632,166.43796992
Âge,De 50 à 54 ans,23,16,71,1071,1258,75,139,10,16,405,1295,1358,0,677,52.216358839,194.58725971
Âge,55 ans et plus,79,36,174,2607,4992,605,470,88,157,1440,4252,4711,0,2239,60.601807431,212.27267656
Âge,35 ans et moins,55,48,1950,4943,1416,596,122,35,88,844,3260,5870,5891,3668,24.065717415,49.562102957
Âge,36 ans et plus,152,87,495,6376,7933,812,882,124,230,2565,7879,8858,0,4506,53.929676764,189.98512278
Scolarité,Primaire,15,20,612,932,766,142,109,2,62,396,1068,1528,1104,917,37.468027735,126.89522342
Scolarité,Secondaire I à IV,67,37,646,3849,3512,395,352,3,20,645,3502,5356,1431,2631,44.729284263,181.61210205
Scolarité,Secondaire V,49,29,125,2598,2455,270,204,3,13,680,2673,3057,339,1704,48.848691099,156.99755672
Scolarité,Collégiale,17,11,4,1072,705,71,58,1,3,297,986,952,55,589,48.278637771,134.2120743
Scolarité,Universitaire,12,9,2,687,458,43,51,4,14,411,639,623,1,413,51.253565769,120.27020602
