Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Âge,35 ans et moins,60,51,1961,4951,1423,577,125,36,91,842,3276,5872,5889,3663,24.089199825,49.91407958
Âge,36 ans et plus,156,88,502,6403,7994,841,887,118,239,2580,7995,8876,0,4711,53.957619584,190.95655266
Scolarité,Primaire,16,21,622,931,764,137,109,2,60,401,1084,1516,1093,927,37.665384615,128.70846154
Scolarité,Secondaire I à IV,67,40,648,3863,3550,391,345,3,21,655,3562,5342,1432,2704,44.765049416,182.73787062
Scolarité,Secondaire V,51,28,120,2608,2465,272,214,3,16,670,2701,3057,343,1761,48.827717958,156.6792289
Scolarité,Collégiale,18,11,4,1083,712,71,56,1,4,297,1000,955,54,617,48.213810742,133.32787724
Scolarité,Universitaire,14,9,2,684,465,47,55,4,16,420,649,627,1,431,51.340909091,121.22805643
Scolarité,Inconnue,50,30,1067,2185,1461,500,233,141,213,979,2275,3251,2966,1934,34.971045965,72.20412595
Diplôme maximum obtenu,Aucun diplôme,98,68,1319,5297,4823,593,510,8,87,1359,5201,7507,2643,3959,43.704752912,168.75897073
Diplôme maximum obtenu,Secondaire - DES,32,19,63,1988,1575,173,133,0,9,376,1941,2042,231,1276,47.570173236,147.98769772
Diplôme maximum obtenu,Secondaire - DEP,9,5,7,453,571,64,39,0,1,65,504,644,11,340,51.915505226,183.6315331
Diplôme maximum obtenu,Secondaire - ASP,0,1,2,29,33,1,1,0,0,2,24,43,2,24,51.76119403,203.49253731
Diplôme maximum obtenu,Collégial - AEC,2,1,0,166,141,12,6,0,0,37,163,165,1,113,50.74695122,136.56707317
Diplôme maximum obtenu,Collégial - DEC général,5,4,1,206,101,10,7,0,0,46,175,159,9,104,48.104790419,140.17365269
Diplôme maximum obtenu,Collégial - DEC professionnel,0,1,0,289,166,14,16,1,0,67,266,220,7,146,49.300411523,122.50411523
Diplôme maximum obtenu,Universitaire - Certificat,2,0,0,70,61,5,6,0,0,30,82,62,0,61,52.666666667,138.54166667
Diplôme maximum obtenu,Universitaire - Baccalauréat,2,3,1,296,194,18,23,1,7,164,281,256,0,170,51.266294227,115.27560521
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,2,3,0,61,43,1,7,1,1,57,54,63,0,43,51.837606838,91.521367521
Diplôme maximum obtenu,Inconnu,64,34,1070,2499,1709,527,264,143,225,1219,2580,3587,2985,2138,36.467812551,77.195556997
Durée cumulative,Premier mois,0,1,14,18,12,16,4,0,2,8,31,34,51,65,25.046153846,1
Durée cumulative,De 2 à 5 mois,2,4,97,178,108,76,10,1,10,54,163,312,379,475,24.067368421,3.6315789474
Durée cumulative,De 6 à 11 mois,4,3,146,306,197,92,31,13,38,92,306,473,529,779,27.468549422,8.5609756098
Durée cumulative,De 12 à 23 mois,10,11,288,805,455,233,65,34,67,231,740,1127,1191,1867,29.800749866,17.739689341
Durée cumulative,De 24 à 47 mois,25,15,588,1703,923,276,109,41,137,477,1390,2249,2067,805,32.009343226,35.869469635
Durée cumulative,De 48 à 119 mois,87,57,856,3577,2455,344,311,57,76,1399,3206,4481,1672,1738,41.031481722,75.079875114
Durée cumulative,120 mois et plus,88,48,474,4767,5267,381,482,8,0,1161,5435,6072,0,2645,52.898235856,254.54027983
Types de diagnostics,Visuel,216,0,0,0,0,0,0,5,8,63,94,122,29,63,46.217592593,135.54166667
Types de diagnostics,Auditif et de la parole,0,139,0,0,0,0,0,2,12,35,78,61,22,54,42.978417266,117.31654676
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2463,0,0,0,0,9,45,231,1154,1309,1573,983,28.032480715,88.522533496
Types de diagnostics,Santé mentale,0,0,0,11354,0,0,0,24,38,1212,4317,7037,2974,3465,39.682666902,133.42196583
Types de diagnostics,Physique,0,0,0,0,9417,0,0,88,154,1370,4429,4988,801,2634,51.203143252,171.52702559
Types de diagnostics,Autres,0,0,0,0,0,1418,0,4,4,196,589,829,472,831,42.891396333,93.926657264
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,1012,22,69,315,610,402,18,344,51.510869565,149.50197628
Région,01 - Bas-Saint-Laurent,1,0,80,343,267,45,29,0,0,12,335,430,163,254,44.551633987,160.47581699
Région,02 - Saguenay-Lac-Saint-Jean,4,1,110,332,334,42,31,0,0,16,403,451,197,309,42.970725995,159.66042155
Région,03 - Capitale-Nationale,12,9,131,892,660,115,33,2,18,124,783,1069,367,604,43.946544276,153.79697624
Région,04 - Mauricie,3,5,91,464,433,47,35,0,3,28,463,615,214,340,44.181818182,171.08441558
Région,05 - Estrie,11,9,189,780,544,80,71,1,26,110,745,939,388,523,42.585510689,140.58372922
Région,06 - Montréal,81,53,581,3093,2464,372,320,105,152,2071,2858,4106,1336,2218,44.658960368,137.99483056
Région,07 - Outaouais,15,7,93,515,445,67,52,0,12,108,533,661,220,327,45.10720268,147.70351759
Région,08 - Abitibi-Témiscamingue,3,1,68,196,188,28,9,0,0,9,219,274,89,177,44.281947262,145.22109533
Région,09 - Côte-Nord,0,1,13,80,95,19,4,0,0,2,91,121,38,73,46.183962264,165.17924528
Région,10 - Nord-du-Québec,0,0,9,47,44,5,4,0,0,1,45,64,33,54,38.47706422,113.00917431
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,1,41,196,206,32,13,0,0,5,222,269,97,160,45.028513238,165.401222
Région,12 - Chaudière-Appalaches,6,3,128,446,344,78,34,2,1,26,471,568,249,342,42.889316651,140.10972089
Région,13 - Laval,17,13,129,395,449,68,93,12,46,407,529,635,316,391,44.701890034,101.54553265
Région,14 - Lanaudière,10,7,149,588,620,75,59,4,2,77,678,830,421,467,42.177718833,142.15981432
Région,15 - Laurentides,8,3,174,770,684,97,60,5,5,67,780,1016,472,552,42.788975501,141.96770601
Région,16 - Montérégie,39,21,399,1819,1298,201,134,23,62,333,1722,2189,1098,1305,40.978777806,130.3559192
Région,17 - Centre-du-Québec,4,5,76,386,336,44,30,0,3,23,383,498,185,271,43.274687855,146.70034052
Région,Région inconnue,0,0,2,12,6,3,1,0,0,3,11,13,6,7,39.5,143.29166667
