Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Total_NHC,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Inconnue,247,113,11062,8332,6266,1348,2380,11750,15618,1141,45.210026308,269.4991596
Diplôme maximum obtenu,Aucun diplôme,422,260,7452,17373,11556,834,2718,16947,20950,642,50.035385387,304.20130881
Diplôme maximum obtenu,Secondaire - DES,113,50,310,5973,2940,311,648,4650,5047,26,51.806228731,271.59203877
Diplôme maximum obtenu,Secondaire - DEP,25,11,82,1525,1076,105,101,1378,1446,1,55.645184136,303.1483711
Diplôme maximum obtenu,Secondaire - ASP,4,4,12,146,104,5,17,109,166,0,55.378181818,298.37090909
Diplôme maximum obtenu,Collégial - AEC,8,4,0,441,261,36,70,388,362,0,54.162666667,249.29066667
Diplôme maximum obtenu,Collégial - DEC général,7,3,6,731,196,24,102,461,506,0,53.12926577,263.07032058
Diplôme maximum obtenu,Collégial - DEC professionnel,9,10,4,723,288,38,92,580,492,0,53.517723881,235.49906716
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,257,91,13,52,182,181,0,54.132231405,247.20110193
Diplôme maximum obtenu,Universitaire - Baccalauréat,13,5,3,829,263,42,232,594,561,0,54.78961039,230.94199134
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,5,1,0,136,57,10,56,104,105,0,56.416267943,216.05741627
Diplôme maximum obtenu,Inconnu,276,122,11077,9484,6754,1404,2812,12576,16541,1141,45.781158773,269.87859326
Durée cumulative,Premier mois,0,0,0,0,0,6,1,4,2,4,32,1
Durée cumulative,De 2 à 5 mois,0,0,0,0,0,39,1,13,26,31,25.58974359,3.8205128205
Durée cumulative,De 6 à 11 mois,0,0,0,0,0,61,3,21,40,45,28.590163934,8.1639344262
Durée cumulative,De 12 à 23 mois,0,0,1,4,8,104,6,51,66,73,32.111111111,18.05982906
Durée cumulative,De 24 à 47 mois,1,0,1,27,18,295,25,145,197,214,32.745614035,35.725146199
Durée cumulative,De 48 à 119 mois,86,57,2167,3920,2280,549,1193,3571,5488,1443,34.987526217,92.630312397
Durée cumulative,120 mois et plus,796,414,16777,33667,21280,1768,5671,34164,40538,0,51.045313378,310.56010549
Types de diagnostics,Visuel,883,0,0,0,0,0,126,380,503,8,51.021517554,297.29105323
Types de diagnostics,Auditif et de la parole,0,471,0,0,0,0,72,250,221,6,49.932059448,276.63481953
Types de diagnostics,Intellectuel et d'apprentissage,0,0,18946,0,0,0,859,8783,10163,500,44.63380133,304.41961364
Types de diagnostics,Santé mentale,0,0,0,37618,0,0,3275,15467,22151,656,49.372614174,281.49763411
Types de diagnostics,Physique,0,0,0,0,23586,0,2360,11808,11778,183,52.525057237,285.26388536
Types de diagnostics,Autres,0,0,0,0,0,2822,208,1281,1541,457,48.785258682,203.98086464
Région,01 - Bas-Saint-Laurent,17,10,709,1134,769,79,12,1207,1511,52,50.559234731,305.20529801
Région,02 - Saguenay-Lac-Saint-Jean,30,18,862,1329,1018,115,21,1561,1811,85,49.3113879,304.90065243
Région,03 - Capitale-Nationale,75,29,1473,3400,1615,255,207,3001,3846,108,50.140499489,301.67591646
Région,04 - Mauricie,35,22,955,1861,1133,122,66,1902,2226,64,49.90503876,303.09835271
Région,05 - Estrie,61,31,1546,2615,1672,211,230,2754,3382,131,49.116362451,287.51157106
Région,06 - Montréal,244,143,3526,10564,5747,634,4501,8984,11874,389,49.94117365,280.89869594
Région,07 - Outaouais,43,24,904,1683,1147,175,190,1877,2099,83,49.027414487,275.33400402
Région,08 - Abitibi-Témiscamingue,17,8,437,558,446,63,7,712,817,29,49.771092217,302.76193591
Région,09 - Côte-Nord,11,5,234,326,256,24,7,370,486,14,49.556074766,310.63317757
Région,10 - Nord-du-Québec,3,0,44,106,72,14,1,89,150,2,44.782426778,247.13389121
Région,11 - Gaspésie-Îles-de-la-Madeleine,20,9,384,527,479,53,10,676,796,30,50.425271739,310.35869565
Région,12 - Chaudière-Appalaches,32,16,1102,1503,989,147,40,1719,2070,75,49.08287147,290.47347585
Région,13 - Laval,36,22,766,1287,891,101,617,1430,1673,104,47.809861424,255.8678698
Région,14 - Lanaudière,49,23,1148,1816,1412,197,121,2142,2503,149,47.431862217,275.00129171
Région,15 - Laurentides,35,23,1304,2369,1630,201,160,2586,2976,141,48.271485077,276.43563466
Région,16 - Montérégie,128,73,2819,5232,3439,316,649,5577,6430,297,48.097026734,275.83876072
Région,17 - Centre-du-Québec,46,14,693,1268,850,110,55,1341,1640,52,49.528346193,288.71720899
Région,Région inconnue,1,1,40,40,21,5,6,41,67,5,49.046296296,318.36111111
