Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 24 à 47 mois,8065,3208,3524,12692,15245,5284,9716,37.881340158,33.010989011
Durée cumulative,De 48 à 119 mois,482,139,9559,17489,20940,2551,15203,42.662520492,80.701397382
Durée cumulative,120 mois et plus,44,0,11600,31856,38775,0,15326,50.960187453,249.66717164
Types de contraintes,Sans contraintes,40363,3963,13549,47038,71027,11220,67632,38.928166688,93.864718587
Types de contraintes,Contraintes temporaires,5052,2379,10829,28381,21522,2171,19921,53.440113821,160.29346933
Types de contraintes,Contraintes sévères,180,239,3028,9848,13712,5635,7791,42.405602716,132.82079796
Types de contraintes,Conjoints sans contraintes sévères,35,73,260,537,352,24,321,51.541057368,136.50731159
Région,01 - Bas-Saint-Laurent,26,10,47,1344,1839,274,1312,44.938737041,164.21332077
Région,02 - Saguenay-Lac-Saint-Jean,56,9,58,2067,2534,412,1907,43.969571832,166.50054336
Région,03 - Capitale-Nationale,1033,314,1039,4701,6040,890,5110,44.224746299,137.79703938
Région,04 - Mauricie,247,62,263,3188,4152,664,2950,43.457220708,169.03514986
Région,05 - Estrie,502,289,912,4611,5838,1115,4452,42.595272275,136.02832807
Région,06 - Montréal,35198,3781,18011,34712,45841,8373,45849,42.241766291,89.138678882
Région,07 - Outaouais,648,259,969,4258,4586,732,3620,43.606965174,130.79206242
Région,08 - Abitibi-Témiscamingue,31,2,25,1048,1290,204,1022,43.829769033,150.4118905
Région,09 - Côte-Nord,21,6,14,509,613,81,465,45.154188948,161.61853832
Région,10 - Nord-du-Québec,6,0,6,291,389,79,351,42.642647059,131.85294118
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,1,18,795,1055,173,798,45.438918919,172.55351351
Région,12 - Chaudière-Appalaches,185,33,127,2149,2797,461,2203,43.416902548,135.89809947
Région,13 - Laval,2402,595,2530,4408,4244,805,4387,46.20134073,89.694983819
Région,14 - Lanaudière,849,111,466,4171,4590,860,4207,44.142677777,137.45440018
Région,15 - Laurentides,656,159,573,4435,5319,897,4201,44.334529424,139.06622924
Région,16 - Montérégie,3441,929,2389,10769,12437,2488,10448,43.310867879,122.79238128
Région,17 - Centre-du-Québec,309,94,215,2317,2994,533,2341,42.625494257,141.63001318
Région,Région inconnue,17,0,4,31,55,9,42,42.976744186,132.13953488
