Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,27200,3672,17010,51089,87457,15865,66518,43.782158994,123.63268517
Situation familiale,Couples sans enfants,4531,1102,2831,6373,6439,408,5500,52.359038401,126.82563222
Situation familiale,Familles monoparentales,3037,886,4552,20513,2394,1375,10411,38.47692845,103.40629502
Situation familiale,Couples avec enfants,6708,1364,3498,7683,7508,525,7513,40.531367257,82.512408663
Situation familiale,Conjoint d'étudiant,1,16,30,52,35,2,58,37.655172414,62.08045977
Sexe,Hommes,23734,2610,12833,0,103833,10133,50866,43.292633363,116.84906533
Sexe,Femmes,17743,4430,15088,85710,0,8042,39134,43.657006184,119.57169525
Âge,Moins de 20 ans,833,115,182,1346,1747,3093,3027,18.6314258,11.722922729
Âge,De 20 à 24 ans,5113,648,800,6696,8386,15082,8498,22.075188967,28.386553507
Âge,De 25 à 29 ans,6637,704,1229,8306,9871,0,11049,27.126093415,41.830500083
Âge,De 30 à 34 ans,7133,768,1744,10301,11962,0,12868,32.032071149,60.927952208
Âge,De 35 à 39 ans,6081,770,2281,9774,11833,0,12052,36.966538622,80.128291757
Âge,De 40 à 44 ans,4939,682,2861,9662,11625,0,10738,41.990792502,104.13712595
Âge,De 45 à 49 ans,3672,600,3154,8878,11167,0,9141,46.93429783,135.66655026
Âge,De 50 à 54 ans,2307,406,3578,7927,10074,0,7293,52.002888728,172.16693517
Âge,55 ans et plus,4762,2347,12092,22820,27168,0,15334,61.430423302,200.71597183
Âge,35 ans et moins,21015,2402,4422,28742,34439,18175,38002,27.802282332,46.114353999
Âge,36 ans et plus,20462,4638,23499,56968,69394,0,51998,51.284959086,154.0631519
Scolarité,Primaire,225,636,3002,4945,5456,1669,3774,43.88299202,148.91029709
Scolarité,Secondaire I à IV,435,299,6033,26558,36429,5205,24172,43.07330084,171.13180498
Scolarité,Secondaire V,695,422,5663,16047,19330,1232,14874,46.852616107,146.67264042
Scolarité,Collégiale,381,153,2473,5647,5709,197,5094,47.140190208,121.78786545
Scolarité,Universitaire,1028,606,3916,4499,4930,102,4876,48.705270973,96.465160675
Scolarité,Inconnue,38713,4924,6834,28014,31979,9770,37210,40.262864001,42.870884937
Diplôme maximum obtenu,Aucun diplôme,1091,1111,11329,34571,45276,7184,30206,43.688955127,167.3910604
Diplôme maximum obtenu,Secondaire - DES,231,237,3217,11411,13203,926,10698,45.568741367,136.14963029
Diplôme maximum obtenu,Secondaire - DEP,45,26,710,3138,4373,72,3337,48.041006524,157.47303954
Diplôme maximum obtenu,Secondaire - ASP,2,2,52,188,357,3,225,49.24587156,184.91192661
Diplôme maximum obtenu,Collégial - AEC,26,23,490,1164,1178,8,1176,48.403928266,118.08283518
Diplôme maximum obtenu,Collégial - DEC général,32,23,337,795,885,22,724,47.4625,122.41845238
Diplôme maximum obtenu,Collégial - DEC professionnel,20,25,462,1249,1076,17,999,48.542795699,117.94494624
Diplôme maximum obtenu,Universitaire - Certificat,26,21,302,476,447,3,458,49.553629469,113.68472373
Diplôme maximum obtenu,Universitaire - Baccalauréat,183,215,1594,1779,1777,19,1756,49.540494938,96.073959505
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,51,104,533,433,509,3,513,50.802547771,84.607218684
Diplôme maximum obtenu,Inconnu,39770,5253,8895,30506,34752,9918,39908,40.816283061,47.475497257
Durée cumulative,Premier mois,61,18,26,117,122,67,239,35.711297071,1
Durée cumulative,De 2 à 5 mois,4119,223,299,2922,3146,1356,6068,36.666117337,3.8070204351
Durée cumulative,De 6 à 11 mois,8971,509,668,5759,7238,2802,12997,36.487650996,8.6054474109
Durée cumulative,De 12 à 23 mois,18477,2215,2054,13287,17091,5869,30378,36.860886168,17.339028244
Durée cumulative,De 24 à 47 mois,9350,3886,3723,14151,16673,5665,10215,38.107546068,33.561186089
Durée cumulative,De 48 à 119 mois,454,189,9638,17723,20875,2416,15140,42.775636043,81.069148661
Durée cumulative,120 mois et plus,45,0,11513,31751,38688,0,14963,50.914266245,249.23369156
Types de contraintes,Sans contraintes,35819,4190,13758,46330,68389,10363,62119,39.24991501,97.343404318
Types de contraintes,Contraintes temporaires,5423,2523,10989,29219,21686,2141,19994,53.378037521,158.48804636
Types de contraintes,Contraintes sévères,196,256,2934,9661,13419,5645,7581,42.202729636,131.4360052
Types de contraintes,Conjoints sans contraintes sévères,39,71,240,500,339,26,306,51.355184744,134.40286055
Région,01 - Bas-Saint-Laurent,24,25,53,1366,1859,284,1340,44.779224806,161.37829457
Région,02 - Saguenay-Lac-Saint-Jean,48,9,61,2110,2525,428,1886,43.91197411,165.86515642
Région,03 - Capitale-Nationale,878,390,1040,4719,5985,888,4941,44.332025411,138.96963752
Région,04 - Mauricie,246,70,275,3196,4155,669,2909,43.456128418,167.73581826
Région,05 - Estrie,453,330,907,4654,5794,1117,4359,42.547760337,135.7579441
Région,06 - Montréal,31579,3851,18207,34136,43254,7528,41046,42.849282853,93.315945213
Région,07 - Outaouais,645,277,955,4335,4574,725,3541,43.548209676,130.12594006
Région,08 - Abitibi-Témiscamingue,26,3,26,1056,1310,216,1058,43.644125106,147.53338969
Région,09 - Côte-Nord,13,3,18,502,620,72,476,45.059714795,160.01069519
Région,10 - Nord-du-Québec,4,0,8,304,400,82,359,43.035511364,134.02130682
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,1,18,796,1081,178,775,45.239211508,170.7133724
Région,12 - Chaudière-Appalaches,167,39,132,2202,2783,461,2173,43.363490471,135.52778335
Région,13 - Laval,2340,654,2529,4430,4221,816,4316,46.370592995,89.872500289
Région,14 - Lanaudière,927,140,488,4279,4637,881,4256,44.068192014,134.83535218
Région,15 - Laurentides,644,171,584,4464,5358,858,4206,44.300447974,138.56780696
Région,16 - Montérégie,3201,945,2387,10797,12214,2417,10033,43.48828821,123.5774195
Région,17 - Centre-du-Québec,269,132,227,2331,3009,548,2301,42.605243446,141.55280899
Région,Région inconnue,11,0,6,33,54,7,25,44.91954023,147.97701149
