Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Inconnu,40410,5230,8941,30716,35292,10188,41168,40.640210278,46.820036965
Durée cumulative,Premier mois,81,31,33,173,136,78,309,36.313915858,1
Durée cumulative,De 2 à 5 mois,4424,219,286,2965,3466,1539,6431,35.930492925,3.752293578
Durée cumulative,De 6 à 11 mois,9571,499,690,5986,7679,2906,13665,36.620343944,8.5296743505
Durée cumulative,De 12 à 23 mois,18602,2262,2068,13374,17198,5899,30572,36.775251864,17.177188277
Durée cumulative,De 24 à 47 mois,8911,3699,3662,13704,16302,5553,10120,38.084149837,33.49130174
Durée cumulative,De 48 à 119 mois,452,182,9629,17636,20919,2466,15208,42.739800285,80.998677214
Durée cumulative,120 mois et plus,45,0,11576,31810,38801,0,15153,50.929458583,249.25317585
Types de contraintes,Sans contraintes,36561,4039,13781,46376,68915,10570,63385,39.182217172,96.781838999
Types de contraintes,Contraintes temporaires,5305,2518,10959,29062,21687,2160,20066,53.423259572,158.87430294
Types de contraintes,Contraintes sévères,186,261,2958,9701,13562,5684,7699,42.202940291,131.4922409
Types de contraintes,Conjoints sans contraintes sévères,34,74,246,509,337,27,308,51.377068558,135.11583924
Région,01 - Bas-Saint-Laurent,27,20,50,1355,1862,293,1332,44.758159776,161.56170345
Région,02 - Saguenay-Lac-Saint-Jean,48,10,57,2115,2546,434,1939,43.927912465,165.63655868
Région,03 - Capitale-Nationale,919,343,1047,4726,6010,874,4997,44.339418778,138.80402385
Région,04 - Mauricie,240,64,263,3174,4139,675,2892,43.45781485,168.32640503
Région,05 - Estrie,458,313,912,4635,5834,1109,4414,42.597000669,136.0536823
Région,06 - Montréal,32114,3823,18227,34274,43695,7760,42130,42.712321564,92.652451615
Région,07 - Outaouais,657,279,957,4326,4602,729,3611,43.562387993,129.85035842
Région,08 - Abitibi-Témiscamingue,27,3,27,1055,1316,215,1059,43.724588781,147.943062
Région,09 - Côte-Nord,14,3,19,502,621,74,483,44.983971505,158.85485307
Région,10 - Nord-du-Québec,4,0,8,303,390,81,351,42.997113997,133.5007215
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,1,18,796,1077,179,778,45.407367859,171.92044848
Région,12 - Chaudière-Appalaches,174,36,131,2180,2798,459,2187,43.357573323,135.14021695
Région,13 - Laval,2330,647,2550,4414,4231,807,4341,46.393753615,90.123655292
Région,14 - Lanaudière,906,126,479,4221,4639,892,4216,44.07765237,135.8258465
Région,15 - Laurentides,653,168,575,4434,5367,862,4217,44.354861749,138.50545863
Région,16 - Montérégie,3223,949,2393,10777,12309,2458,10173,43.459455947,123.33522481
Région,17 - Centre-du-Québec,278,107,223,2328,3007,533,2308,42.657731959,141.85173383
Région,Région inconnue,11,0,8,33,58,7,30,44.076923077,141.10989011
