Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Inconnue,51991,662,2326,195,8470,107,47605,4683,5768,28292,35459,8934,47321,39.250145096,33.755470502
Diplôme maximum obtenu,Aucun diplôme,42572,3476,4149,702,13797,532,704,712,9821,28626,36602,4145,24599,44.265928742,174.74130741
Diplôme maximum obtenu,Secondaire - DES,12419,1592,1047,239,3977,212,175,166,2587,9019,10467,636,8743,45.546546238,140.48486093
Diplôme maximum obtenu,Secondaire - DEP,3655,463,263,74,1602,49,32,16,590,2528,3578,50,2866,47.75565018,158.9656076
Diplôme maximum obtenu,Secondaire - ASP,284,32,12,4,137,4,2,2,45,159,314,2,206,49.059196617,189.61522199
Diplôme maximum obtenu,Collégial - AEC,1098,160,84,31,440,16,22,16,391,891,938,13,942,48.381082559,122.88737015
Diplôme maximum obtenu,Collégial - DEC général,768,105,42,14,344,10,29,19,283,598,685,18,586,47.774746687,125.82696804
Diplôme maximum obtenu,Collégial - DEC professionnel,1061,168,81,29,468,27,18,16,390,955,879,19,863,48.613958561,121.52671756
Diplôme maximum obtenu,Universitaire - Certificat,438,61,21,6,189,6,26,19,233,354,367,3,391,48.830790569,114.15950069
Diplôme maximum obtenu,Universitaire - Baccalauréat,1678,188,85,40,792,11,166,153,1293,1367,1427,16,1416,49.59305655,98.526127416
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,465,42,17,6,228,4,38,93,445,355,407,3,448,50.830708661,85.551181102
Diplôme maximum obtenu,Inconnu,54676,866,2504,243,9587,132,48351,4970,7562,30261,37747,9024,49510,39.76508646,38.382307964
Durée cumulative,Premier mois,1106,76,66,0,134,1,1163,38,31,591,792,202,1383,37.557483731,1
Durée cumulative,De 2 à 5 mois,8652,578,498,11,708,24,8855,292,240,4297,6174,1813,10471,36.361570051,3.6104479037
Durée cumulative,De 6 à 11 mois,17823,587,907,33,1372,12,16897,1211,580,8061,12673,3654,20734,35.909568824,8.4414005981
Durée cumulative,De 12 à 23 mois,20149,812,1478,64,2104,34,15701,2130,1474,11205,13436,4174,24641,36.716245282,16.976867822
Durée cumulative,De 24 à 47 mois,15105,1019,1706,116,2547,85,6452,2310,2669,9551,11027,2906,7905,38.737243658,32.224948975
Durée cumulative,De 48 à 119 mois,20449,1746,2315,353,5541,187,455,201,7998,14364,16227,1180,12882,42.907750646,81.667124318
Durée cumulative,120 mois et plus,35830,2335,1335,811,19155,660,40,0,10648,27044,33082,0,12554,50.790074178,250.20897781
Types de contraintes,Sans contraintes,119114,0,0,0,0,0,44784,3812,12933,47188,71926,11813,71045,38.64314858,90.702940041
Types de contraintes,État de santé,0,7153,0,0,0,0,46,64,765,3672,3481,660,4548,40.133510415,100.26240738
Types de contraintes,Grossesse ou enfant à charge,0,0,8305,0,0,0,1522,328,1154,7914,391,1425,4885,31.271523179,60.599277544
Types de contraintes,Enfant handicapé,0,0,0,1388,0,0,10,12,359,1210,178,5,410,41.827809798,151.6815562
Types de contraintes,Âge,0,0,0,0,31561,0,3195,1952,8303,14543,17018,0,9458,63.091727132,202.9226894
Types de contraintes,Autres,0,0,0,0,0,1003,6,14,126,586,417,26,224,46.329012961,197.99302094
Région,01 - Bas-Saint-Laurent,1444,208,106,32,521,30,26,8,40,992,1349,128,950,45.357966681,172.40837249
Région,02 - Saguenay-Lac-Saint-Jean,2336,277,207,41,769,31,55,9,38,1636,2025,182,1539,44.633433488,173.42174269
Région,03 - Capitale-Nationale,5881,570,447,75,1811,74,1083,257,894,3935,4923,552,4451,44.301535335,137.97426056
Région,04 - Mauricie,4187,253,391,68,1207,43,239,64,213,2679,3470,426,2483,43.710847292,172.45535859
Région,05 - Estrie,5804,412,570,100,1553,47,549,240,779,3813,4673,630,3670,43.175347631,140.82983738
Région,06 - Montréal,58753,1631,2849,442,12515,274,38410,3566,15560,32457,44007,7736,47609,41.586563612,81.97853892
Région,07 - Outaouais,4990,466,582,57,1479,59,679,259,813,3715,3918,564,3223,43.449888641,131.22376523
Région,08 - Abitibi-Témiscamingue,1203,115,88,21,359,13,34,2,22,814,985,103,805,44.062256809,155.61145081
Région,09 - Côte-Nord,547,31,73,15,208,7,28,6,10,414,467,42,349,45.267877412,167.04994325
Région,10 - Nord-du-Québec,393,19,43,0,100,5,5,0,4,243,317,41,279,43.494642857,136.31964286
Région,11 - Gaspésie-Îles-de-la-Madeleine,801,114,70,16,321,36,3,1,10,591,767,78,597,45.559646539,182.35051546
Région,12 - Chaudière-Appalaches,2599,274,214,44,705,41,190,33,94,1678,2199,222,1834,43.70131545,137.72942997
Région,13 - Laval,5027,212,304,48,2047,37,2579,540,2167,3948,3727,510,4212,46.297589577,85.453680782
Région,14 - Lanaudière,4200,596,496,95,1581,72,814,99,369,3409,3631,456,3606,44.6796875,139.88551136
Région,15 - Laurentides,4946,540,441,113,1725,74,633,150,469,3571,4268,457,3536,44.803291236,142.36981758
Région,16 - Montérégie,12985,1121,1126,200,3913,136,3824,858,1963,9254,10227,1430,9335,43.807658744,122.50387557
Région,17 - Centre-du-Québec,2983,310,293,21,739,23,395,88,192,1937,2432,366,2063,42.408102541,141.37422751
Région,Région inconnue,35,4,5,0,8,1,17,2,3,27,26,6,29,41.339622642,110.66037736
