Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,89889,6094,281,0,25222,804,36263,3427,13543,42504,79786,12346,68387,43.178444681,115.33090195
Situation familiale,Couples sans enfants,7708,130,70,0,4762,84,5618,1051,2496,6358,6396,590,6879,49.543672573,113.11172965
Situation familiale,Familles monoparentales,9893,788,8999,1120,597,89,3122,764,4269,19281,2205,1389,10405,38.072372708,101.84683049
Situation familiale,Couples avec enfants,14757,148,249,268,852,42,8404,1266,3360,8241,8075,676,9897,39.570237803,71.865040451
Situation familiale,Conjoint d'étudiant,39,6,5,2,8,1,0,11,26,33,28,2,39,38.409836066,64.557377049
Sexe,Hommes,74886,3484,514,183,17003,420,32914,2416,10511,0,96490,8392,55613,42.477541714,106.24126853
Sexe,Femmes,47400,3682,9090,1207,14438,600,20493,4103,13183,76417,0,6611,39994,42.915948022,113.32546423
Âge,Moins de 20 ans,1676,143,163,0,0,2,1268,137,42,924,1060,1984,1958,18.682459677,9.5539314516
Âge,De 20 à 24 ans,11146,501,1343,6,0,23,7522,597,440,5687,7332,13019,10247,22.231200553,20.002304324
Âge,De 25 à 29 ans,15963,876,2401,54,0,58,9527,624,940,8530,10822,0,14064,27.131200909,34.837536172
Âge,De 30 à 34 ans,19206,940,2503,173,0,56,10074,718,1484,10194,12684,0,15719,32.008785733,51.02661946
Âge,De 35 à 39 ans,18047,858,1853,271,0,74,8123,710,1890,9330,11773,0,13481,36.968440506,69.714969436
Âge,De 40 à 44 ans,17765,975,1024,357,0,123,6350,686,2504,8867,11377,0,11729,41.96734835,94.977227821
Âge,De 45 à 49 ans,15687,1049,261,301,0,201,4114,506,2689,7532,9967,0,8894,46.915880907,130.30893194
Âge,De 50 à 54 ans,13943,1063,44,171,0,266,2417,393,3197,6715,8772,0,6641,52.035126235,171.71304965
