Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Âge,55 ans et plus,8853,761,12,57,31441,217,4012,2148,10508,18638,22703,0,12874,61.385815534,204.56142812
Âge,35 ans et moins,51697,2640,6859,275,0,157,30180,2224,3257,27306,34322,15003,44843,28.195933667,38.912182774
Âge,36 ans et plus,70589,4526,2745,1115,31441,863,23227,4295,20437,49111,62168,0,50764,50.687973472,148.39396472
Scolarité,Primaire,4480,315,528,72,2351,41,140,456,2715,3890,3897,594,2793,46.644022088,167.18132785
Scolarité,Secondaire I à IV,34633,2940,4021,564,9521,463,217,227,5113,22362,29780,3429,20139,43.271719535,176.6526984
Scolarité,Secondaire V,17228,2014,1679,352,7068,274,502,305,4778,13017,15598,831,12292,46.847387734,151.78112878
Scolarité,Collégiale,5446,733,471,120,2116,92,234,140,2111,4393,4585,152,4239,47.188460682,126.33871686
Scolarité,Universitaire,4592,491,294,87,2008,41,745,538,3223,3474,4039,62,4013,48.721283109,100.52003194
Scolarité,Inconnue,55907,673,2611,195,8377,109,51569,4853,5754,29281,38591,9935,52131,38.72636728,31.907900165
Diplôme maximum obtenu,Aucun diplôme,42041,3463,4761,706,13797,545,672,808,9847,28811,36502,4207,24680,44.223707378,175.05508857
Diplôme maximum obtenu,Secondaire - DES,12336,1585,1291,242,3976,215,159,175,2636,9112,10533,647,8867,45.451056248,140.03227284
Diplôme maximum obtenu,Secondaire - DEP,3570,454,333,75,1589,50,32,17,586,2548,3523,54,2837,47.737275572,159.98039862
Diplôme maximum obtenu,Secondaire - ASP,277,35,17,2,139,4,2,2,41,161,313,2,216,49.042194093,187.75949367
Diplôme maximum obtenu,Collégial - AEC,1140,159,90,31,442,15,20,20,397,908,969,16,989,48.103889185,121.27863612
Diplôme maximum obtenu,Collégial - DEC général,759,106,56,12,342,9,23,23,272,611,673,26,584,47.728193146,126.56464174
Diplôme maximum obtenu,Collégial - DEC professionnel,1063,161,98,26,462,26,16,16,396,964,872,15,876,48.362200436,121.38071895
Diplôme maximum obtenu,Universitaire - Certificat,410,64,26,6,189,8,23,18,233,347,356,2,375,49.173541963,117.59743954
Diplôme maximum obtenu,Universitaire - Baccalauréat,1667,205,107,40,779,10,150,161,1299,1376,1432,14,1431,49.503205128,98.92022792
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,479,49,23,5,225,3,32,110,454,357,427,4,457,50.482142857,84.414540816
Diplôme maximum obtenu,Inconnu,58544,885,2802,245,9501,135,52278,5169,7533,31222,40890,10016,54295,39.248932217,36.430025516
Durée cumulative,Premier mois,1421,106,84,1,125,7,1474,47,56,725,1019,288,1744,36.805619266,1
Durée cumulative,De 2 à 5 mois,11287,561,571,13,815,20,11548,418,227,4991,8276,2288,13267,35.786010402,3.6836511645
Durée cumulative,De 6 à 11 mois,18842,595,1009,31,1338,19,17630,1497,555,8722,13112,4001,21834,35.638224787,8.2818081891
Durée cumulative,De 12 à 23 mois,20840,812,1655,63,1998,29,16379,2272,1490,11262,14135,4486,25397,36.313974091,17.11414734
Durée cumulative,De 24 à 47 mois,14027,990,1854,104,2387,83,5812,2009,2603,8989,10456,2714,7804,38.710311134,32.164875289
Durée cumulative,De 48 à 119 mois,20226,1826,2791,341,5561,185,521,276,8023,14593,16337,1226,12972,42.77885548,81.492111219
Durée cumulative,120 mois et plus,35643,2276,1640,837,19217,677,43,0,10740,27135,33155,0,12589,50.803466578,250.4416487
Types de contraintes,Sans contraintes,122286,0,0,0,0,0,48554,4102,12798,47400,74886,12822,75478,38.4170551,88.040307149
Types de contraintes,État de santé,0,7166,0,0,0,0,52,63,784,3682,3484,644,4578,40.150851242,98.59545074
Types de contraintes,Grossesse ou enfant à charge,0,0,9604,0,0,0,1691,379,1363,9090,514,1506,5554,31.676593086,62.807371928
Types de contraintes,Enfant handicapé,0,0,0,1390,0,0,10,10,359,1207,183,6,403,42.001438849,153.48561151
Types de contraintes,Âge,0,0,0,0,31441,0,3093,1951,8256,14438,17003,0,9364,63.056741198,204.20311059
Types de contraintes,Autres,0,0,0,0,0,1020,7,14,134,600,420,25,230,46.476470588,197.72843137
Région,01 - Bas-Saint-Laurent,1420,233,135,34,531,27,21,14,40,1008,1372,146,977,45.155042017,171.3012605
Région,02 - Saguenay-Lac-Saint-Jean,2316,270,252,42,768,34,44,10,38,1663,2019,175,1551,44.561108093,173.09505703
Région,03 - Capitale-Nationale,6060,591,509,72,1788,82,1285,296,882,3978,5124,607,4676,43.957591738,135.22819161
Région,04 - Mauricie,4201,268,437,66,1204,45,273,69,197,2730,3491,452,2573,43.538980871,171.21379199
Région,05 - Estrie,5762,441,627,104,1549,48,577,261,754,3839,4692,672,3782,43.014769664,139.74797796
Région,06 - Montréal,61810,1615,3242,447,12470,275,41401,3764,15695,33266,46593,8546,51396,41.146946493,78.930815562
Région,07 - Outaouais,4956,406,688,59,1483,58,705,270,804,3752,3898,557,3265,43.444052288,131.34797386
Région,08 - Abitibi-Témiscamingue,1179,130,124,19,364,12,36,2,20,825,1003,111,838,43.916301969,155.10065646
Région,09 - Côte-Nord,544,37,82,14,210,8,27,7,9,420,475,43,355,45.183240223,167.65251397
Région,10 - Nord-du-Québec,388,20,54,1,100,4,6,0,3,245,322,44,275,43.414462081,137.3968254
Région,11 - Gaspésie-Îles-de-la-Madeleine,791,113,82,16,318,33,3,2,10,605,748,83,589,45.342202513,182.49741316
Région,12 - Chaudière-Appalaches,2548,274,251,46,675,37,185,29,103,1675,2156,217,1812,43.530409815,138.80057426
Région,13 - Laval,5143,230,359,40,2018,39,2782,536,2130,3957,3872,588,4416,45.792949291,83.814663431
Région,14 - Lanaudière,4138,617,575,95,1554,70,831,118,383,3429,3620,453,3634,44.614838984,139.95176621
Région,15 - Laurentides,4897,521,524,112,1749,81,642,172,464,3623,4261,468,3572,44.762810756,141.93594622
Région,16 - Montérégie,13097,1098,1322,199,3910,145,4140,870,1960,9399,10372,1466,9749,43.593849578,120.79985838
Région,17 - Centre-du-Québec,2988,301,339,24,744,22,424,97,199,1981,2437,367,2115,42.289271163,141.26822091
Région,Région inconnue,48,1,2,0,6,0,25,2,3,22,35,8,32,40.649122807,97.315789474
