Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,89226,6155,214,0,24873,797,36392,3213,12938,41600,79665,12901,69522,42.949061972,115.66009978
Situation familiale,Couples sans enfants,7694,146,53,0,4642,82,5345,1126,2420,6287,6330,629,6906,49.303875723,116.22596497
Situation familiale,Familles monoparentales,9913,844,8249,1116,591,86,2925,731,4044,18648,2151,1375,10235,37.982210683,103.25972403
Situation familiale,Couples avec enfants,14906,165,293,271,844,39,8554,1187,3407,8343,8175,748,10905,39.237014166,71.548734714
Situation familiale,Conjoint d'étudiant,49,5,2,3,7,0,1,12,29,26,40,3,45,39.681818182,68.454545455
Sexe,Hommes,74907,3592,454,177,16815,416,33176,2295,10178,0,96361,8905,57499,42.217442741,106.14858708
Sexe,Femmes,46881,3723,8357,1213,14142,588,20041,3974,12660,74904,0,6751,40114,42.760039517,114.77918402
Âge,Moins de 20 ans,1822,155,160,0,0,8,1433,123,43,974,1171,2145,2115,18.664335664,8.820979021
Âge,De 20 à 24 ans,11634,571,1268,10,0,28,8034,534,390,5777,7734,13511,11240,22.232699282,18.718821701
Âge,De 25 à 29 ans,16603,868,2286,55,0,54,10101,582,893,8591,11275,0,15325,27.121665157,33.600070472
Âge,De 30 à 34 ans,19182,931,2332,176,0,58,10096,699,1367,10021,12658,0,16248,32.012169849,50.729000397
Âge,De 35 à 39 ans,17763,862,1636,276,0,64,8028,696,1820,9001,11600,0,13653,36.994077957,69.476772972
Âge,De 40 à 44 ans,17355,1067,868,362,0,120,6081,632,2384,8533,11239,0,11741,41.977392272,96.607424641
Âge,De 45 à 49 ans,15031,1076,220,283,0,186,3794,497,2596,7206,9590,0,8629,46.922481543,132.56060967
Âge,De 50 à 54 ans,13581,1054,32,172,0,265,2183,375,3126,6491,8613,0,6367,52.027476165,175.80157574
Âge,55 ans et plus,8817,731,9,56,30957,221,3467,2131,10219,18310,22481,0,12295,61.282243632,208.69758035
Âge,35 ans et moins,52856,2679,6432,278,0,160,31409,2074,3004,27198,35207,15656,47825,28.08050637,37.713772935
Âge,36 ans et plus,68932,4636,2379,1112,30957,844,21808,4195,19834,47706,61154,0,49788,50.694920081,151.3179864
Scolarité,Primaire,4373,301,480,74,2408,39,104,407,2670,3780,3895,594,2620,46.95465798,173.13576547
Scolarité,Secondaire I à IV,34288,3035,3754,567,9487,473,150,193,4945,21978,29626,3427,19621,43.311545617,178.26098752
Scolarité,Secondaire V,16866,2034,1520,360,7084,259,369,235,4666,12682,15441,820,11823,46.928492693,154.23582121
Scolarité,Collégiale,5257,797,431,107,2098,85,154,131,2019,4264,4511,147,4083,47.291965812,128.99304843
Scolarité,Universitaire,4286,491,265,81,2008,42,524,552,3085,3269,3904,59,3762,49.087132302,105.3973233
Scolarité,Inconnue,56718,657,2361,201,7872,106,51916,4751,5453,28931,38984,10609,55704,38.117175882,30.519090039
Diplôme maximum obtenu,Aucun diplôme,41646,3498,4427,719,13861,546,519,690,9666,28319,36378,4181,23923,44.312240135,177.31261109
Diplôme maximum obtenu,Secondaire - DES,11963,1668,1195,237,4004,205,100,141,2494,8863,10409,656,8563,45.529265255,142.08400789
Diplôme maximum obtenu,Secondaire - DEP,3516,456,301,71,1562,50,13,19,559,2467,3489,65,2785,47.694257891,161.76930826
Diplôme maximum obtenu,Secondaire - ASP,267,37,11,2,126,4,0,0,39,151,296,2,185,48.628635347,192.40268456
Diplôme maximum obtenu,Collégial - AEC,1080,147,69,28,434,14,10,18,364,829,943,13,904,48.318284424,125.66027088
Diplôme maximum obtenu,Collégial - DEC général,741,131,51,10,330,9,16,16,280,592,680,20,591,47.619496855,127.59669811
Diplôme maximum obtenu,Collégial - DEC professionnel,1032,180,83,25,469,24,14,20,371,955,858,14,855,48.419194705,121.0689465
Diplôme maximum obtenu,Universitaire - Certificat,390,59,18,5,196,8,13,17,220,333,343,2,359,49.721893491,122.59467456
Diplôme maximum obtenu,Universitaire - Baccalauréat,1574,202,104,39,779,11,90,162,1250,1315,1394,13,1347,49.935769657,103.64304171
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,441,48,23,8,211,3,19,99,433,323,411,1,422,50.277929155,87.227520436
Diplôme maximum obtenu,Inconnu,59138,889,2529,246,8985,130,52423,5087,7162,30757,41160,10689,57679,38.671412879,35.242376629
Durée cumulative,Premier mois,3133,84,100,4,180,2,3043,267,33,1243,2260,600,3503,35.41107622,1
Durée cumulative,De 2 à 5 mois,14977,600,619,9,899,15,14502,1204,257,6532,10587,3352,17119,34.888077575,3.4114142181
Durée cumulative,De 6 à 11 mois,16628,645,870,30,1097,22,15617,1036,517,7916,11376,3575,19292,35.318888659,8.1321273067
Durée cumulative,De 12 à 23 mois,20915,833,1572,54,1897,47,16819,1992,1383,10823,14495,4640,25318,35.774152777,17.218224188
Durée cumulative,De 24 à 47 mois,9877,1023,1486,97,1979,68,2579,1275,2184,6721,7809,2166,7232,38.983826566,33.224982794
Durée cumulative,De 48 à 119 mois,20484,1821,2672,351,5474,180,614,495,7643,14507,16475,1323,12757,42.533180556,81.134949325
Durée cumulative,120 mois et plus,35774,2309,1492,845,19431,670,43,0,10821,27162,33359,0,12392,50.865302953,250.7361577
Types de contraintes,Sans contraintes,121788,0,0,0,0,0,48996,3922,12422,46881,74907,13456,78025,38.173547476,87.874010576
Types de contraintes,État de santé,0,7315,0,0,0,0,49,66,730,3723,3592,726,4727,39.958851675,97.717293233
Types de contraintes,Grossesse ou enfant à charge,0,0,8811,0,0,0,1495,334,1196,8357,454,1428,5272,31.389172625,62.901373283
Types de contraintes,Enfant handicapé,0,0,0,1390,0,0,7,12,350,1213,177,10,400,41.851798561,155.44460432
Types de contraintes,Âge,0,0,0,0,30957,0,2664,1924,8022,14142,16815,0,8943,62.938463029,208.02865265
Types de contraintes,Autres,0,0,0,0,0,1004,6,11,118,588,416,36,246,46.3187251,198.17430279
Région,01 - Bas-Saint-Laurent,1463,217,107,32,556,31,22,12,28,1006,1400,154,986,45.270157938,172.16832918
Région,02 - Saguenay-Lac-Saint-Jean,2328,276,226,43,817,38,29,13,30,1657,2071,192,1565,44.705472103,176.32725322
Région,03 - Capitale-Nationale,5928,543,483,74,1772,69,1243,255,813,3828,5041,603,4548,43.909234412,138.25482016
Région,04 - Mauricie,4027,304,420,65,1183,47,275,58,177,2665,3381,428,2427,43.590969236,173.37396626
Région,05 - Estrie,5612,555,620,104,1543,51,586,245,743,3805,4680,689,3811,42.886623453,139.48791986
Région,06 - Montréal,61506,1646,2977,450,12133,279,40961,3709,15302,32712,46279,9048,53139,40.801192541,79.150067729
Région,07 - Outaouais,5000,409,617,59,1469,62,771,249,767,3676,3940,583,3245,43.253939076,131.60740546
Région,08 - Abitibi-Témiscamingue,1128,160,120,19,362,15,28,3,18,788,1016,103,829,44.131929047,157.98558758
Région,09 - Côte-Nord,551,43,81,12,202,3,25,14,10,418,474,49,375,45.273542601,169.21188341
Région,10 - Nord-du-Québec,386,25,51,0,96,3,6,0,3,248,313,45,269,43.643493761,138.29946524
Région,11 - Gaspésie-Îles-de-la-Madeleine,797,113,63,17,337,28,1,2,9,609,746,83,588,45.627306273,185.91734317
Région,12 - Chaudière-Appalaches,2527,284,237,47,668,39,226,34,94,1652,2150,219,1837,43.458968964,137.84218832
Région,13 - Laval,4975,234,332,41,1944,29,2651,503,2044,3807,3748,586,4429,45.692256784,84.640502978
Région,14 - Lanaudière,4033,607,499,93,1512,76,786,99,332,3261,3559,465,3491,44.638269795,143.54897361
Région,15 - Laurentides,4941,502,487,116,1741,66,634,136,449,3583,4270,465,3590,44.647777919,142.62243729
Région,16 - Montérégie,13436,1085,1187,195,3867,147,4344,865,1855,9251,10666,1548,10197,43.299241854,119.79605362
Région,17 - Centre-du-Québec,3091,310,301,23,752,21,602,71,159,1911,2587,389,2242,42.102712317,138.31058248
Région,Région inconnue,59,2,3,0,3,0,27,1,5,27,40,7,45,39.447761194,88.044776119
