Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Aucun diplôme,41849,3576,4712,712,13793,537,643,797,9801,28723,36456,4203,24543,44.229537121,175.58080056
Diplôme maximum obtenu,Secondaire - DES,12197,1623,1286,241,3955,212,143,176,2601,9036,10478,647,8774,45.418263811,140.33770626
Diplôme maximum obtenu,Secondaire - DEP,3555,449,332,75,1586,54,25,21,576,2534,3517,52,2825,47.734093538,160.58601884
Diplôme maximum obtenu,Secondaire - ASP,273,31,15,3,139,3,2,2,39,161,303,2,205,49.088362069,190.1875
Diplôme maximum obtenu,Collégial - AEC,1127,158,87,32,443,13,18,20,389,894,966,14,968,48.132258065,121.69784946
Diplôme maximum obtenu,Collégial - DEC général,751,119,52,11,336,8,18,21,271,610,667,22,576,47.576350822,126.4440094
Diplôme maximum obtenu,Collégial - DEC professionnel,1076,161,95,25,468,22,17,18,390,967,880,15,891,48.430427721,121.50785057
Diplôme maximum obtenu,Universitaire - Certificat,401,65,24,6,188,6,19,16,231,340,350,2,358,49.285507246,118.19130435
Diplôme maximum obtenu,Universitaire - Baccalauréat,1647,220,106,39,786,10,138,156,1302,1369,1439,11,1435,49.574074074,99.548433048
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,467,51,23,6,224,3,30,111,447,353,421,4,449,50.506459948,84.794573643
Diplôme maximum obtenu,Inconnu,60465,907,2778,246,9413,135,54174,5171,7425,31580,42364,10456,56805,38.97943038,35.57375852
Durée cumulative,Premier mois,1534,94,89,2,125,3,1555,71,34,756,1091,308,1847,36.650785057,1
Durée cumulative,De 2 à 5 mois,13070,553,591,17,872,16,13176,668,228,5510,9609,2611,15119,35.52146306,3.634764204
Durée cumulative,De 6 à 11 mois,19208,608,1005,26,1280,21,17983,1411,551,8932,13216,4084,22148,35.457603395,8.2881524291
Durée cumulative,De 12 à 23 mois,21029,832,1658,58,1987,32,16703,2203,1474,11168,14428,4581,25596,36.129551492,17.294928895
Durée cumulative,De 24 à 47 mois,13215,1051,1774,110,2277,76,5233,1817,2503,8470,10033,2614,7709,38.679889748,32.306382749
Durée cumulative,De 48 à 119 mois,20171,1886,2778,345,5543,182,534,339,7947,14624,16281,1230,12891,42.735641482,81.519592299
Durée cumulative,120 mois et plus,35581,2336,1615,838,19247,673,43,0,10735,27107,33183,0,12519,50.817813899,250.65418809
Types de contraintes,Sans contraintes,123808,0,0,0,0,0,50448,4083,12670,47635,76173,13228,77704,38.28548236,86.841722667
Types de contraintes,État de santé,0,7360,0,0,0,0,53,74,788,3772,3588,680,4641,40.047282609,98.351222826
Types de contraintes,Grossesse ou enfant à charge,0,0,9510,0,0,0,1680,376,1322,9000,510,1487,5568,31.594006309,62.621871714
Types de contraintes,Enfant handicapé,0,0,0,1396,0,0,10,11,355,1218,178,7,412,41.940544413,153.71633238
Types de contraintes,Âge,0,0,0,0,31331,0,3029,1950,8205,14358,16973,0,9275,63.022788931,205.088347
Types de contraintes,Autres,0,0,0,0,0,1003,7,15,132,584,419,26,229,46.56331007,200.20638086
Région,01 - Bas-Saint-Laurent,1438,224,126,35,531,26,24,16,37,1004,1376,155,990,45.105042017,170.91218487
Région,02 - Saguenay-Lac-Saint-Jean,2317,281,255,44,782,32,48,10,36,1667,2044,183,1560,44.521961735,172.58313123
Région,03 - Capitale-Nationale,5975,605,510,72,1801,78,1275,286,875,3959,5082,618,4625,43.943811525,135.9710209
Région,04 - Mauricie,4189,263,434,65,1202,40,285,71,187,2719,3474,446,2550,43.558372356,171.46504118
Région,05 - Estrie,5684,497,633,103,1535,49,583,248,753,3824,4677,672,3752,42.953887778,139.63816022
Région,06 - Montréal,62942,1656,3225,446,12464,276,42545,3796,15611,33429,47580,8830,53131,40.963399128,77.931748324
Région,07 - Outaouais,5037,407,677,61,1476,58,807,253,793,3753,3963,574,3356,43.27501296,130.2348367
Région,08 - Abitibi-Témiscamingue,1177,148,122,19,362,15,37,2,19,824,1019,107,857,43.935973956,155.70048833
Région,09 - Côte-Nord,535,47,81,14,207,8,35,7,9,419,473,41,354,45.097533632,167.30717489
Région,10 - Nord-du-Québec,387,16,49,1,97,4,6,0,3,236,318,42,262,43.680505415,138.61552347
Région,11 - Gaspésie-Îles-de-la-Madeleine,781,124,79,16,314,30,3,2,8,603,741,85,575,45.402529762,184.61532738
Région,12 - Chaudière-Appalaches,2613,261,255,48,677,37,234,34,99,1702,2189,226,1867,43.294782832,137.02981239
Région,13 - Laval,5122,237,362,41,1986,37,2792,529,2085,3945,3840,596,4443,45.682080925,83.83763648
Région,14 - Lanaudière,4105,621,551,97,1538,68,824,116,374,3391,3589,453,3599,44.651575931,140.91418338
Région,15 - Laurentides,4922,537,510,112,1729,78,695,162,463,3612,4276,466,3576,44.63780426,141.1265213
Région,16 - Montérégie,13439,1134,1299,198,3893,144,4469,873,1929,9453,10654,1541,10114,43.364947531,119.14999751
Région,17 - Centre-du-Québec,3088,301,339,24,731,22,538,100,186,1998,2507,388,2180,41.954716981,138.30499445
Région,Région inconnue,57,1,3,0,6,1,27,4,5,29,39,5,38,40.5,88.161764706
