Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,86742,6088,267,0,25507,785,32364,3314,13836,42116,77273,11264,64522,43.643040816,118.61358249
Situation familiale,Couples sans enfants,7237,136,52,0,4834,89,5203,1013,2572,6157,6191,517,6318,50.406624555,116.98388403
Situation familiale,Familles monoparentales,10703,892,7915,1117,579,90,3079,757,4261,19120,2176,1366,10190,38.096825695,101.63612885
Situation familiale,Couples avec enfants,14184,133,259,268,801,38,7945,1199,3239,7928,7755,648,8709,39.614678314,73.58859912
Situation familiale,Conjoint d'étudiant,48,3,5,2,9,1,1,15,30,37,31,1,44,40.602941176,63.75
Sexe,Hommes,71771,3575,397,180,17088,415,29217,2303,10614,0,93426,7551,51623,42.922858733,109.90182604
Sexe,Femmes,47143,3677,8101,1207,14642,588,19375,3995,13324,75358,0,6245,38160,43.235714854,114.92945673
Âge,Moins de 20 ans,1491,136,160,0,0,3,1115,110,41,880,910,1790,1760,18.672067039,10.137988827
Âge,De 20 à 24 ans,10177,532,1270,4,0,23,6507,556,459,5365,6641,12006,8940,22.229052141,21.446610028
Âge,De 25 à 29 ans,15032,837,2167,57,0,51,8443,593,971,8117,10027,0,12673,27.121527778,36.436067019
Âge,De 30 à 34 ans,18606,917,2210,175,0,57,8979,719,1482,9953,12012,0,14350,32.011518325,53.736353289
Âge,De 35 à 39 ans,17553,876,1611,284,0,91,7309,688,1958,9112,11303,0,12514,36.970266961,72.396375214
Âge,De 40 à 44 ans,17408,1022,850,349,0,117,5772,650,2475,8756,10990,0,11047,41.964144637,97.372227287
Âge,De 45 à 49 ans,15811,1080,191,300,0,205,3911,485,2757,7622,9965,0,8745,46.922556434,131.81645534
Âge,De 50 à 54 ans,13942,1102,34,161,0,253,2372,356,3179,6696,8796,0,6646,52.024335141,171.58320423
Âge,55 ans et plus,8894,750,5,57,31730,203,4184,2141,10616,18857,22782,0,13108,61.437042196,202.55973967
Âge,35 ans et moins,48942,2587,6213,285,0,153,26629,2135,3336,26259,31921,13796,40440,28.277002406,41.237848058
Âge,36 ans et plus,69972,4665,2285,1102,31730,850,21963,4163,20602,49099,61505,0,49343,50.840041951,149.44598749
Scolarité,Primaire,4488,325,469,73,2312,43,150,419,2702,3826,3884,577,2732,46.685862516,166.76640726
Scolarité,Secondaire I à IV,35569,2993,3579,567,9590,459,261,212,5188,22466,30291,3424,20581,43.280038668,175.2005042
Scolarité,Secondaire V,17645,2072,1391,340,7117,261,542,274,4817,13030,15796,845,12479,46.880871436,150.6498994
Scolarité,Collégiale,5526,750,421,127,2119,88,295,120,2101,4413,4618,146,4264,47.192669693,125.05769018
Scolarité,Universitaire,4733,454,267,86,2043,42,817,530,3281,3584,4041,74,4098,48.665836066,98.544786885
Scolarité,Inconnue,50953,658,2371,194,8549,110,46527,4743,5849,28039,34796,8730,45629,39.410089918,34.63493276
Diplôme maximum obtenu,Aucun diplôme,43076,3490,4235,698,13839,531,755,729,9916,28840,37029,4197,25127,44.228438264,173.66277004
Diplôme maximum obtenu,Secondaire - DES,12528,1644,1068,242,4001,211,175,173,2632,9100,10594,649,8914,45.522189499,139.58037981
Diplôme maximum obtenu,Secondaire - DEP,3700,482,276,73,1610,50,31,19,607,2564,3627,53,2906,47.692295267,158.30027459
Diplôme maximum obtenu,Secondaire - ASP,283,41,12,4,135,4,2,2,44,163,316,1,205,48.931106472,186.98956159
Diplôme maximum obtenu,Collégial - AEC,1131,171,85,33,441,16,22,17,401,919,958,12,988,48.229088972,120.36600959
Diplôme maximum obtenu,Collégial - DEC général,773,109,43,12,352,12,31,18,282,602,699,17,594,47.732513451,124.36510377
Diplôme maximum obtenu,Collégial - DEC professionnel,1077,162,83,31,459,24,18,17,390,972,864,20,863,48.397603486,120.05936819
Diplôme maximum obtenu,Universitaire - Certificat,446,63,20,6,189,4,26,21,236,356,372,4,394,48.660714286,113.2239011
Diplôme maximum obtenu,Universitaire - Baccalauréat,1715,182,93,39,796,12,163,162,1320,1404,1433,15,1439,49.506873458,98.124779697
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,470,47,17,6,232,4,38,90,459,363,413,3,455,50.898195876,85.479381443
Diplôme maximum obtenu,Inconnu,53715,861,2566,243,9676,135,47331,5050,7651,30075,37121,8825,47898,39.926677183,39.224864575
Durée cumulative,Premier mois,591,64,48,0,69,3,611,23,30,306,469,139,775,37.212903226,1
Durée cumulative,De 2 à 5 mois,7828,642,520,10,737,19,8045,281,267,4135,5621,1697,9756,36.670561706,3.5540180402
Durée cumulative,De 6 à 11 mois,16982,605,903,31,1361,16,16152,1121,582,7764,12134,3411,19898,36.113730023,8.5537239924
Durée cumulative,De 12 à 23 mois,20789,811,1513,65,2149,40,16155,2165,1538,11512,13855,4351,25367,36.702605748,16.839949541
Durée cumulative,De 24 à 47 mois,16081,1041,1787,114,2708,86,7138,2540,2760,10065,11752,3031,8153,38.749461429,32.205206949
Durée cumulative,De 48 à 119 mois,20646,1743,2353,357,5579,186,452,168,8113,14443,16421,1167,13128,42.936430793,81.641588906
Durée cumulative,120 mois et plus,35997,2346,1374,810,19127,653,39,0,10648,27133,33174,0,12706,50.764538113,249.9428922
Types de contraintes,Sans contraintes,118914,0,0,0,0,0,43731,3890,13132,47143,71771,11668,69932,38.708217704,91.491876482
Types de contraintes,État de santé,0,7252,0,0,0,0,45,72,791,3677,3575,668,4662,40.272614451,98.460700496
Types de contraintes,Grossesse ou enfant à charge,0,0,8498,0,0,0,1566,345,1182,8101,397,1430,4992,31.335490704,60.671687456
Types de contraintes,Enfant handicapé,0,0,0,1387,0,0,9,10,359,1207,180,4,408,41.870944484,151.93655371
Types de contraintes,Âge,0,0,0,0,31730,0,3232,1965,8346,14642,17088,0,9559,63.112070596,202.11254333
Types de contraintes,Autres,0,0,0,0,0,1003,9,16,128,588,415,26,230,46.21335992,194.9002991
Région,01 - Bas-Saint-Laurent,1492,209,109,33,516,31,26,7,40,1012,1378,132,993,45.227196653,170.1958159
Région,02 - Saguenay-Lac-Saint-Jean,2326,290,210,39,776,31,55,9,41,1638,2034,185,1547,44.622276688,172.71922658
Région,03 - Capitale-Nationale,5875,578,460,73,1807,72,1072,269,891,3949,4916,535,4438,44.369204738,137.91280316
Région,04 - Mauricie,4219,270,395,66,1210,41,249,69,224,2688,3513,431,2512,43.663925173,171.26786002
Région,05 - Estrie,5815,469,593,100,1559,50,531,243,806,3835,4751,661,3729,43.103424179,139.95667365
Région,06 - Montréal,58136,1677,2926,446,12575,273,37597,3631,15742,32427,43606,7566,46525,41.699538358,82.81776334
Région,07 - Outaouais,5028,453,591,57,1498,60,679,260,823,3730,3957,558,3237,43.498113698,130.71497333
Région,08 - Abitibi-Témiscamingue,1211,127,93,20,360,13,31,2,21,818,1006,104,814,44.092653509,154.71655702
Région,09 - Côte-Nord,550,30,71,14,213,4,24,6,11,406,476,39,363,45.493197279,167.11564626
Région,10 - Nord-du-Québec,391,23,39,0,96,4,4,0,4,240,313,41,279,43.524412297,136.99819168
Région,11 - Gaspésie-Îles-de-la-Madeleine,815,106,65,16,320,34,3,1,10,583,773,74,591,45.824483776,184.07522124
Région,12 - Chaudière-Appalaches,2632,286,228,46,708,39,180,32,97,1719,2220,233,1873,43.68697639,137.33511043
Région,13 - Laval,5049,225,312,47,2050,38,2572,557,2183,3977,3744,518,4208,46.338816216,85.650692915
Région,14 - Lanaudière,4270,585,513,97,1609,73,817,99,379,3453,3694,464,3669,44.652581503,139.14789422
Région,15 - Laurentides,5050,533,454,110,1754,77,643,146,490,3663,4315,461,3632,44.821885184,141.27224868
Région,16 - Montérégie,12993,1117,1139,200,3924,141,3724,876,1974,9249,10265,1433,9271,43.811878651,122.56631137
Région,17 - Centre-du-Québec,3026,271,294,23,748,20,365,89,199,1944,2438,357,2071,42.60543131,142.27932451
Région,Région inconnue,36,3,6,0,7,2,20,2,3,27,27,4,31,41.611111111,102.57407407
