Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de contraintes,Grossesse ou enfant à charge,0,0,9181,0,0,0,1613,345,1263,8705,476,1452,5427,31.489380242,62.618342229
Types de contraintes,Enfant handicapé,0,0,0,1392,0,0,8,11,356,1212,180,7,396,41.942528736,154.9841954
Types de contraintes,Âge,0,0,0,0,31296,0,2927,1942,8140,14322,16974,0,9209,62.979070808,206.01268533
Types de contraintes,Autres,0,0,0,0,0,1005,9,11,125,595,410,33,238,46.43880597,199.79004975
Région,01 - Bas-Saint-Laurent,1410,236,123,31,542,29,25,10,34,1001,1370,162,973,45.202024462,172.92408267
Région,02 - Saguenay-Lac-Saint-Jean,2292,292,240,44,807,31,43,10,34,1655,2051,195,1573,44.596600108,174.43739881
Région,03 - Capitale-Nationale,5896,597,501,73,1802,79,1279,273,844,3887,5061,617,4578,43.921658471,136.5287215
Région,04 - Mauricie,4048,306,421,64,1200,41,284,62,185,2678,3402,440,2460,43.653125,173.49013158
Région,05 - Estrie,5660,503,644,108,1527,46,610,246,748,3812,4676,692,3791,42.800188501,138.85131951
Région,06 - Montréal,62987,1681,3127,457,12385,277,42655,3834,15432,33383,47531,9041,54174,40.81811553,77.539239192
Région,07 - Outaouais,4986,423,649,61,1494,64,821,254,782,3723,3954,580,3324,43.319265338,130.58108636
Région,08 - Abitibi-Témiscamingue,1167,155,120,21,368,14,40,2,19,808,1037,104,851,43.92899729,155.7799458
Région,09 - Côte-Nord,541,47,76,12,207,6,36,12,9,417,472,43,371,45.381327334,170.17772778
Région,10 - Nord-du-Québec,375,25,50,1,98,3,3,0,4,241,311,44,266,43.807971014,138.83514493
Région,11 - Gaspésie-Îles-de-la-Madeleine,775,126,69,17,330,30,3,2,9,614,733,82,586,45.65701559,187.26057906
Région,12 - Chaudière-Appalaches,2531,292,243,45,677,40,237,40,92,1672,2156,220,1848,43.385579937,136.84822362
Région,13 - Laval,5057,235,353,41,1943,36,2754,502,2058,3859,3806,591,4446,45.592172211,83.427919113
Région,14 - Lanaudière,4040,580,518,93,1541,71,822,103,352,3323,3520,450,3483,44.749232793,143.33917872
Région,15 - Laurentides,4806,551,486,112,1717,69,679,143,446,3547,4194,464,3493,44.731688412,142.44929596
Région,16 - Montérégie,13433,1112,1248,190,3913,144,4581,877,1863,9325,10715,1580,10192,43.305588822,118.55349301
Région,17 - Centre-du-Québec,3078,290,310,22,740,23,580,78,175,1947,2516,396,2198,42.037194712,138.28904324
Région,Région inconnue,60,3,3,0,5,2,29,3,7,31,42,5,46,40.780821918,86.068493151
