Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Collégial - DEC professionnel,9,14,420,1182,1053,21,928,48.870693512,123.28143177
Diplôme maximum obtenu,Universitaire - Certificat,6,12,244,391,391,1,380,50.625319693,130.82225064
Diplôme maximum obtenu,Universitaire - Baccalauréat,42,151,1385,1535,1572,14,1398,50.634695848,109.0209205
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,18,69,463,345,446,1,405,51.003792668,93.021491783
Diplôme maximum obtenu,Inconnu,45992,4018,8217,30393,39428,12186,53146,38.638661721,41.188711133
Durée cumulative,Premier mois,2570,203,38,1189,1843,598,3032,34.800131926,1
Durée cumulative,De 2 à 5 mois,13994,899,325,6564,10170,3418,16734,34.441137803,3.3928528744
Durée cumulative,De 6 à 11 mois,12042,902,593,6659,9431,3579,16090,34.491547545,8.3843380982
Durée cumulative,De 12 à 23 mois,15865,1531,1396,10692,14216,5298,24908,35.454311868,16.425325197
Durée cumulative,De 24 à 47 mois,1336,997,2552,7062,8582,3966,7369,37.366338532,34.726093071
Durée cumulative,De 48 à 119 mois,663,587,8791,17287,20328,2966,13537,42.207310913,79.965067127
Durée cumulative,120 mois et plus,55,0,11987,32295,39092,0,14182,51.222043229,251.59723759
Types de contraintes,Sans contraintes,42671,2812,12126,43928,68227,11764,69517,38.439917971,93.651838973
Types de contraintes,Contraintes temporaires,3686,1999,10198,26912,20873,2201,18213,53.052547871,168.79780266
Types de contraintes,Contraintes sévères,142,238,3057,10326,14168,5841,7806,42.952723116,138.91659182
Types de contraintes,Conjoints sans contraintes sévères,26,70,301,582,394,19,316,51.49897541,147.13012295
Région,01 - Bas-Saint-Laurent,12,13,46,1305,1769,289,1128,45.488939493,173.42322707
Région,02 - Saguenay-Lac-Saint-Jean,23,8,46,2020,2415,382,1727,44.559413754,176.36730552
Région,03 - Capitale-Nationale,1063,247,889,4368,5837,922,4688,44.065654091,145.37628613
Région,04 - Mauricie,244,47,204,3020,3919,658,2648,43.69678628,175.88816832
Région,05 - Estrie,560,205,805,4404,5414,1041,4050,42.909655734,142.68058668
Région,06 - Montréal,35372,2947,17132,33238,45469,9089,49124,41.594724739,90.281550561
Région,07 - Outaouais,719,220,857,4055,4468,795,3410,43.544057257,135.48374985
Région,08 - Abitibi-Témiscamingue,21,4,23,975,1219,182,891,44.334548769,159.52734731
Région,09 - Côte-Nord,17,9,13,473,584,82,411,45.950804163,177.13055818
Région,10 - Nord-du-Québec,0,0,4,284,358,72,295,43.08411215,135.6152648
Région,11 - Gaspésie-Îles-de-la-Madeleine,1,2,14,797,986,173,688,45.775659002,183.29669097
Région,12 - Chaudière-Appalaches,236,22,115,2047,2683,461,2099,43.376744186,140.27864693
Région,13 - Laval,2298,432,2356,4058,4003,831,4232,45.837241037,90.963031882
Région,14 - Lanaudière,662,84,387,3807,4156,864,3633,44.245384905,147.7369082
Région,15 - Laurentides,597,96,518,4160,5065,880,3714,44.39696477,145.22395664
Région,16 - Montérégie,4054,723,2073,10427,12252,2507,10668,42.943075091,124.42933992
Région,17 - Centre-du-Québec,622,57,190,2271,3014,583,2396,42.185619678,140.21419111
Région,Région inconnue,24,3,10,39,51,14,50,39.977777778,89.744444444
