Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Inconnu,39832,5737,8299,29520,36562,11403,48779,38.99860779,44.222935141
Durée cumulative,Premier mois,2226,338,45,1075,1801,625,2876,33.920723227,1
Durée cumulative,De 2 à 5 mois,9512,2483,273,5813,7926,3088,13739,34.256568891,3.6412402649
Durée cumulative,De 6 à 11 mois,17525,1349,532,9129,12800,4362,21929,34.64307538,8.2798577227
Durée cumulative,De 12 à 23 mois,8885,1002,1317,7676,9608,3902,17284,35.888046748,16.050798426
Durée cumulative,De 24 à 47 mois,1331,1194,2379,7120,8416,4066,7541,37.409822348,36.094876416
Durée cumulative,De 48 à 119 mois,588,594,8798,17718,20760,3115,13906,42.056785696,80.05275742
Durée cumulative,120 mois et plus,52,0,12479,33572,40221,0,14940,51.257978399,252.00532571
Types de contraintes,Sans contraintes,36542,4333,12106,43279,65505,11043,65130,38.7452015,99.268559715
Types de contraintes,Contraintes temporaires,3420,2298,10184,27161,20894,2148,18517,52.967578816,169.3111851
Types de contraintes,Contraintes sévères,133,262,3187,11009,14708,5945,8178,43.318544154,141.91729206
Types de contraintes,Conjoints sans contraintes sévères,24,67,346,654,425,22,390,51.794253939,152.35959222
Région,01 - Bas-Saint-Laurent,9,15,35,1340,1814,296,1172,45.433417882,175.92010146
Région,02 - Saguenay-Lac-Saint-Jean,10,15,42,2066,2459,396,1789,44.803756906,179.5761326
Région,03 - Capitale-Nationale,807,310,840,4367,5709,868,4558,44.474791584,150.51478761
Région,04 - Mauricie,161,53,199,3087,3937,633,2585,44.05965262,180.34225513
Région,05 - Estrie,553,207,781,4437,5451,1033,4096,43.064320388,144.15847492
Région,06 - Montréal,30823,4177,17487,33052,43492,8488,45835,42.057509406,95.728809574
Région,07 - Outaouais,570,332,830,4133,4461,760,3468,43.715382825,137.74074936
Région,08 - Abitibi-Témiscamingue,11,9,21,1023,1198,192,903,44.384061234,161.80369203
Région,09 - Côte-Nord,11,12,13,504,594,77,439,46.023679417,179.66211293
Région,10 - Nord-du-Québec,1,0,4,365,436,95,355,42.716604245,133.19475655
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,6,15,858,1018,180,762,45.682835821,185.74147122
Région,12 - Chaudière-Appalaches,186,53,101,2060,2625,468,2114,43.44909285,142.80853789
Région,13 - Laval,1927,482,2367,3927,3848,790,3908,46.255176849,95.665980707
Région,14 - Lanaudière,539,106,370,3820,4144,866,3437,44.32345555,152.42390758
Région,15 - Laurentides,497,133,514,4266,5200,906,3866,44.486055356,146.63152335
Région,16 - Montérégie,3425,976,2015,10477,12079,2508,10425,43.07922504,127.39138145
Région,17 - Centre-du-Québec,565,72,178,2280,3016,587,2449,42.303436556,142.12820997
Région,Région inconnue,24,2,11,41,51,15,54,39.945652174,98.52173913
