Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,24294,3398,14946,47065,83297,16379,63503,43.758280787,132.03569292
Situation familiale,Couples sans enfants,4209,1405,2805,6712,6776,636,6558,50.947360617,135.77676453
Situation familiale,Familles monoparentales,2325,785,4181,18948,2269,1334,9836,38.343875194,110.19729462
Situation familiale,Couples avec enfants,9290,1365,3861,9345,9162,805,12288,39.045550332,73.602744907
Situation familiale,Conjoint d'étudiant,1,7,30,33,28,4,30,38.868852459,84.37704918
Sexe,Hommes,24494,2598,11653,0,101532,11111,53139,42.968335106,120.52733128
Sexe,Femmes,15625,4362,14170,82103,0,8047,39076,43.451067561,128.03164318
Âge,Moins de 20 ans,1200,160,147,1469,1992,3461,3422,18.610228258,9.7555619763
Âge,De 20 à 24 ans,5807,623,697,6578,9119,15697,10089,22.085621456,25.933745302
Âge,De 25 à 29 ans,7825,692,958,8558,10473,0,13641,27.118543429,39.14092796
Âge,De 30 à 34 ans,7935,767,1401,9792,11639,0,14388,31.985861602,57.413559797
Âge,De 35 à 39 ans,6153,808,1891,8947,10913,0,12276,36.996928499,79.607401813
Âge,De 40 à 44 ans,4342,721,2529,8657,10845,0,10416,41.973233515,110.76017844
Âge,De 45 à 49 ans,2622,577,2892,7899,9531,0,7779,46.942226047,147.86660929
Âge,De 50 à 54 ans,1551,400,3540,7696,9688,0,6367,52.083007363,188.53457202
Âge,55 ans et plus,2684,2212,11768,22507,27332,0,13837,61.006821967,215.43666606
Âge,35 ans et moins,24129,2419,3551,28213,35386,19158,44138,27.546580921,42.262032422
Âge,36 ans et plus,15990,4541,22272,53890,66146,0,48077,51.469467493,167.12769502
Scolarité,Primaire,45,449,3038,4813,5399,1690,3318,44.787896592,167.22806502
Scolarité,Secondaire I à IV,64,193,5494,25581,34275,4835,21163,43.745689655,183.65203154
Scolarité,Secondaire V,116,262,5280,15308,18036,1082,12770,47.632707534,160.00368882
Scolarité,Collégiale,54,136,2266,5131,5309,186,4401,47.743390805,135.23668582
Scolarité,Universitaire,165,540,3393,3721,4225,49,3554,50.318525044,117.13415555
Scolarité,Inconnue,39675,5380,6352,27549,34288,11316,47009,38.290521856,38.34228698
Diplôme maximum obtenu,Aucun diplôme,185,759,10949,33614,43265,6770,26440,44.481679002,180.69432485
Diplôme maximum obtenu,Secondaire - DES,38,142,2745,10603,12018,851,9193,46.150302816,148.20564962
Diplôme maximum obtenu,Secondaire - DEP,4,14,601,2910,3974,65,2912,48.705694364,171.91574666
Diplôme maximum obtenu,Secondaire - ASP,0,1,37,176,335,2,191,49.230919765,199.08414873
Diplôme maximum obtenu,Collégial - AEC,3,15,375,1002,1020,6,960,48.970820969,131.04549951
Diplôme maximum obtenu,Collégial - DEC général,1,19,310,751,836,24,626,48.319470699,136.9552615
Diplôme maximum obtenu,Collégial - DEC professionnel,6,20,426,1209,1081,18,969,48.852838428,124.21746725
Diplôme maximum obtenu,Universitaire - Certificat,8,11,231,398,382,0,378,50.752564103,131.83333333
Diplôme maximum obtenu,Universitaire - Baccalauréat,30,171,1393,1573,1613,16,1381,50.702762084,111.05900816
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,12,71,457,347,446,3,386,50.689785624,93.341740227
