Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,Premier mois,2693,184,51,1214,1949,689,3163,33.543471388,1
Durée cumulative,De 2 à 5 mois,10900,1215,311,5435,8439,3045,13874,34.292273317,3.4297967421
Durée cumulative,De 6 à 11 mois,13839,2028,526,8106,10801,3942,18907,34.650922939,8.5533400328
Durée cumulative,De 12 à 23 mois,12092,1537,1340,9482,11767,4562,21249,35.880041414,16.176196527
Durée cumulative,De 24 à 47 mois,1062,1111,2454,6963,8309,3960,7706,37.400471451,35.64870351
Durée cumulative,De 48 à 119 mois,620,570,8797,17742,20446,3000,14080,42.101078873,80.037184456
Durée cumulative,120 mois et plus,52,0,12217,33000,39541,0,14834,51.219917012,251.86449043
Types de contraintes,Sans contraintes,37586,4000,11985,43150,65820,11174,66627,38.66906488,97.719913738
Types de contraintes,Contraintes temporaires,3518,2315,10289,27521,20684,2135,18812,52.887750233,168.04899907
Types de contraintes,Contraintes sévères,132,261,3107,10661,14346,5871,8030,43.130243532,141.03834926
Types de contraintes,Conjoints sans contraintes sévères,22,69,315,610,402,18,344,51.510869565,149.50197628
Région,01 - Bas-Saint-Laurent,10,16,38,1331,1762,296,1164,45.421920466,175.2567087
Région,02 - Saguenay-Lac-Saint-Jean,15,13,43,2053,2412,377,1740,44.791713326,178.74960806
Région,03 - Capitale-Nationale,918,299,856,4404,5772,880,4719,44.246167453,147.64268868
Région,04 - Mauricie,220,56,198,3057,3941,642,2681,43.785653044,177.08816805
Région,05 - Estrie,553,228,793,4467,5388,1024,4139,43.017047184,143.64677829
Région,06 - Montréal,31083,3919,17297,32839,43217,8600,46366,41.958885558,94.718089303
Région,07 - Outaouais,618,296,837,4117,4431,754,3508,43.68086102,136.43156294
Région,08 - Abitibi-Témiscamingue,17,7,21,1008,1218,192,920,44.283917341,159.75426774
Région,09 - Côte-Nord,13,12,11,495,578,74,434,46.068033551,179.0167754
Région,10 - Nord-du-Québec,2,0,4,339,399,89,323,42.864498645,134.76287263
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,2,15,828,989,167,729,45.756741882,185.83764447
Région,12 - Chaudière-Appalaches,219,52,101,2094,2656,456,2168,43.367578947,140.876
Région,13 - Laval,2034,483,2360,3965,3906,787,4069,46.070893152,94.130097827
Région,14 - Lanaudière,592,105,390,3889,4138,861,3628,44.267347702,149.49308584
Région,15 - Laurentides,551,131,520,4217,5132,898,3842,44.438763504,146.26847791
Région,16 - Montérégie,3793,945,2018,10504,12231,2515,10832,42.98526501,124.99217066
Région,17 - Centre-du-Québec,598,79,185,2296,3035,574,2501,42.267867192,140.28718814
Région,Région inconnue,22,2,9,39,47,12,50,39.860465116,94.127906977
