Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,411,39,22,6,191,4,12,75,395,292,381,2,333,50.395245171,94.524517088
Diplôme maximum obtenu,Inconnu,46808,808,2493,257,8216,157,38440,5674,7012,26754,31985,7997,45332,39.357479698,40.708115562
Durée cumulative,Premier mois,2064,92,93,3,131,3,1562,629,30,1039,1347,507,2386,34.602263202,1
Durée cumulative,De 2 à 5 mois,14274,607,653,13,904,19,12531,2610,228,6874,9596,3270,16470,34.591863995,3.5457802064
Durée cumulative,De 6 à 11 mois,16961,565,1053,20,1067,19,16157,1199,418,8349,11336,3344,19685,35.085852172,8.1612903226
Durée cumulative,De 12 à 23 mois,9436,682,1122,46,1276,32,6445,722,1022,5826,6768,2223,12594,36.83158647,15.787676671
Durée cumulative,De 24 à 47 mois,8003,869,1415,80,1798,60,1441,1161,1900,5896,6329,2074,6729,39.103558282,36.058159509
Durée cumulative,De 48 à 119 mois,20692,1704,2780,352,5305,187,492,493,7384,14497,16523,1405,12064,42.14729207,81.324403611
Durée cumulative,120 mois et plus,37376,2053,1565,875,19964,690,41,0,11363,28155,34368,0,12097,50.906306479,251.02562257
Types de contraintes,Sans contraintes,108806,0,0,0,0,0,35290,4562,12225,43461,65345,10716,63751,38.840394831,100.28852269
Types de contraintes,État de santé,0,6572,0,0,0,0,24,58,651,3411,3161,691,4453,39.823797931,97.925745587
Types de contraintes,Grossesse ou enfant à charge,0,0,8681,0,0,0,1375,347,1126,8208,473,1376,5079,31.360903122,65.65487847
Types de contraintes,Enfant handicapé,0,0,0,1389,0,0,4,15,347,1220,169,9,390,41.939524838,160.8149748
Types de contraintes,Âge,0,0,0,0,30445,0,1972,1820,7874,13749,16696,0,8106,62.718377402,214.42141567
Types de contraintes,Autres,0,0,0,0,0,1010,4,12,122,587,423,31,246,46.858415842,199.6990099
Région,01 - Bas-Saint-Laurent,1438,192,112,37,570,31,8,15,24,998,1382,125,916,45.842436975,181.51848739
Région,02 - Saguenay-Lac-Saint-Jean,2220,256,191,40,896,41,6,14,26,1643,2001,185,1430,45.428924259,186.05845225
Région,03 - Capitale-Nationale,5276,511,494,70,1720,86,709,307,707,3575,4582,497,3822,44.56307466,150.40676719
Région,04 - Mauricie,4011,254,399,64,1233,50,146,51,170,2634,3377,427,2255,43.893029446,180.77757445
Région,05 - Estrie,5438,493,581,98,1526,63,537,190,660,3675,4524,641,3524,43.158068057,145.00182949
Région,06 - Montréal,51955,1497,3040,447,11864,274,30044,4138,15415,30248,38829,6914,42653,41.826874358,91.723019239
Région,07 - Outaouais,4841,350,595,55,1444,57,510,316,724,3554,3788,512,3015,43.611413784,136.63238899
Région,08 - Abitibi-Témiscamingue,1098,127,117,18,374,15,4,13,13,801,948,98,724,44.684391081,167.55174385
Région,09 - Côte-Nord,549,53,70,11,225,3,7,9,10,425,486,40,374,46.084522503,183.25795829
Région,10 - Nord-du-Québec,494,16,62,0,101,3,0,0,5,309,367,53,286,43.711538462,137.38609467
Région,11 - Gaspésie-Îles-de-la-Madeleine,809,124,61,21,351,28,1,7,12,621,773,87,596,45.849354376,193.25681492
Région,12 - Chaudière-Appalaches,2417,269,214,53,672,35,181,49,77,1589,2071,198,1743,43.805464481,144.63224044
Région,13 - Laval,4129,199,323,42,1793,27,1818,463,1929,3342,3171,445,3398,46.630277906,96.220789191
Région,14 - Lanaudière,3839,504,514,93,1480,76,536,96,299,3144,3362,420,2990,44.827543806,154.01552413
Région,15 - Laurentides,4798,500,486,109,1700,60,475,126,440,3486,4167,420,3234,44.799163727,148.6462825
Région,16 - Montérégie,12400,968,1146,205,3702,135,3153,953,1668,8668,9888,1379,8895,43.578788532,128.03201121
Région,17 - Centre-du-Québec,3051,257,273,26,786,25,513,66,158,1895,2523,376,2130,42.253734722,142.33363513
Région,Région inconnue,43,2,3,0,8,1,21,1,8,29,28,6,40,40.561403509,80.947368421
