Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Secondaire - DEP,3348,430,305,71,1500,47,4,14,535,2399,3302,52,2565,48.028942291,169.76512892
Diplôme maximum obtenu,Secondaire - ASP,261,28,15,3,136,4,0,1,34,154,293,2,170,48.762863535,197.80313199
Diplôme maximum obtenu,Collégial - AEC,979,163,83,29,417,13,3,15,337,828,856,5,855,48.580760095,129.45665083
Diplôme maximum obtenu,Collégial - DEC général,723,107,55,10,346,7,1,19,259,573,675,15,518,48.47275641,136.30689103
Diplôme maximum obtenu,Collégial - DEC professionnel,1049,153,82,23,467,18,5,19,362,940,852,11,812,48.672991071,124.375
Diplôme maximum obtenu,Universitaire - Certificat,359,60,19,3,196,4,8,11,203,319,322,0,320,50.351014041,130.64898596
Diplôme maximum obtenu,Universitaire - Baccalauréat,1496,175,92,34,813,20,29,165,1231,1284,1346,16,1203,50.590494297,109.8851711
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,413,39,23,6,200,5,11,71,404,300,386,3,353,50.467930029,93.227405248
Diplôme maximum obtenu,Inconnu,47746,790,2502,245,8287,152,39687,5508,7023,26838,32884,8399,46615,39.221894779,40.511905161
Durée cumulative,Premier mois,2433,107,92,0,155,3,2226,337,36,1040,1750,551,2790,34.270967742,1
Durée cumulative,De 2 à 5 mois,11381,570,553,13,747,18,9510,2469,221,5637,7645,2753,13282,34.555865081,3.6433519048
Durée cumulative,De 6 à 11 mois,18286,582,1077,18,1149,16,17511,1317,435,8818,12310,3811,21128,34.898049981,8.266755017
Durée cumulative,De 12 à 23 mois,11935,664,1274,49,1436,37,8851,937,1072,6958,8437,2723,15395,36.620136408,15.859889575
Durée cumulative,De 24 à 47 mois,7670,883,1401,77,1719,56,1287,1048,1886,5683,6123,1976,6704,39.03396578,36.056242589
Durée cumulative,De 48 à 119 mois,20198,1644,2861,346,5333,191,534,523,7368,14407,16166,1377,12102,42.289830897,81.342720701
Durée cumulative,120 mois et plus,36881,1988,1618,870,19825,683,43,0,11272,27897,33968,0,12246,50.92981492,251.39424553
Types de contraintes,Sans contraintes,108784,0,0,0,0,0,36542,4333,12106,43279,65505,11043,65130,38.7452015,99.268559715
Types de contraintes,État de santé,0,6438,0,0,0,0,27,74,656,3260,3178,688,4353,39.851817335,97.301646474
Types de contraintes,Grossesse ou enfant à charge,0,0,8876,0,0,0,1367,344,1167,8384,492,1419,5240,31.397251014,66.241437584
Types de contraintes,Enfant handicapé,0,0,0,1373,0,0,5,13,333,1206,167,10,388,42.017479971,161.95994173
Types de contraintes,Âge,0,0,0,0,30364,0,2017,1858,7902,13730,16634,0,8285,62.755697537,214.0357331
Types de contraintes,Autres,0,0,0,0,0,1004,4,9,126,581,423,31,251,46.71812749,199.71115538
Région,01 - Bas-Saint-Laurent,1455,163,118,37,549,31,9,15,22,983,1370,131,916,45.589885253,180.0960476
Région,02 - Saguenay-Lac-Saint-Jean,2217,248,208,43,885,38,10,14,27,1650,1989,183,1456,45.359439406,184.90931575
Région,03 - Capitale-Nationale,5292,483,500,71,1734,81,804,293,705,3561,4600,499,3919,44.555691704,149.47788261
Région,04 - Mauricie,3929,248,404,61,1215,51,161,50,169,2610,3298,414,2245,43.991367637,181.60189573
Région,05 - Estrie,5373,513,596,101,1505,60,552,184,669,3676,4472,643,3560,43.090451645,144.43765341
Région,06 - Montréal,52190,1501,3045,438,11933,280,30719,4019,15352,30099,39288,7152,43607,41.757836482,91.163921196
Région,07 - Outaouais,4852,333,608,56,1439,59,568,319,720,3573,3774,534,3103,43.496801416,135.98584456
Région,08 - Abitibi-Témiscamingue,1066,130,123,18,366,13,11,9,13,795,921,98,725,44.52039627,166.8006993
Région,09 - Côte-Nord,531,52,69,10,220,3,11,12,11,410,475,38,362,46.050847458,183.8180791
Région,10 - Nord-du-Québec,496,22,63,0,97,4,1,0,3,312,370,63,296,43.391495601,136.15982405
Région,11 - Gaspésie-Îles-de-la-Madeleine,785,134,65,21,343,28,0,5,11,634,742,82,601,45.796511628,193.68531977
Région,12 - Chaudière-Appalaches,2407,254,222,52,663,33,184,52,78,1581,2050,212,1762,43.606169099,143.05453043
Région,13 - Laval,4165,212,335,42,1776,26,1915,434,1924,3358,3198,471,3502,46.400244051,94.664276998
Région,14 - Lanaudière,3762,476,539,90,1474,69,534,104,293,3118,3292,440,2971,44.786427457,154.30124805
Région,15 - Laurentides,4774,462,496,110,1679,62,492,125,441,3452,4131,419,3275,44.872214163,148.492681
Région,16 - Montérégie,12387,945,1204,198,3705,138,3402,925,1683,8701,9876,1411,9129,43.487753674,126.45755504
Région,17 - Centre-du-Québec,3052,262,276,25,774,26,565,69,161,1896,2519,393,2172,42.160588901,141.81223103
Région,Région inconnue,51,0,5,0,7,2,24,2,8,31,34,8,46,39.738461538,82.369230769
