Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Primaire,4232,325,426,67,2377,46,70,342,2636,3677,3796,583,2385,47.139970561,178.06168875
Scolarité,Secondaire I à IV,33105,2950,3520,558,9466,481,122,167,4873,21457,28623,3275,18047,43.527555911,182.02196486
Scolarité,Secondaire V,16122,2022,1418,354,6982,256,237,210,4512,12350,14804,784,10885,47.144435442,157.87018487
Scolarité,Collégiale,5027,786,408,105,2039,84,127,104,1966,4117,4332,117,3776,47.539945556,132.94129483
Scolarité,Universitaire,3881,457,230,79,1989,42,335,422,2997,3044,3634,40,3289,49.804282719,112.07577119
Scolarité,Inconnue,49788,640,2135,204,7234,105,45466,3566,5340,26195,33911,9166,49348,38.262236715,32.687918012
Diplôme maximum obtenu,Aucun diplôme,40204,3492,4122,703,13808,567,367,583,9517,27639,35257,3984,21989,44.542228441,181.20489379
Diplôme maximum obtenu,Secondaire - DES,11415,1603,1103,231,3938,209,60,130,2395,8611,9888,637,7913,45.71809287,145.39645386
Diplôme maximum obtenu,Secondaire - DEP,3364,458,279,73,1527,40,8,16,534,2390,3351,69,2543,47.850722871,165.68333043
Diplôme maximum obtenu,Secondaire - ASP,254,30,10,3,128,4,0,0,36,153,276,1,159,49.079254079,198.23076923
Diplôme maximum obtenu,Collégial - AEC,1016,167,68,26,414,12,7,16,359,806,897,7,863,48.539048738,128.50440399
Diplôme maximum obtenu,Collégial - DEC général,708,135,52,10,321,8,8,11,274,577,657,16,526,47.720421394,131.33792545
Diplôme maximum obtenu,Collégial - DEC professionnel,1008,169,82,24,454,22,8,14,357,923,836,14,790,48.683342808,123.54860716
Diplôme maximum obtenu,Universitaire - Certificat,373,46,17,5,192,7,6,12,213,311,329,1,325,50.26875,129.5734375
Diplôme maximum obtenu,Universitaire - Baccalauréat,1451,200,99,34,781,14,41,144,1225,1267,1312,14,1221,50.490887941,108.36215587
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,414,37,17,9,202,3,17,67,409,293,389,1,365,50.794721408,92.727272727
Diplôme maximum obtenu,Inconnu,51948,843,2288,249,8322,128,45835,3818,7005,27870,35908,9221,51036,38.870754806,37.986061024
Durée cumulative,Premier mois,2626,87,109,2,147,2,2568,202,33,1165,1808,557,2973,34.966700303,1
Durée cumulative,De 2 à 5 mois,14300,587,575,13,734,20,13993,874,254,6368,9861,3035,16229,34.72660053,3.3873313205
Durée cumulative,De 6 à 11 mois,12997,573,751,23,913,16,12028,869,493,6358,8915,3011,15273,34.867413082,8.3768087475
Durée cumulative,De 12 à 23 mois,18935,766,1491,55,1812,41,15823,1464,1166,9989,13111,4156,23100,35.90017316,16.326060606
Durée cumulative,De 24 à 47 mois,7877,970,1293,84,1679,62,1293,883,2057,5659,6306,1883,6552,39.020225658,34.516673631
Durée cumulative,De 48 à 119 mois,19901,1834,2515,343,5353,182,605,519,7420,14215,15913,1323,11899,42.502223845,81.172132236
Durée cumulative,120 mois et plus,35519,2363,1403,847,19449,691,47,0,10901,27086,33186,0,11704,50.929171091,251.32668569
Types de contraintes,Sans contraintes,112155,0,0,0,0,0,42671,2812,12126,43928,68227,11764,69517,38.439917971,93.651838973
Types de contraintes,État de santé,0,7180,0,0,0,0,31,59,727,3734,3446,748,4480,39.874512535,101.09930362
Types de contraintes,Grossesse ou enfant à charge,0,0,8137,0,0,0,1310,285,1120,7725,412,1409,4929,31.179427307,63.284011306
Types de contraintes,Enfant handicapé,0,0,0,1367,0,0,6,10,339,1186,181,9,377,42.038039503,159.01975128
Types de contraintes,Âge,0,0,0,0,30087,0,2332,1635,7894,13671,16416,0,8188,62.827998803,212.81124738
Types de contraintes,Autres,0,0,0,0,0,1014,7,10,118,596,418,35,239,46.684418146,202.10650888
Région,01 - Bas-Saint-Laurent,1370,225,94,34,555,32,12,12,34,981,1329,128,878,45.799134199,178.43290043
Région,02 - Saguenay-Lac-Saint-Jean,2192,283,209,40,830,41,23,8,29,1623,1972,181,1416,45.015855355,181.16216968
Région,03 - Capitale-Nationale,5543,550,446,70,1724,81,1061,228,768,3609,4805,550,4111,44.145828381,144.116116
Région,04 - Mauricie,3906,307,377,65,1170,43,244,44,176,2568,3300,428,2305,43.705691888,177.32447171
Région,05 - Estrie,5347,589,564,96,1496,52,560,184,696,3673,4471,639,3532,43.04002947,143.53217092
Région,06 - Montréal,55031,1556,2747,443,11821,291,35256,2811,15116,30480,41409,7752,46962,41.323804755,85.973932034
Région,07 - Outaouais,4819,399,578,57,1434,64,718,207,751,3539,3812,577,3091,43.330975377,134.07359543
Région,08 - Abitibi-Témiscamingue,1082,148,100,17,353,12,21,4,15,760,952,96,729,44.379672897,163.98422897
Région,09 - Côte-Nord,514,47,71,12,212,5,17,9,11,394,467,46,346,45.945412311,181.04878049
Région,10 - Nord-du-Québec,387,18,48,0,95,2,0,0,3,250,300,47,255,43.798181818,138.85454545
Région,11 - Gaspésie-Îles-de-la-Madeleine,767,104,56,20,333,27,1,2,7,586,721,74,533,46.104820199,192.09487376
Région,12 - Chaudière-Appalaches,2477,273,211,53,656,36,234,21,91,1590,2116,216,1776,43.539125742,140.25499191
Région,13 - Laval,4495,243,309,37,1838,26,2287,388,1964,3558,3390,524,3853,46.047063903,89.52806563
Région,14 - Lanaudière,3790,583,488,86,1465,68,657,82,307,3147,3333,452,3154,44.722993827,149.53580247
Région,15 - Laurentides,4678,509,440,112,1671,68,590,88,449,3399,4079,418,3181,44.795667291,146.70286173
Région,16 - Montérégie,12686,1046,1119,196,3675,140,4030,667,1735,8762,10100,1432,9430,43.35579472,123.44438554
Région,17 - Centre-du-Québec,3016,298,279,29,753,26,622,53,165,1895,2506,398,2137,41.974324017,139.27993638
Région,Région inconnue,55,2,1,0,6,0,24,3,7,26,38,7,41,40.140625,71.09375
