Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,81202,6005,242,0,24191,806,30882,2444,12583,39082,73364,11349,61612,43.433416929,122.6959963
Situation familiale,Couples sans enfants,6913,141,51,0,4502,76,4671,846,2404,5820,5863,559,5993,50.026534281,127.06736283
Situation familiale,Familles monoparentales,9831,885,7569,1092,572,95,2648,646,3929,17974,2070,1349,9735,37.969816404,105.59374376
Situation familiale,Couples avec enfants,14169,146,275,272,816,37,8156,868,3383,7941,7774,707,10364,39.120712695,74.285396118
Situation familiale,Conjoint d'étudiant,40,3,0,3,6,0,0,7,25,23,29,1,26,40.807692308,84.75
Sexe,Hommes,68227,3446,412,181,16416,418,28479,1667,9882,0,89100,7729,51029,42.686195286,113.00984287
Sexe,Femmes,43928,3734,7725,1186,13671,596,17878,3144,12442,70840,0,6236,36701,42.956027668,119.99361942
Âge,Moins de 20 ans,1618,138,162,0,0,4,1288,98,34,919,1003,1922,1903,18.656087409,8.7200832466
Âge,De 20 à 24 ans,10146,610,1247,9,0,31,6858,388,380,5317,6726,12043,9979,22.230258241,19.229261812
Âge,De 25 à 29 ans,15107,821,2089,48,0,47,8932,419,823,7983,10129,0,13885,27.124282244,35.053113958
Âge,De 30 à 34 ans,17405,923,2188,164,0,52,8944,503,1281,9345,11387,0,14660,31.99686475,52.94949836
Âge,De 35 à 39 ans,16450,864,1454,276,0,65,7169,519,1747,8490,10619,0,12437,36.996703124,72.589617458
Âge,De 40 à 44 ans,15916,1060,785,352,0,120,5211,447,2347,7955,10278,0,10452,41.978610212,102.0256129
Âge,De 45 à 49 ans,13948,1018,179,284,0,190,3121,381,2585,6861,8758,0,7498,46.932966259,140.43184583
Âge,De 50 à 54 ans,12900,1027,25,180,0,279,1832,277,3037,6177,8234,0,5672,52.041218514,182.67850947
Âge,55 ans et plus,8665,719,8,54,30087,226,3002,1779,10090,17793,21966,0,11244,61.187580171,214.170955
Âge,35 ans et moins,47598,2654,6010,264,0,150,27537,1519,2828,25254,31422,13965,43039,28.1169278,39.404333404
Âge,36 ans et plus,64557,4526,2127,1103,30087,864,18820,3292,19496,45586,57678,0,44691,50.86758212,158.19883987
