Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,73758,5313,223,0,24198,841,21357,2670,12328,36615,67718,9617,51216,44.367304688,134.75749763
Situation familiale,Couples sans enfants,6967,127,94,0,4638,58,4050,1338,2355,5900,5984,578,5880,50.156260518,132.56992595
Situation familiale,Familles monoparentales,9853,742,7898,1082,599,94,2301,801,4035,18150,2118,1294,9230,37.977698836,107.72947503
Situation familiale,Couples avec enfants,16776,128,447,291,875,36,9872,1322,3650,9361,9192,820,12442,38.547027435,68.318870264
Situation familiale,Conjoint d'étudiant,61,3,0,2,1,0,2,11,28,38,29,6,32,37.149253731,76.567164179
Sexe,Hommes,64330,3027,439,168,16648,429,22616,2201,9853,0,85041,6665,44866,43.389670865,121.28836679
Sexe,Femmes,43085,3286,8223,1207,13663,600,14966,3941,12543,70064,0,5650,33934,43.139329756,125.26749829
Âge,Moins de 20 ans,1506,136,161,0,0,5,1133,105,34,860,948,1808,1788,18.618915929,7.2101769912
Âge,De 20 à 24 ans,8741,491,1239,8,0,28,5092,527,345,4790,5717,10507,8098,22.249643095,20.444751118
Âge,De 25 à 29 ans,13853,735,2338,56,0,46,7249,579,771,7961,9067,0,12256,27.13630491,37.95701198
Âge,De 30 à 34 ans,16433,787,2299,156,0,53,7612,724,1259,9304,10424,0,13316,31.973793593,55.549067315
Âge,De 35 à 39 ans,15602,831,1571,283,0,72,6045,789,1740,8370,9989,0,11433,36.991339398,76.55259001
Âge,De 40 à 44 ans,15316,857,821,372,0,120,4152,656,2300,7729,9757,0,9277,41.95562164,108.74110717
Âge,De 45 à 49 ans,13454,876,206,269,0,193,2417,450,2568,6728,8270,0,6630,46.930857448,148.51240165
Âge,De 50 à 54 ans,13330,971,18,174,0,275,1449,326,3191,6340,8428,0,5325,52.050514626,189.9253792
Âge,55 ans et plus,9180,629,9,57,30311,237,2433,1986,10188,17982,22441,0,10677,61.024862083,217.25478069
Âge,35 ans et moins,43615,2310,6404,265,0,140,22438,2084,2746,24612,28122,12315,37893,28.226590056,41.808302044
Âge,36 ans et plus,63800,4003,2258,1110,30311,889,15144,4058,19650,45452,56919,0,40907,51.029236796,164.95401041
Scolarité,Primaire,4385,260,448,67,2446,32,31,372,2658,3749,3889,549,2172,47.366588112,183.07069914
