Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Secondaire I à IV,34418,2531,3703,564,9658,477,36,174,4843,22093,29258,3443,17736,43.536075247,183.93326323
Scolarité,Secondaire V,16591,1821,1459,355,7138,261,84,225,4671,12616,15009,709,10510,47.319782805,160.82570136
Scolarité,Collégiale,5003,724,392,107,2004,84,31,98,1946,4059,4255,119,3456,47.699663219,137.91604522
Scolarité,Universitaire,3726,400,240,69,2052,39,115,423,3007,2994,3532,30,2839,50.433803249,119.56849525
Scolarité,Inconnue,43292,577,2420,213,7013,136,37285,4850,5271,24553,29098,7465,42087,38.808093046,35.004510634
Diplôme maximum obtenu,Aucun diplôme,41892,3007,4358,715,14197,549,123,651,9669,28537,36181,4133,21463,44.609212275,183.34571526
Diplôme maximum obtenu,Secondaire - DES,11622,1436,1082,235,3976,202,28,123,2385,8664,9889,576,7534,45.793187086,148.83889398
Diplôme maximum obtenu,Secondaire - DEP,3387,423,297,71,1476,48,1,12,529,2373,3329,50,2455,48.027183444,169.33532094
Diplôme maximum obtenu,Secondaire - ASP,270,21,16,2,149,7,0,0,39,157,308,1,169,49.103225806,196.67526882
Diplôme maximum obtenu,Collégial - AEC,974,159,85,28,403,14,1,15,322,824,839,6,787,48.434756464,131.59170174
Diplôme maximum obtenu,Collégial - DEC général,713,95,47,11,340,9,1,11,255,561,654,12,467,48.69218107,139.46831276
Diplôme maximum obtenu,Collégial - DEC professionnel,1065,160,68,22,456,21,2,18,359,935,857,11,758,48.871651786,126.82421875
Diplôme maximum obtenu,Universitaire - Certificat,350,53,18,3,196,3,5,9,202,306,317,0,294,50.730337079,134.56019262
Diplôme maximum obtenu,Universitaire - Baccalauréat,1474,163,95,28,825,17,26,133,1239,1258,1344,12,1121,50.752882398,112.09492698
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,381,32,20,5,195,2,9,57,388,279,356,2,289,51.044094488,99.755905512
Diplôme maximum obtenu,Inconnu,45287,764,2576,255,8098,157,37386,5113,7009,26170,30967,7512,43463,39.479636663,41.175402979
Durée cumulative,Premier mois,3445,120,122,0,208,5,3057,616,41,1585,2315,802,3900,34.153333333,1
Durée cumulative,De 2 à 5 mois,15831,549,818,11,889,16,14726,2085,221,7580,10534,3380,18114,34.543612675,3.5073423871
Durée cumulative,De 6 à 11 mois,14151,521,1039,21,1169,23,13408,1288,404,7402,9522,2722,16924,35.757445048,8.1969392579
Durée cumulative,De 12 à 23 mois,7329,647,972,44,981,33,4346,424,1007,4599,5407,1811,10006,36.702078753,15.928742754
Durée cumulative,De 24 à 47 mois,8184,831,1467,84,1798,57,1565,1204,1913,6058,6363,2151,6497,38.873842686,35.937042106
Durée cumulative,De 48 à 119 mois,20802,1643,2727,352,5250,193,440,525,7363,14541,16426,1449,11656,42.047050086,81.292827849
Durée cumulative,120 mois et plus,37673,2002,1517,863,20016,702,40,0,11447,28299,34474,0,11703,50.916333455,251.09389387
Types de contraintes,Sans contraintes,107415,0,0,0,0,0,34204,3912,12281,43085,64330,10247,61186,38.951952707,102.02166364
Types de contraintes,État de santé,0,6313,0,0,0,0,32,52,625,3286,3027,627,4186,39.977348329,97.995564708
Types de contraintes,Grossesse ou enfant à charge,0,0,8662,0,0,0,1471,332,1120,8223,439,1400,5045,31.226622027,64.247056107
Types de contraintes,Enfant handicapé,0,0,0,1375,0,0,5,18,350,1207,168,8,365,41.927272727,160.96
Types de contraintes,Âge,0,0,0,0,30311,0,1865,1817,7896,13663,16648,0,7767,62.673055986,215.44762627
Types de contraintes,Autres,0,0,0,0,0,1029,5,11,124,600,429,33,251,46.837706511,199.86588921
Région,01 - Bas-Saint-Laurent,1456,171,108,37,580,30,9,14,20,1005,1377,117,889,45.939966415,182.62174643
Région,02 - Saguenay-Lac-Saint-Jean,2252,227,187,39,899,41,4,11,26,1640,2005,169,1381,45.53388203,187.61179698
Région,03 - Capitale-Nationale,5189,523,488,70,1709,87,629,268,708,3539,4527,504,3672,44.581453013,152.48549467
Région,04 - Mauricie,3981,245,371,66,1234,53,113,44,168,2603,3347,409,2127,44.113781513,183.13176471
Région,05 - Estrie,5334,494,561,94,1523,57,452,209,665,3624,4439,624,3340,43.205754682,146.25623217
Région,06 - Montréal,51345,1454,3128,447,11798,286,29724,3564,15512,30120,38338,6608,41443,41.897323907,92.739679804
Région,07 - Outaouais,4771,345,594,56,1446,59,471,293,728,3546,3725,496,2873,43.661257049,137.79218814
Région,08 - Abitibi-Témiscamingue,1085,126,117,18,371,14,3,19,8,797,934,88,682,44.696129405,168.26458694
Région,09 - Côte-Nord,568,49,69,12,224,7,6,10,9,434,495,41,382,45.973089343,182.40043057
Région,10 - Nord-du-Québec,498,16,66,0,96,3,0,0,5,308,371,54,289,43.444771723,137.09131075
Région,11 - Gaspésie-Îles-de-la-Madeleine,776,119,57,24,346,29,1,7,10,602,749,85,546,45.919319023,196.32494449
Région,12 - Chaudière-Appalaches,2371,246,212,49,667,34,153,54,76,1547,2032,184,1644,44.042749371,148.15590947
Région,13 - Laval,3987,204,316,44,1775,27,1671,473,1923,3284,3069,405,3189,46.86746419,98.344089407
Région,14 - Lanaudière,3856,464,498,94,1472,76,496,87,310,3122,3338,406,2873,44.986532508,155.80294118
Région,15 - Laurentides,4743,466,487,102,1698,58,427,127,423,3434,4120,410,3039,44.93222134,150.78938311
Région,16 - Montérégie,12139,913,1124,196,3681,142,2905,906,1636,8560,9635,1330,8352,43.74987634,130.34328112
Région,17 - Centre-du-Québec,3012,249,273,27,785,26,487,54,162,1870,2502,378,2028,42.381976212,143.45745654
Région,Région inconnue,52,2,6,0,7,0,31,2,7,29,38,7,51,38.23880597,66.597014925
