Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Collégial - DEC général,730,101,62,10,331,10,1,14,268,584,660,15,538,48.064308682,133.00080386
Diplôme maximum obtenu,Collégial - DEC professionnel,1050,138,93,24,451,20,5,19,373,936,840,13,827,48.532657658,123.41948198
Diplôme maximum obtenu,Universitaire - Certificat,374,49,18,3,198,5,7,19,207,315,332,0,336,50.316846986,129.54095827
Diplôme maximum obtenu,Universitaire - Baccalauréat,1471,163,120,35,818,21,30,183,1219,1300,1328,13,1239,50.638888889,108.37366819
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,419,40,21,7,202,2,10,98,393,306,385,2,384,50.481910275,89.91316932
Diplôme maximum obtenu,Inconnu,48194,789,2484,254,8334,142,40761,5121,6968,26919,33278,8551,47610,39.191089257,39.929730717
Durée cumulative,Premier mois,2788,97,100,2,108,3,2693,182,43,1183,1915,638,3098,33.721755972,1
Durée cumulative,De 2 à 5 mois,11591,515,529,16,727,21,10899,1205,257,5272,8127,2666,13399,34.654750355,3.4226434809
Durée cumulative,De 6 à 11 mois,15462,568,947,24,1104,23,13826,1990,434,7800,10328,3413,18128,34.959565313,8.5530119153
Durée cumulative,De 12 à 23 mois,15361,677,1553,53,1703,35,12058,1470,1109,8742,10640,3371,19382,36.465638221,16.025590754
Durée cumulative,De 24 à 47 mois,7530,880,1402,80,1679,62,1021,974,1977,5573,6060,1893,6901,39.086907934,35.579644116
Durée cumulative,De 48 à 119 mois,20009,1564,3025,351,5350,202,563,494,7398,14536,15965,1328,12342,42.370643585,81.286547982
Durée cumulative,120 mois et plus,36229,2046,1693,851,19550,665,44,0,11056,27565,33469,0,12189,50.903496412,251.36001245
Types de contraintes,Sans contraintes,108970,0,0,0,0,0,37586,4000,11985,43150,65820,11174,66627,38.66906488,97.719913738
Types de contraintes,État de santé,0,6347,0,0,0,0,29,74,674,3186,3161,657,4238,40.019851899,99.848117221
Types de contraintes,Grossesse ou enfant à charge,0,0,9249,0,0,0,1367,334,1270,8737,512,1443,5501,31.548167369,66.658665802
Types de contraintes,Enfant handicapé,0,0,0,1377,0,0,7,18,331,1205,172,8,403,42.006535948,158.64705882
Types de contraintes,Âge,0,0,0,0,30221,0,2107,1879,7886,13797,16424,0,8398,62.819628735,212.88299527
Types de contraintes,Autres,0,0,0,0,0,1011,8,10,128,596,415,27,272,46.828882295,196.38575668
Région,01 - Bas-Saint-Laurent,1415,165,125,38,556,29,10,16,26,996,1332,133,910,45.70790378,180.11383162
Région,02 - Saguenay-Lac-Saint-Jean,2214,248,221,42,850,36,15,13,27,1650,1961,180,1431,45.222376073,183.26419274
Région,03 - Capitale-Nationale,5433,505,509,72,1717,88,916,281,732,3621,4703,513,4115,44.31283037,146.27342624
Région,04 - Mauricie,3944,265,425,60,1182,44,220,53,170,2594,3326,428,2341,43.713513514,178.18141892
Région,05 - Estrie,5377,511,632,98,1497,56,552,202,683,3722,4449,636,3616,43.10598458,144.27805654
Région,06 - Montréal,51944,1480,3085,439,11859,285,30978,3767,15226,29981,39111,7264,44148,41.686736525,90.35609043
Région,07 - Outaouais,4784,354,656,61,1440,59,618,284,729,3584,3770,534,3181,43.449279304,134.60144139
Région,08 - Abitibi-Témiscamingue,1077,143,125,16,358,14,17,7,12,789,944,103,743,44.284477784,163.88863243
Région,09 - Côte-Nord,518,49,70,12,207,5,13,12,9,404,457,36,361,46.039488966,182.42392567
Région,10 - Nord-du-Québec,450,21,60,0,94,4,2,0,3,294,335,56,269,43.624801272,138.53259141
Région,11 - Gaspésie-Îles-de-la-Madeleine,766,110,66,21,336,27,0,2,10,606,720,70,569,46.026395173,193.40497738
Région,12 - Chaudière-Appalaches,2472,239,245,53,665,37,217,51,75,1623,2088,207,1826,43.50148208,141.09054163
Région,13 - Laval,4310,186,342,39,1804,26,2022,437,1953,3436,3271,471,3678,46.308483674,92.843148949
Région,14 - Lanaudière,3792,484,581,89,1502,71,588,103,313,3211,3308,440,3161,44.750728639,151.18944623
Région,15 - Laurentides,4755,428,536,112,1662,60,546,126,453,3437,4116,426,3290,44.831060506,147.29114259
Région,16 - Montérégie,12602,892,1275,197,3713,145,3770,883,1685,8782,10042,1417,9527,43.402146196,123.87776243
Région,17 - Centre-du-Québec,3070,265,291,28,771,25,598,76,162,1913,2537,389,2230,42.068539326,139.01752809
Région,Région inconnue,47,2,5,0,8,0,22,2,6,28,34,6,43,40,75.096774194
