Caracteristique,Valeur,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,468,601,1424,2479,1662,29.625416346,7.272354599
Situation familiale,Couples sans enfants,69,43,102,98,37,42.095,18.645
Situation familiale,Familles monoparentales,162,81,461,64,84,34.388571429,6.9542857143
Situation familiale,Couples avec enfants,402,128,333,333,42,38.342342342,12.334834835
Situation familiale,Conjoint d'étudiant,10,2,10,6,1,33.9375,7.4375
Sexe,Hommes,493,492,0,2980,986,32.088255034,8.5513422819
Sexe,Femmes,618,363,2330,0,840,31.140343348,7.9892703863
Âge,Moins de 20 ans,109,63,372,422,794,18.462216625,6.8312342569
Âge,De 20 à 24 ans,166,78,468,564,1032,21.75,7.2354651163
Âge,De 25 à 29 ans,129,111,371,522,0,26.957446809,7.5722284434
Âge,De 30 à 34 ans,142,123,317,399,0,31.973463687,7.9343575419
Âge,De 35 à 39 ans,168,130,274,309,0,36.97941681,7.885077187
Âge,De 40 à 44 ans,150,119,207,255,0,41.883116883,8.2748917749
Âge,De 45 à 49 ans,115,88,136,209,0,46.675362319,9.5043478261
Âge,De 50 à 54 ans,64,52,94,117,0,52.052132701,13.450236967
Âge,55 ans et plus,68,91,91,183,0,58.810218978,15.427007299
Âge,35 ans et moins,574,400,1583,1973,1826,24.83295838,7.3863892013
Âge,36 ans et plus,537,455,747,1007,0,45.538198404,10.166476625
Scolarité,Primaire,204,48,200,229,184,31.067599068,8.4615384615
Scolarité,Secondaire I à IV,100,159,623,1017,866,27.046341463,9.0182926829
Scolarité,Secondaire V,124,159,467,594,251,32.980207352,8.3675777568
Scolarité,Collégiale,39,114,196,240,42,36.54587156,8.3348623853
Scolarité,Universitaire,146,205,261,277,12,40.252788104,7.6802973978
Scolarité,Inconnue,498,170,583,623,471,31.437810945,7.4908789386
Diplôme maximum obtenu,Aucun diplôme,356,244,918,1335,1088,28.405681314,9.097647581
Diplôme maximum obtenu,Secondaire - DES,69,122,366,472,217,32.42124105,7.8579952267
Diplôme maximum obtenu,Secondaire - DEP,7,19,55,98,21,34.444444444,7.660130719
Diplôme maximum obtenu,Secondaire - ASP,0,0,0,2,0,33,14.5
Diplôme maximum obtenu,Collégial - AEC,6,24,33,54,1,38.988505747,8.8735632184
Diplôme maximum obtenu,Collégial - DEC général,5,18,32,38,5,34.728571429,6.6428571429
Diplôme maximum obtenu,Collégial - DEC professionnel,7,28,47,51,5,37.530612245,7.3469387755
Diplôme maximum obtenu,Universitaire - Certificat,4,12,25,21,0,39.391304348,6.2173913043
Diplôme maximum obtenu,Universitaire - Baccalauréat,57,77,112,100,7,39.764150943,8.6037735849
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,28,39,42,42,1,43.19047619,6.7857142857
Diplôme maximum obtenu,Inconnu,572,272,700,767,481,32.928425358,7.6196319018
Durée cumulative,Premier mois,88,71,184,225,152,31.266503667,1
Durée cumulative,De 2 à 3 mois,211,148,460,551,338,31.047477745,2.4678536103
Durée cumulative,De 4 à 6 mois,310,195,592,734,479,30.774509804,5.0414781297
Durée cumulative,De 7 à 9 mois,284,157,478,628,365,31.960216998,7.938517179
Durée cumulative,De 10 à 12 mois,131,126,311,397,264,30.833333333,10.88559322
Durée cumulative,Plus de 12 mois,87,158,305,445,228,34.690666667,24.029333333
Statut au programme,Participants,1039,776,2197,2877,1798,31.340559716,7.1726448561
Statut au programme,Non participants,72,79,133,103,28,38.805084746,32.644067797
Région,01 - Bas-Saint-Laurent,15,2,34,41,35,29.28,6.08
Région,02 - Saguenay-Lac-Saint-Jean,2,2,61,68,68,26.658914729,7.8294573643
Région,03 - Capitale-Nationale,158,36,218,272,164,31.353061224,7.6469387755
Région,04 - Mauricie,51,6,126,121,127,28.032388664,7.7975708502
Région,05 - Estrie,131,27,184,197,167,29.963254593,8.2335958005
Région,06 - Montréal,303,544,659,910,407,33.868706182,9.1765455704
Région,07 - Outaouais,75,53,171,232,105,33.573200993,8.6650124069
Région,08 - Abitibi-Témiscamingue,0,2,37,37,42,27.067567568,9.2162162162
Région,09 - Côte-Nord,0,0,13,20,13,28.696969697,13.060606061
Région,10 - Nord-du-Québec,0,0,9,10,9,27.157894737,11.578947368
Région,11 - Gaspésie-Îles-de-la-Madeleine,1,2,15,34,22,30,8.4693877551
Région,12 - Chaudière-Appalaches,7,6,55,105,52,32.1125,7.1
Région,13 - Laval,94,75,119,152,64,34.841328413,6.8487084871
Région,14 - Lanaudière,32,14,120,145,128,28.18490566,7.7283018868
Région,15 - Laurentides,30,19,117,151,95,31.417910448,8.3619402985
Région,16 - Montérégie,135,59,266,358,217,31.227564103,7.9134615385
Région,17 - Centre-du-Québec,75,8,123,125,109,28.806451613,7.8548387097
Région,Région inconnue,2,0,3,2,2,27.4,3.4
