Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,161,102,2221,10026,7200,1597,0,108,155,2454,8566,12741,5550,6979,41.919838551,132.75134932
Situation familiale,Couples sans enfants,8,8,36,186,541,66,588,46,82,341,711,722,33,417,56.146545708,173.78925331
Situation familiale,Familles monoparentales,14,8,43,297,504,39,0,2,10,176,753,152,17,215,44.351381215,146.20994475
Situation familiale,Couples avec enfants,6,9,26,82,204,22,302,16,38,258,324,327,22,224,44.846390169,132.48387097
Situation familiale,Conjoint d'étudiant,0,0,0,1,1,0,0,0,0,0,1,1,0,0,38,173.5
Sexe,Hommes,112,57,1221,6666,4525,1004,358,95,113,1727,0,13943,3616,4775,41.590403787,127.03306319
Sexe,Femmes,77,70,1105,3926,3925,720,532,77,172,1502,10355,0,2006,3060,44.727957508,147.29744085
Âge,Moins de 20 ans,5,8,408,658,201,179,1,2,15,117,534,926,1460,1438,18.58630137,11.329452055
Âge,De 20 à 24 ans,25,13,1041,2202,615,245,21,10,28,340,1472,2690,4162,998,21.67659779,39.988707352
Âge,De 25 à 29 ans,13,11,238,904,235,82,29,7,23,179,546,966,0,544,26.957671958,61.196428571
Âge,De 30 à 34 ans,7,12,139,905,292,75,55,15,17,181,559,926,0,525,32.068013468,90.268013468
Âge,De 35 à 39 ans,16,12,114,789,341,73,51,8,10,181,568,828,0,469,37.030802292,119.35100287
Âge,De 40 à 44 ans,23,12,93,934,522,78,95,12,22,252,783,974,0,580,42.117245304,138.87933978
Âge,De 45 à 49 ans,12,8,79,976,796,94,110,16,31,283,988,1087,0,601,47.038554217,164.06650602
Âge,De 50 à 54 ans,19,11,69,960,1075,133,111,11,17,372,1129,1249,0,643,52.144659378,188.95332212
Âge,55 ans et plus,69,40,145,2264,4373,765,417,91,122,1324,3776,4297,0,2037,60.698377307,208.91143317
Âge,35 ans et moins,51,48,1849,4822,1408,598,111,35,87,849,3233,5654,5622,3599,24.205581186,49.224597727
Âge,36 ans et plus,138,79,477,5770,7042,1126,779,137,198,2380,7122,8289,0,4236,53.723833625,185.51865551
Scolarité,Primaire,13,19,563,894,679,155,86,2,43,356,980,1429,1063,859,36.283935243,118.5475301
Scolarité,Secondaire I à IV,60,31,656,3662,3158,547,314,4,16,628,3301,5127,1430,2579,44.072971049,175.5450878
Scolarité,Secondaire V,46,31,123,2383,2221,376,178,2,18,627,2458,2900,345,1609,48.361702128,151.57801418
Scolarité,Collégiale,15,11,2,981,627,114,57,2,2,280,909,898,54,569,48.179856115,129.29662424
Scolarité,Universitaire,12,7,2,668,446,60,53,6,17,414,628,620,3,439,51.072115385,115.66907051
Scolarité,Inconnue,43,28,980,2004,1319,472,202,156,189,924,2079,2969,2727,1780,34.523969889,67.603605388
Diplôme maximum obtenu,Aucun diplôme,86,58,1271,4978,4260,780,435,7,64,1228,4747,7121,2612,3731,42.863329963,161.6970846
Diplôme maximum obtenu,Secondaire - DES,30,22,57,1858,1459,242,126,1,12,386,1824,1970,237,1173,47.218766473,143.00790722
Diplôme maximum obtenu,Secondaire - DEP,7,4,12,423,514,84,32,0,2,69,456,620,9,314,51.73605948,176.39126394
Diplôme maximum obtenu,Secondaire - ASP,1,1,2,29,31,4,1,0,0,2,30,39,2,23,49.652173913,191.46376812
