Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,05 - Estrie,8,10,187,775,518,91,56,0,12,116,721,924,406,553,41.586018237,134.10577508
Région,06 - Montréal,77,54,556,2932,2189,491,292,129,125,1966,2667,3924,1340,2170,44.00667577,131.77393415
Région,07 - Outaouais,10,5,84,465,374,82,53,3,17,101,470,603,196,317,44.364398882,139.87884436
Région,08 - Abitibi-Témiscamingue,5,0,70,190,170,37,8,0,0,7,207,273,87,167,44.014583333,148.29583333
Région,09 - Côte-Nord,0,1,14,72,82,25,3,0,0,2,83,114,43,54,44.710659898,156.55837563
Région,10 - Nord-du-Québec,0,0,10,38,41,4,3,0,0,2,36,60,30,42,37.0625,104.21875
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,2,34,176,197,34,8,0,0,6,205,249,97,152,44.31277533,153.49118943
Région,12 - Chaudière-Appalaches,6,2,113,413,338,92,26,2,0,25,439,551,228,316,42.627272727,135.3040404
Région,13 - Laval,10,9,125,361,406,80,74,10,45,345,463,602,297,358,43.636619718,103.71455399
Région,14 - Lanaudière,9,4,131,560,591,87,56,4,4,81,652,786,387,470,41.938108484,136.76147427
Région,15 - Laurentides,5,5,165,705,608,114,47,5,7,75,715,934,428,473,42.480897514,135.86294724
Région,16 - Montérégie,35,26,381,1707,1176,251,125,15,48,324,1579,2122,1061,1222,40.534450149,124.74088084
Région,17 - Centre-du-Québec,4,4,72,387,315,50,22,0,1,25,380,474,192,240,42.469555035,137.44847775
Région,Région inconnue,0,0,6,11,5,2,1,0,0,3,11,14,8,8,39.76,152.44
