Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,168,101,2208,9999,7202,1659,0,112,148,2484,8594,12743,5528,7040,41.959132024,132.71917327
Situation familiale,Couples sans enfants,9,8,39,182,536,70,590,46,83,343,711,723,36,433,55.854253835,173.67642957
Situation familiale,Familles monoparentales,15,8,43,297,489,46,0,3,9,169,744,154,15,214,44.188195991,145.25612472
Situation familiale,Couples avec enfants,4,9,26,81,204,22,302,16,40,262,323,325,21,227,44.705246914,129.62654321
Situation familiale,Conjoint d'étudiant,0,0,0,1,2,1,0,0,0,0,1,3,1,2,31.25,89.75
Sexe,Hommes,113,57,1216,6639,4517,1049,357,99,115,1736,0,13948,3611,4812,41.59119587,126.8548179
Sexe,Femmes,83,69,1100,3921,3916,749,535,78,165,1522,10373,0,1990,3104,44.735177866,147.14229249
Âge,Moins de 20 ans,4,9,395,673,200,176,1,3,12,121,529,929,1458,1444,18.585048011,11.444444444
Âge,De 20 à 24 ans,27,12,1039,2181,614,247,23,10,27,334,1461,2682,4143,1019,21.6797007,39.813178856
Âge,De 25 à 29 ans,13,11,237,904,238,80,30,8,22,183,551,962,0,537,26.96827495,60.998678123
Âge,De 30 à 34 ans,8,12,142,903,295,78,57,15,17,181,561,934,0,541,32.066220736,90.353177258
Âge,De 35 à 39 ans,17,12,117,804,350,78,52,10,11,185,587,843,0,497,37.03986014,118.7951049
Âge,De 40 à 44 ans,23,11,92,935,523,87,96,12,24,252,784,983,0,581,42.135257499,138.60950764
Âge,De 45 à 49 ans,12,11,79,961,787,101,109,16,32,288,989,1071,0,585,47.04368932,164.30873786
Âge,De 50 à 54 ans,20,12,66,945,1078,151,114,11,18,377,1133,1253,0,640,52.141659681,187.80678961
Âge,55 ans et plus,72,36,149,2254,4348,800,410,92,117,1337,3778,4291,0,2072,60.695749163,208.86032966
Âge,35 ans et moins,53,47,1837,4819,1413,598,116,37,83,849,3227,5656,5601,3635,24.231453338,49.259822132
Âge,36 ans et plus,143,79,479,5741,7020,1200,776,140,197,2409,7146,8292,0,4281,53.692447208,185.13427905
Scolarité,Primaire,13,18,561,884,677,162,84,3,41,368,982,1417,1056,868,36.365568987,118.06169237
Scolarité,Secondaire I à IV,61,34,653,3689,3147,565,310,5,16,622,3309,5150,1444,2608,44.006856602,175.0328644
Scolarité,Secondaire V,49,31,122,2369,2238,401,181,2,18,640,2477,2914,346,1637,48.366536821,151.13318494
Scolarité,Collégiale,14,11,3,975,619,122,61,2,2,282,913,892,50,566,48.100831025,128.98559557
Scolarité,Universitaire,12,6,2,663,441,65,51,5,17,414,622,618,3,441,51.131451613,115.86290323
Scolarité,Inconnue,47,26,975,1980,1311,483,205,160,186,932,2070,2957,2702,1796,34.551024468,67.753530933
Diplôme maximum obtenu,Aucun diplôme,88,60,1264,4990,4245,808,430,9,62,1234,4766,7119,2621,3774,42.837105595,161.22095078
Diplôme maximum obtenu,Secondaire - DES,31,22,58,1850,1471,263,129,1,13,395,1835,1989,231,1187,47.220711297,142.66893305
Diplôme maximum obtenu,Secondaire - DEP,8,4,13,421,522,87,29,0,1,70,456,628,12,322,51.734317343,176.52306273
Diplôme maximum obtenu,Secondaire - ASP,1,1,2,30,30,5,1,0,0,2,30,40,2,27,49.757142857,184.41428571
Diplôme maximum obtenu,Collégial - AEC,2,1,0,166,126,35,11,1,0,43,166,175,1,109,50.712609971,128.63636364
Diplôme maximum obtenu,Collégial - DEC général,1,5,0,198,89,17,7,0,1,49,150,167,5,103,47.738170347,131.34700315
Diplôme maximum obtenu,Collégial - DEC professionnel,0,1,0,243,133,24,19,1,0,60,234,186,3,117,49.19047619,120.6
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,69,57,7,5,0,0,25,84,56,0,57,52.535714286,138.96428571
Diplôme maximum obtenu,Universitaire - Baccalauréat,5,1,1,265,186,25,16,1,8,162,255,244,1,169,50.929859719,108.48296593
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,2,0,55,46,1,5,1,2,51,51,59,0,42,53.536363636,98.572727273
Diplôme maximum obtenu,Inconnu,58,28,978,2273,1528,526,240,163,193,1167,2346,3285,2725,2009,36.077783697,72.661339016
Durée cumulative,Premier mois,0,1,4,6,9,10,4,0,1,5,14,20,23,34,27.882352941,1
Durée cumulative,De 2 à 5 mois,4,1,101,205,118,61,14,2,26,68,187,317,383,504,25.533730159,3.7242063492
Durée cumulative,De 6 à 11 mois,15,3,164,331,197,98,28,21,27,109,339,497,579,836,27.566985646,8.5406698565
Durée cumulative,De 12 à 23 mois,7,7,304,758,471,204,81,45,83,250,705,1127,1123,1832,29.81441048,17.54639738
Durée cumulative,De 24 à 47 mois,21,22,570,1698,987,376,124,49,124,529,1461,2337,2008,828,32.462085308,35.301211164
Durée cumulative,De 48 à 119 mois,69,46,716,3324,2154,491,237,50,19,1312,2849,4188,1485,1632,41.078158306,75.987352565
Durée cumulative,120 mois et plus,80,46,457,4238,4497,558,404,10,0,985,4818,5462,0,2250,52.559435798,251.52577821
Types de diagnostics,Visuel,196,0,0,0,0,0,0,6,7,51,83,113,31,59,46.056122449,131.06632653
Types de diagnostics,Auditif et de la parole,0,126,0,0,0,0,0,3,6,30,69,57,21,53,42.547619048,121
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2316,0,0,0,0,13,34,234,1100,1216,1434,988,28.023316062,85.243523316
Types de diagnostics,Santé mentale,0,0,0,10560,0,0,0,23,31,1161,3921,6639,2854,3278,38.972064394,128.09801136
Types de diagnostics,Physique,0,0,0,0,8433,0,0,89,118,1239,3916,4517,814,2301,50.507055615,165.05383612
Types de diagnostics,Autres,0,0,0,0,0,1798,0,12,15,280,749,1049,423,916,45.491101224,103.38097887
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,892,31,69,263,535,357,24,321,51.118834081,142.18161435
Région,01 - Bas-Saint-Laurent,1,0,70,310,254,53,30,0,1,8,307,411,146,235,44.78551532,157.68523677
Région,02 - Saguenay-Lac-Saint-Jean,6,0,108,323,327,53,33,0,0,16,385,465,210,283,42.228235294,153.08470588
Région,03 - Capitale-Nationale,12,9,126,815,578,165,32,4,25,129,725,1012,353,583,43.779504893,146.7035118
Région,04 - Mauricie,4,6,89,430,389,68,33,0,3,28,449,570,214,321,43.603532875,169.04121688
Région,05 - Estrie,8,8,181,761,511,103,50,1,14,118,707,915,405,559,41.397040691,130.64118372
Région,06 - Montréal,78,52,541,2857,2135,490,283,129,115,1946,2602,3834,1290,2103,44.121348664,131.54179615
Région,07 - Outaouais,12,5,79,478,383,83,60,3,19,109,490,610,191,338,44.47,138.81727273
Région,08 - Abitibi-Témiscamingue,5,0,69,192,169,32,7,0,0,7,203,271,88,163,43.907172996,148.87974684
Région,09 - Côte-Nord,0,2,14,73,86,25,3,0,0,3,87,116,44,64,44.310344828,149.49753695
Région,10 - Nord-du-Québec,0,0,10,39,39,5,3,0,0,2,34,62,28,39,38.333333333,114.40625
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,2,36,175,193,37,9,0,0,5,209,246,94,158,44.501098901,153.54945055
Région,12 - Chaudière-Appalaches,6,2,107,395,333,91,25,3,1,28,416,543,216,315,42.648592284,134.90615224
Région,13 - Laval,9,7,125,366,401,80,73,10,44,339,459,602,295,353,43.477851084,106.14231857
Région,14 - Lanaudière,9,4,129,572,594,89,55,4,4,85,653,799,386,471,41.944214876,136.64944904
Région,15 - Laurentides,5,5,166,690,594,114,50,5,4,75,717,907,416,474,42.530172414,135.0658867
Région,16 - Montérégie,34,22,382,1693,1139,260,126,18,49,335,1555,2101,1034,1218,40.592724289,123.87117068
Région,17 - Centre-du-Québec,4,2,77,379,302,48,19,0,1,22,364,467,183,229,42.515042118,138.67027677
Région,Région inconnue,0,0,7,12,6,2,1,0,0,3,11,17,8,10,40.107142857,158.28571429
