Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Secondaire - ASP,1,1,2,30,32,5,1,0,0,2,30,42,2,26,50.152777778,184.08333333
Diplôme maximum obtenu,Collégial - AEC,2,1,0,165,125,34,11,1,0,43,163,175,1,112,50.949704142,129.55621302
Diplôme maximum obtenu,Collégial - DEC général,1,5,0,199,93,19,7,0,1,51,156,168,4,105,47.694444444,131.66358025
Diplôme maximum obtenu,Collégial - DEC professionnel,1,1,0,245,133,25,20,1,0,57,239,186,2,117,49.28,121.36
Diplôme maximum obtenu,Universitaire - Certificat,1,1,0,71,57,9,5,0,0,24,86,58,0,54,52.416666667,137.64583333
Diplôme maximum obtenu,Universitaire - Baccalauréat,4,2,1,271,189,24,16,2,9,166,259,248,1,176,50.871794872,106.14201183
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,2,0,54,43,1,5,1,2,49,48,58,0,38,54.028301887,98.20754717
Diplôme maximum obtenu,Inconnu,57,28,978,2277,1523,541,243,171,194,1165,2351,3296,2738,2047,36.017354347,72.411723039
Durée cumulative,Premier mois,0,0,4,10,5,8,1,0,0,4,14,14,20,28,26.25,1
Durée cumulative,De 2 à 5 mois,3,1,94,215,112,60,20,4,25,71,188,317,381,505,25.388118812,3.6198019802
Durée cumulative,De 6 à 11 mois,13,2,173,345,207,106,24,16,30,111,342,528,602,870,27.209195402,8.4068965517
Durée cumulative,De 12 à 23 mois,8,8,304,755,472,208,81,49,83,252,719,1117,1125,1836,29.880174292,17.525054466
Durée cumulative,De 24 à 47 mois,26,24,591,1703,994,374,128,53,133,537,1467,2373,2026,826,32.4296875,35.382291667
Durée cumulative,De 48 à 119 mois,68,46,699,3316,2174,508,242,55,15,1315,2874,4179,1461,1669,41.134127322,76.291081809
Durée cumulative,120 mois et plus,76,46,455,4192,4433,586,390,10,0,978,4758,5420,0,2227,52.525938298,251.18775791
Types de diagnostics,Visuel,194,0,0,0,0,0,0,5,8,54,83,111,29,60,45.618556701,125.51030928
Types de diagnostics,Auditif et de la parole,0,127,0,0,0,0,0,3,6,29,72,55,22,53,42.535433071,121.07086614
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2320,0,0,0,0,13,31,236,1098,1222,1436,994,28.016810345,84.482327586
Types de diagnostics,Santé mentale,0,0,0,10536,0,0,0,24,31,1172,3914,6622,2858,3286,38.880030372,127.38107441
Types de diagnostics,Physique,0,0,0,0,8397,0,0,96,125,1230,3889,4508,820,2308,50.392997499,164.00178635
Types de diagnostics,Autres,0,0,0,0,0,1850,0,12,14,284,771,1079,426,940,45.358378378,104.24378378
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,886,34,71,263,535,351,24,320,51.232505643,140.06659142
Région,01 - Bas-Saint-Laurent,1,0,69,312,255,54,27,0,1,9,304,414,147,237,44.635097493,154.77437326
Région,02 - Saguenay-Lac-Saint-Jean,6,0,109,322,321,56,33,0,0,16,386,461,211,285,42.023612751,151.94214876
Région,03 - Capitale-Nationale,11,8,130,815,582,178,33,4,27,133,731,1026,358,594,43.564598748,144.87194081
Région,04 - Mauricie,5,6,88,423,395,73,33,0,3,31,447,576,216,323,43.757575758,167.86608016
Région,05 - Estrie,8,9,185,750,519,111,51,1,18,121,712,921,410,567,41.217391304,129.34415187
Région,06 - Montréal,77,50,536,2835,2111,503,276,136,116,1928,2578,3810,1280,2086,44.076393237,130.98591108
Région,07 - Outaouais,12,5,78,480,393,85,59,4,19,114,500,612,190,356,44.506294964,140.15107914
Région,08 - Abitibi-Témiscamingue,4,0,71,191,173,32,7,0,0,6,206,272,91,161,43.675732218,146.62343096
Région,09 - Côte-Nord,0,2,14,83,82,23,3,0,0,3,88,119,46,71,43.570048309,141.61835749
Région,10 - Nord-du-Québec,0,0,10,38,42,5,3,0,0,3,37,61,27,45,38.826530612,113.71428571
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,2,34,178,185,37,10,0,0,5,203,246,90,159,44.68596882,154.51224944
Région,12 - Chaudière-Appalaches,6,2,107,396,332,95,27,3,1,29,423,542,214,322,42.549222798,133.18134715
Région,13 - Laval,10,9,129,368,396,76,74,10,47,339,461,601,297,355,43.390772128,106.56967985
Région,14 - Lanaudière,9,4,129,568,598,86,53,4,4,82,645,802,381,459,42.015894955,137.80234969
Région,15 - Laurentides,4,5,166,693,579,119,50,5,4,80,716,900,419,465,42.295792079,133.24009901
Région,16 - Montérégie,34,22,381,1694,1122,266,125,18,46,341,1548,2096,1047,1232,40.407793633,122.35373216
Région,17 - Centre-du-Québec,4,3,77,377,304,50,20,0,0,25,366,469,181,230,42.473053892,138.43832335
Région,Région inconnue,0,0,7,13,8,1,2,2,0,3,11,20,10,14,41.096774194,135.5483871
