Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,164,102,2323,10399,7670,1389,0,116,160,2488,8904,13143,5767,7166,42.11960811,135.5858847
Situation familiale,Couples sans enfants,9,11,41,192,583,50,613,39,104,359,743,756,28,447,56.399599733,175.49766511
Situation familiale,Familles monoparentales,12,8,36,308,536,23,0,0,9,195,757,166,16,226,44.594799567,147.67172264
Situation familiale,Couples avec enfants,9,8,35,94,225,9,330,12,49,263,357,353,20,234,44.974647887,138.42112676
Situation familiale,Conjoint d'étudiant,0,0,0,2,3,0,0,0,0,1,3,2,0,3,40.4,95
Sexe,Hommes,114,57,1288,6862,4848,865,386,98,139,1730,0,14420,3768,4934,41.715048544,129.00429958
Sexe,Femmes,80,72,1147,4133,4169,606,557,69,183,1576,10764,0,2063,3142,45.04998142,151.16555184
Âge,Moins de 20 ans,2,6,404,637,193,289,1,0,15,133,562,970,1532,1501,18.565274151,11.676240209
Âge,De 20 à 24 ans,25,11,1129,2274,609,235,16,10,31,341,1501,2798,4299,962,21.695045359,40.651314259
Âge,De 25 à 29 ans,14,12,246,905,235,50,37,11,24,172,535,964,0,562,26.973982655,62.743162108
Âge,De 30 à 34 ans,10,12,139,869,309,54,54,8,19,163,544,903,0,530,32.020041465,91.09813407
Âge,De 35 à 39 ans,16,14,108,816,351,34,55,9,15,181,560,834,0,487,37.034433286,121.57388809
Âge,De 40 à 44 ans,23,7,92,971,567,52,98,13,21,268,813,997,0,550,42.078453039,141.88453039
Âge,De 45 à 49 ans,12,15,78,1034,808,67,109,12,27,299,1011,1112,0,658,47.038624588,164.63259538
Âge,De 50 à 54 ans,21,14,69,1016,1158,80,124,8,22,363,1171,1311,0,665,52.188154714,192.57010475
Âge,55 ans et plus,71,38,170,2473,4787,610,449,96,148,1386,4067,4531,0,2161,60.571179344,211.1083973
Âge,35 ans et moins,53,46,1935,4851,1412,635,113,30,93,845,3258,5787,5831,3646,24.085793256,49.383084577
Âge,36 ans et plus,141,83,500,6144,7605,836,830,137,229,2461,7506,8633,0,4430,53.819505546,188.40807981
Scolarité,Primaire,13,15,617,925,724,142,100,2,59,377,1046,1490,1086,920,37.216876972,125.65536278
Scolarité,Secondaire I à IV,64,33,661,3736,3376,416,326,4,22,624,3372,5240,1421,2594,44.500348351,179.42556897
Scolarité,Secondaire V,46,31,124,2514,2370,280,195,3,19,656,2560,3000,346,1654,48.499100719,153.8676259
Scolarité,Collégiale,15,11,2,1035,674,74,59,1,4,279,956,914,54,593,48.155614973,131.85775401
Scolarité,Universitaire,11,9,2,673,464,40,52,5,16,413,626,625,0,426,51.254196643,117.78657074
Scolarité,Inconnue,45,30,1029,2112,1409,519,211,152,202,957,2204,3151,2924,1889,34.548085901,69.856956116
Diplôme maximum obtenu,Aucun diplôme,91,57,1335,5154,4562,613,473,8,85,1292,4934,7351,2630,3820,43.31965812,165.42889703
Diplôme maximum obtenu,Secondaire - DES,28,23,57,1917,1545,187,127,1,14,367,1863,2021,235,1205,47.348867147,145.08470649
Diplôme maximum obtenu,Secondaire - DEP,8,3,8,433,551,71,35,0,1,66,483,626,8,326,52.054102795,182.49504058
Diplôme maximum obtenu,Secondaire - ASP,1,0,2,27,33,1,1,0,0,0,24,41,2,25,50.230769231,194.29230769
Diplôme maximum obtenu,Collégial - AEC,2,1,0,166,130,13,9,0,0,39,157,164,2,106,50.510903427,133.06853583
Diplôme maximum obtenu,Collégial - DEC général,2,4,1,208,95,8,7,0,1,47,169,156,8,101,48.138461538,138.45230769
Diplôme maximum obtenu,Collégial - DEC professionnel,0,1,0,271,152,15,17,1,0,57,252,204,5,136,49.423245614,121.43859649
Diplôme maximum obtenu,Universitaire - Certificat,1,0,0,71,54,1,5,0,0,27,78,54,0,46,52.416666667,140.4469697
Diplôme maximum obtenu,Universitaire - Baccalauréat,2,2,1,282,202,19,20,1,8,170,262,266,0,183,51.100378788,109.6875
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1,3,0,59,47,0,7,1,3,58,53,64,0,45,53.170940171,97.264957265
Diplôme maximum obtenu,Inconnu,58,35,1031,2407,1646,543,242,155,210,1183,2489,3473,2941,2083,36.037235827,74.747903388
Durée cumulative,Premier mois,0,0,16,15,10,13,2,0,5,11,24,32,43,56,24.535714286,1
Durée cumulative,De 2 à 5 mois,2,3,83,183,112,76,18,3,30,60,186,291,355,477,25.610062893,3.679245283
Durée cumulative,De 6 à 11 mois,4,3,158,321,208,105,23,6,27,102,296,526,586,822,26.739659367,8.5206812652
