Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Durée cumulative,De 12 à 23 mois,9,12,308,733,463,212,71,50,78,235,724,1084,1121,1808,29.994469027,17.612831858
Durée cumulative,De 24 à 47 mois,21,15,564,1684,928,353,112,37,106,498,1395,2282,2097,800,31.878433506,35.169431602
Durée cumulative,De 48 à 119 mois,78,51,832,3531,2361,331,262,62,76,1338,3030,4416,1629,1654,40.951920494,75.10918614
Durée cumulative,120 mois et plus,80,45,474,4528,4935,381,455,9,0,1062,5109,5789,0,2459,52.716461736,253.087539
Types de diagnostics,Visuel,194,0,0,0,0,0,0,5,7,52,80,114,27,51,45.690721649,134.36597938
Types de diagnostics,Auditif et de la parole,0,129,0,0,0,0,0,2,5,32,72,57,17,48,43.542635659,119.5503876
Types de diagnostics,Intellectuel et d'apprentissage,0,0,2435,0,0,0,0,8,40,237,1147,1288,1533,1016,28.036550308,87.326488706
Types de diagnostics,Santé mentale,0,0,0,10995,0,0,0,25,35,1191,4133,6862,2911,3395,39.43374261,131.29740791
Types de diagnostics,Physique,0,0,0,0,9017,0,0,97,150,1316,4169,4848,802,2439,50.994233115,168.26860375
Types de diagnostics,Autres,0,0,0,0,0,1471,0,5,8,203,606,865,524,812,41.968048946,90.290958532
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,943,25,77,275,557,386,17,315,51.511134677,147.98303287
Région,01 - Bas-Saint-Laurent,1,0,85,337,258,37,28,0,1,12,314,432,159,240,44.356568365,158.85656836
Région,02 - Saguenay-Lac-Saint-Jean,4,0,115,321,329,48,31,0,0,16,400,448,202,320,42.476415094,156.04245283
Région,03 - Capitale-Nationale,11,5,129,848,620,119,30,3,20,118,736,1026,370,572,43.491486947,149.76276958
Région,04 - Mauricie,1,5,89,461,408,50,37,0,3,29,456,595,224,346,43.663177926,169.7849667
Région,05 - Estrie,12,8,191,762,535,89,65,0,21,113,722,940,401,522,42.235258724,138.23646209
Région,06 - Montréal,73,50,586,3011,2337,401,297,114,144,1981,2727,4028,1352,2184,44.213175426,134.96980015
Région,07 - Outaouais,10,6,90,496,420,62,51,1,17,100,494,641,209,304,44.637004405,141.80440529
Région,08 - Abitibi-Témiscamingue,4,0,72,194,180,28,9,0,0,8,213,274,89,169,44,143.83778234
Région,09 - Côte-Nord,0,1,13,72,85,23,4,0,0,2,78,120,35,62,46.303030303,164.47474747
Région,10 - Nord-du-Québec,0,0,8,37,35,3,4,0,0,2,31,56,23,37,39.103448276,117.94252874
Région,11 - Gaspésie-Îles-de-la-Madeleine,2,2,34,189,208,34,11,0,0,6,214,266,95,154,45.389583333,162.54166667
Région,12 - Chaudière-Appalaches,6,4,118,435,340,86,28,2,1,25,458,559,244,330,42.759095379,136.41199607
Région,13 - Laval,12,11,112,379,429,73,86,11,44,385,493,609,304,383,44.494555354,100.2168784
Région,14 - Lanaudière,9,5,148,562,617,73,53,5,4,75,664,803,408,452,42.141104294,139.34083163
Région,15 - Laurentides,8,5,168,743,651,99,51,7,10,71,753,972,457,524,42.48057971,136.75768116
Région,16 - Montérégie,37,22,396,1749,1243,195,132,24,53,337,1631,2143,1067,1214,40.812665607,128.38738739
Région,17 - Centre-du-Québec,4,5,78,388,315,48,24,0,4,23,368,494,185,258,42.754060325,143.23781903
Région,Région inconnue,0,0,3,11,7,3,2,0,0,3,12,14,7,5,39,131.61538462
