Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,33392,2915,15266,49180,89564,17888,72600,43.023683907,121.94554719
Situation familiale,Couples sans enfants,5014,1051,2781,6783,6830,627,6870,50.42716521,127.86064791
Situation familiale,Familles monoparentales,2782,696,4177,19080,2278,1366,10198,38.260979492,106.263461
Situation familiale,Couples avec enfants,8357,1050,3687,8509,8338,787,10935,39.414139016,75.783641004
Situation familiale,Conjoint d'étudiant,0,11,28,33,33,1,42,39.924242424,67.606060606
Sexe,Hommes,30618,2052,11789,0,107043,12104,59113,42.350877685,112.3763908
Sexe,Femmes,18927,3671,14150,83585,0,8565,41532,43.144116767,121.80939164
Âge,Moins de 20 ans,1364,119,168,1517,2065,3582,3530,18.618927973,10.040759352
Âge,De 20 à 24 ans,7448,477,739,7048,10039,17087,11591,22.110376309,24.448352549
Âge,De 25 à 29 ans,9388,512,1018,8803,11583,0,15054,27.117629746,36.633964485
Âge,De 30 à 34 ans,9467,601,1488,10231,12924,0,16047,32.007125891,54.456402505
Âge,De 35 à 39 ans,7540,584,1966,9252,11986,0,13490,37.000800452,74.686458235
Âge,De 40 à 44 ans,5603,532,2636,9042,11709,0,11578,41.995036384,103.4233049
Âge,De 45 à 49 ans,3475,456,2893,8071,10258,0,8761,46.937476131,139.59435867
Âge,De 50 à 54 ans,1971,355,3459,7529,9710,0,6640,52.053715413,181.49376414
Âge,55 ans et plus,3289,2087,11572,22092,26769,0,13954,61.116125335,211.40269335
Âge,35 ans et moins,29267,1831,3753,29475,39055,20669,49054,27.573880053,40.15953597
Âge,36 ans et plus,20278,3892,22186,54110,67988,0,51591,51.187799964,159.36715589
Scolarité,Primaire,96,439,3038,4782,5361,1674,3427,44.611751947,162.97574682
Scolarité,Secondaire I à IV,145,205,5548,25144,34570,4826,21566,43.518052718,179.49011957
Scolarité,Secondaire V,315,227,5253,15121,18166,1144,13073,47.277555803,155.44152372
Scolarité,Collégiale,140,120,2277,5157,5318,187,4493,47.541479714,131.29346062
Scolarité,Universitaire,423,492,3485,3791,4392,45,3968,49.742759379,109.92631064
Scolarité,Inconnue,48426,4240,6338,29590,39236,12793,54118,37.916804696,34.731060936
Diplôme maximum obtenu,Aucun diplôme,471,729,10909,32963,43386,6764,26902,44.203984335,176.61476902
Diplôme maximum obtenu,Secondaire - DES,85,142,2825,10665,12201,886,9526,45.922155165,143.65485874
Diplôme maximum obtenu,Secondaire - DEP,10,15,616,2917,4069,76,2992,48.421271114,166.43801889
Diplôme maximum obtenu,Secondaire - ASP,0,0,36,180,330,3,203,48.907843137,193.76470588
Diplôme maximum obtenu,Collégial - AEC,12,18,400,978,1083,12,981,48.7142164,128.11693353
Diplôme maximum obtenu,Collégial - DEC général,12,15,324,746,818,27,643,47.826086957,132.07097187
Diplôme maximum obtenu,Collégial - DEC professionnel,15,16,411,1186,1049,21,959,48.659955257,121.85011186
Diplôme maximum obtenu,Universitaire - Certificat,8,14,246,404,390,1,397,50.45465995,127.33375315
Diplôme maximum obtenu,Universitaire - Baccalauréat,69,155,1426,1564,1615,11,1473,50.322113872,106.2239698
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,20,91,482,363,478,2,458,50.887039239,90.24019025
Diplôme maximum obtenu,Inconnu,48843,4528,8264,31619,41624,12866,56111,38.564504458,39.897205194
Durée cumulative,Premier mois,2839,204,54,1169,2135,718,3304,33.961864407,0.9996973366
Durée cumulative,De 2 à 5 mois,14231,977,306,6693,10358,3434,17051,34.750747757,3.5590874436
Durée cumulative,De 6 à 11 mois,13023,938,618,7081,10219,3805,17300,34.66416185,8.1706936416
Durée cumulative,De 12 à 23 mois,16907,1940,1510,11491,15250,5619,26741,35.553606821,16.855914139
