Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,38411,3538,15755,51281,94102,18690,77827,42.767503766,116.73777539
Situation familiale,Couples sans enfants,5729,1159,2845,7137,7197,662,7497,49.969094461,118.7053858
Situation familiale,Familles monoparentales,3082,764,4354,19785,2310,1387,10567,38.282869427,104.15016972
Situation familiale,Couples avec enfants,8725,1310,3610,8751,8583,717,10776,39.602630668,73.098823122
Situation familiale,Conjoint d'étudiant,1,11,26,34,28,1,41,39.983870968,65.048387097
Sexe,Hommes,34928,2512,12095,0,112220,12668,62883,42.118561754,107.35582784
Sexe,Femmes,21020,4270,14495,86988,0,8789,43825,43.019623396,117.23531981
Âge,Moins de 20 ans,1401,140,170,1502,2172,3674,3610,18.635547088,10.144256941
Âge,De 20 à 24 ans,8067,616,737,7287,10496,17783,11975,22.095428218,24.108136985
Âge,De 25 à 29 ans,10293,654,1111,9315,12343,0,15722,27.118939884,35.487210269
Âge,De 30 à 34 ans,10598,748,1589,10806,13892,0,16935,32.019029881,52.295772937
Âge,De 35 à 39 ans,8499,725,2047,9887,12817,0,14449,36.981148696,71.453532417
Âge,De 40 à 44 ans,6580,694,2709,9553,12481,0,12526,41.984387764,97.98012163
Âge,De 45 à 49 ans,4161,531,2966,8438,11054,0,9599,46.934126821,133.64703468
Âge,De 50 à 54 ans,2388,408,3502,7764,9967,0,7179,52.051717331,175.91641757
Âge,55 ans et plus,3961,2266,11759,22436,26998,0,14713,61.227596391,206.61835983
Âge,35 ans et moins,32191,2307,3980,30988,41494,21457,51301,27.633798736,39.028117326
Âge,36 ans et plus,23757,4475,22610,56000,70726,0,55407,51.021755599,153.21797421
Scolarité,Primaire,133,491,3052,4825,5338,1660,3534,44.294794844,158.07310833
Scolarité,Secondaire I à IV,202,228,5671,25521,34765,4892,22389,43.410261089,177.37030156
Scolarité,Secondaire V,450,305,5347,15364,18414,1172,13704,47.108028895,152.98342116
Scolarité,Collégiale,208,130,2349,5255,5442,200,4709,47.393381322,128.12003365
Scolarité,Universitaire,641,558,3587,4011,4590,67,4332,49.197070108,105.17323567
Scolarité,Inconnue,54314,5070,6584,32012,43671,13466,58040,38.05624777,33.079093059
Diplôme maximum obtenu,Aucun diplôme,641,842,11009,33376,43500,6850,27938,44.046347365,174.06026588
Diplôme maximum obtenu,Secondaire - DES,128,174,2937,10822,12422,886,9875,45.792634658,141.57154535
Diplôme maximum obtenu,Secondaire - DEP,22,22,640,2996,4106,65,3118,48.304280484,164.20965925
Diplôme maximum obtenu,Secondaire - ASP,1,2,43,189,346,4,227,49.03364486,193.9588785
Diplôme maximum obtenu,Collégial - AEC,17,21,425,1041,1131,17,1070,48.587016575,124.37845304
Diplôme maximum obtenu,Collégial - DEC général,15,20,317,769,826,28,675,47.695924765,129.14294671
Diplôme maximum obtenu,Collégial - DEC professionnel,19,17,448,1214,1074,20,1005,48.625437063,121.71241259
Diplôme maximum obtenu,Universitaire - Certificat,15,18,254,420,401,3,406,49.784409257,121.70401949
Diplôme maximum obtenu,Universitaire - Baccalauréat,124,173,1459,1606,1698,16,1610,49.90496368,102.33081114
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,27,116,500,398,483,2,487,50.772985244,86.827468785
Diplôme maximum obtenu,Inconnu,54939,5377,8558,34157,46233,13566,60297,38.631471576,37.749471327
Durée cumulative,Premier mois,2237,66,39,953,1601,461,2554,35.438919342,1
Durée cumulative,De 2 à 5 mois,14313,1062,291,6226,10965,3278,17191,35.098307254,3.5982781688
Durée cumulative,De 6 à 11 mois,17587,1241,657,9103,13248,4648,22351,35.040535099,8.2750212518
Durée cumulative,De 12 à 23 mois,16614,2251,1670,11757,15438,5712,27195,35.607207207,17.364736165
Durée cumulative,De 24 à 47 mois,4543,1749,2951,9446,11689,4569,8317,37.595315827,32.963567542
Durée cumulative,De 48 à 119 mois,602,413,9204,17493,20477,2789,14326,42.394337635,80.420832236
Durée cumulative,120 mois et plus,52,0,11778,32010,38802,0,14774,51.107594758,250.99802293
Types de contraintes,Sans contraintes,51074,4091,12546,47550,76318,13437,78615,38.203700714,86.298301418
Types de contraintes,Contraintes temporaires,4698,2407,10773,28847,21660,2194,20046,52.877521928,161.83497337
Types de contraintes,Contraintes sévères,147,219,3005,10056,13868,5802,7723,42.599398094,135.91899348
Types de contraintes,Conjoints sans contraintes sévères,29,65,266,535,374,24,324,51.360836084,143.46974697
Région,01 - Bas-Saint-Laurent,23,16,41,1302,1763,309,1206,44.997389886,168.09690049
Région,02 - Saguenay-Lac-Saint-Jean,46,11,52,2054,2509,406,1850,44.140916064,170.20447074
Région,03 - Capitale-Nationale,1286,325,975,4661,6112,983,5202,43.877471456,137.67186485
Région,04 - Mauricie,284,71,206,3160,3995,663,2820,43.592173305,172.4371768
Région,05 - Estrie,603,263,880,4570,5648,1091,4361,42.654335486,138.10001957
Région,06 - Montréal,43078,3940,17530,36213,51806,10367,56206,41.090275963,81.599541008
Région,07 - Outaouais,815,266,890,4207,4578,777,3658,43.428229937,131.77689243
Région,08 - Abitibi-Témiscamingue,37,2,25,1021,1295,187,1012,44.050518135,154.17400691
Région,09 - Côte-Nord,34,8,11,495,592,83,418,45.340386385,167.70469181
Région,10 - Nord-du-Québec,6,0,6,280,372,69,311,42.837423313,134.02453988
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,2,14,811,986,180,728,45.274346132,178.86032276
Région,12 - Chaudière-Appalaches,232,38,117,2139,2714,459,2174,43.177828148,136.18133114
Région,13 - Laval,2811,555,2418,4378,4427,886,4808,45.436456559,85.982169222
Région,14 - Lanaudière,821,114,435,4011,4346,854,4020,44.213473735,141.36472418
Région,15 - Laurentides,691,162,531,4320,5209,902,4057,44.28198132,140.78024976
Région,16 - Montérégie,4586,910,2244,10969,12830,2640,11391,42.880667255,119.62611874
Région,17 - Centre-du-Québec,564,97,207,2359,2983,590,2437,42.072819169,138.49663048
Région,Région inconnue,28,2,8,38,55,11,49,40.827956989,105.84946237
