Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Collégiale,155,135,2299,5217,5437,204,4678,47.455509668,129.53247607
Scolarité,Universitaire,529,568,3501,3894,4536,59,4198,49.404863582,107.28778173
Scolarité,Inconnue,52074,4944,6411,31118,42111,13495,57591,37.861898974,33.381638422
Diplôme maximum obtenu,Aucun diplôme,528,764,10965,33220,43715,6840,27796,44.128667057,175.2457919
Diplôme maximum obtenu,Secondaire - DES,101,154,2869,10746,12446,893,9811,45.832959641,142.46908417
Diplôme maximum obtenu,Secondaire - DEP,13,20,627,2942,4110,75,3112,48.356352808,164.92172433
Diplôme maximum obtenu,Secondaire - ASP,0,0,39,174,338,4,210,48.833984375,192.83398438
Diplôme maximum obtenu,Collégial - AEC,10,18,403,988,1117,14,1015,48.689786223,126.73539192
Diplôme maximum obtenu,Collégial - DEC général,16,17,327,758,838,28,681,47.724310777,129.30137845
Diplôme maximum obtenu,Collégial - DEC professionnel,15,20,428,1203,1062,20,986,48.58013245,121.11390728
Diplôme maximum obtenu,Universitaire - Certificat,13,17,244,409,397,2,405,50.17866005,125.24069479
Diplôme maximum obtenu,Universitaire - Baccalauréat,91,171,1418,1578,1656,13,1529,50.103277675,104.78664193
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,20,101,494,375,477,1,467,50.690140845,88.860328638
Diplôme maximum obtenu,Inconnu,52584,5288,8348,33229,44616,13594,59782,38.477037703,38.266118569
Durée cumulative,Premier mois,3044,268,42,1263,2305,650,3568,35.227298206,1
Durée cumulative,De 2 à 5 mois,14511,1228,322,6717,10880,3704,17597,34.649201568,3.4162641359
Durée cumulative,De 6 à 11 mois,15622,1071,632,8240,11922,4200,20162,34.948120226,8.1487947624
Durée cumulative,De 12 à 23 mois,16868,2070,1616,11527,15589,5758,27116,35.374133353,17.239969022
Durée cumulative,De 24 à 47 mois,2618,1373,2702,8144,10118,4259,8049,37.544518673,33.63273464
Durée cumulative,De 48 à 119 mois,676,560,8967,17518,20833,2913,14453,42.251336341,80.048577612
Durée cumulative,120 mois et plus,52,0,11881,32213,39125,0,14849,51.141789789,251.06757969
Types de contraintes,Sans contraintes,48996,3922,12422,46881,74907,13456,78025,38.173547476,87.874010576
Types de contraintes,Contraintes temporaires,4221,2347,10416,28023,21454,2200,19588,52.992966429,164.19758676
Types de contraintes,Contraintes sévères,146,234,3045,10163,14028,5809,7860,42.75313133,137.49915258
Types de contraintes,Conjoints sans contraintes sévères,28,67,279,555,383,19,321,51.556503198,147.13859275
Région,01 - Bas-Saint-Laurent,22,13,39,1317,1832,312,1237,45.090822483,168.5963798
Région,02 - Saguenay-Lac-Saint-Jean,29,13,46,2056,2520,389,1879,44.322115385,172.53452797
Région,03 - Capitale-Nationale,1246,277,925,4569,6077,975,5148,43.848299831,140.1236145
Région,04 - Mauricie,275,60,206,3118,3960,648,2773,43.589573326,173.07064142
Région,05 - Estrie,586,259,864,4532,5616,1104,4351,42.716692944,138.91643674
Région,06 - Montréal,41081,3843,17300,35427,50307,10400,55330,41.065971493,83.533452306
Région,07 - Outaouais,774,266,871,4168,4578,790,3557,43.435284702,132.94374571
Région,08 - Abitibi-Témiscamingue,28,3,26,1005,1285,191,990,44.112227074,155.09170306
Région,09 - Côte-Nord,25,14,12,500,594,86,434,45.453382084,168.71023766
Région,10 - Nord-du-Québec,6,0,5,281,370,71,307,42.967741935,134.67281106
Région,11 - Gaspésie-Îles-de-la-Madeleine,1,2,16,818,994,175,737,45.488410596,179.98344371
Région,12 - Chaudière-Appalaches,228,35,119,2107,2719,462,2183,43.263365106,136.99026109
Région,13 - Laval,2664,543,2419,4297,4355,892,4808,45.517683773,86.674410541
Région,14 - Lanaudière,789,104,405,3912,4370,864,3969,44.193310794,142.79932383
Région,15 - Laurentides,641,146,521,4315,5241,913,4091,44.265173713,141.52835915
Région,16 - Montérégie,4367,916,2194,10865,12820,2618,11450,42.894490184,120.91492506
Région,17 - Centre-du-Québec,602,75,185,2297,3078,579,2498,42.213767442,138.80186047
Région,Région inconnue,27,1,9,38,56,15,52,39.734042553,99.840425532
