Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Secondaire - ASP,2,2,41,188,344,4,227,49.172932331,191.18609023
Diplôme maximum obtenu,Collégial - AEC,18,20,428,1059,1136,15,1075,48.531207289,123.32346241
Diplôme maximum obtenu,Collégial - DEC général,18,22,319,769,832,27,676,47.698313554,128.06683323
Diplôme maximum obtenu,Collégial - DEC professionnel,18,18,453,1213,1080,21,1021,48.578281727,121.20017444
Diplôme maximum obtenu,Universitaire - Certificat,19,16,255,420,407,2,409,49.762998791,121.25272068
Diplôme maximum obtenu,Universitaire - Baccalauréat,139,165,1468,1631,1693,12,1623,49.826714801,100.86251504
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,31,113,500,407,481,4,490,50.861486486,86.661036036
Diplôme maximum obtenu,Inconnu,54329,5362,8589,34004,45749,13330,58901,38.753727133,38.275613457
Durée cumulative,Premier mois,1555,74,41,786,1138,372,1924,36.097713098,1
Durée cumulative,De 2 à 5 mois,13178,678,280,5691,9927,2996,15618,35.183250096,3.6310026892
Durée cumulative,De 6 à 11 mois,18000,1457,666,9279,13736,4690,23015,35.158896372,8.2993699761
Durée cumulative,De 12 à 23 mois,16755,2277,1712,11882,15552,5717,27434,35.699059561,17.311948677
Durée cumulative,De 24 à 47 mois,5272,1932,3016,9939,12371,4711,8535,37.540206186,32.823532048
Durée cumulative,De 48 à 119 mois,583,377,9263,17571,20531,2750,14525,42.435987612,80.492992494
Durée cumulative,120 mois et plus,53,0,11751,32006,38770,0,14854,51.085170114,250.92429637
Types de contraintes,Sans contraintes,50448,4083,12670,47635,76173,13228,77704,38.28548236,86.841722667
Types de contraintes,Contraintes temporaires,4779,2426,10802,28932,21668,2200,20125,52.866126482,161.27306324
Types de contraintes,Contraintes sévères,140,221,3001,10056,13816,5786,7757,42.575695375,135.81987265
Types de contraintes,Conjoints sans contraintes sévères,29,65,256,531,368,22,319,51.250278087,143.29810901
Région,01 - Bas-Saint-Laurent,24,17,45,1310,1779,305,1237,44.972806734,167.3991583
Région,02 - Saguenay-Lac-Saint-Jean,48,11,52,2061,2505,391,1854,44.090670171,168.78756023
Région,03 - Capitale-Nationale,1278,309,998,4682,6096,982,5192,43.890239377,137.5579885
Région,04 - Mauricie,285,74,214,3178,4033,660,2890,43.58424629,171.49230343
Région,05 - Estrie,583,260,871,4558,5615,1089,4326,42.740882729,138.77047085
Région,06 - Montréal,42670,3924,17572,36111,51524,10185,55311,41.187870143,82.026188167
Région,07 - Outaouais,810,270,895,4230,4572,776,3662,43.41638264,131.47318791
Région,08 - Abitibi-Témiscamingue,37,2,25,1039,1293,195,1027,44.027444254,154.12307033
Région,09 - Côte-Nord,35,7,11,502,593,83,412,45.092237443,165.63105023
Région,10 - Nord-du-Québec,6,0,6,275,377,70,306,42.736196319,133.9493865
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,2,14,806,996,185,730,45.082130966,175.98779134
Région,12 - Chaudière-Appalaches,236,34,123,2151,2752,463,2190,43.148276565,136.36630634
Région,13 - Laval,2802,573,2433,4415,4438,894,4804,45.444708009,86.198011973
Région,14 - Lanaudière,828,120,452,4040,4380,848,4070,44.181235154,140.47624703
Région,15 - Laurentides,700,169,536,4340,5233,897,4073,44.278804972,140.5466416
Région,16 - Montérégie,4486,918,2263,11033,12798,2617,11350,42.930426755,120.06575469
Région,17 - Centre-du-Québec,538,101,211,2384,2987,583,2425,42.030720536,138.26549991
Région,Région inconnue,27,4,8,39,54,13,46,40.344086022,105.20430108
