Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Inconnue,50182,4598,6341,30337,40580,13180,55810,37.850994825,34.027426428
Diplôme maximum obtenu,Aucun diplôme,493,744,10947,33106,43527,6830,27423,44.155076795,175.81030366
Diplôme maximum obtenu,Secondaire - DES,100,146,2839,10691,12334,893,9688,45.869576547,143.05385451
Diplôme maximum obtenu,Secondaire - DEP,14,16,627,2916,4091,72,3039,48.36834594,165.40188383
Diplôme maximum obtenu,Secondaire - ASP,0,1,35,179,336,4,206,48.722330097,191.90679612
Diplôme maximum obtenu,Collégial - AEC,12,17,401,980,1092,13,992,48.70511583,127.18581081
Diplôme maximum obtenu,Collégial - DEC général,13,17,323,747,819,28,651,47.803320562,131.21455939
Diplôme maximum obtenu,Collégial - DEC professionnel,16,18,417,1198,1068,19,982,48.676963813,121.25948808
Diplôme maximum obtenu,Universitaire - Certificat,11,14,238,398,387,2,385,50.313375796,127.32229299
Diplôme maximum obtenu,Universitaire - Baccalauréat,83,157,1424,1564,1641,10,1503,50.198127925,105.56848674
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,21,82,486,359,467,2,449,51.052058111,90.860774818
Diplôme maximum obtenu,Inconnu,50634,4917,8279,32395,43032,13271,57900,38.4861124,39.068277938
Durée cumulative,Premier mois,2721,244,43,1149,2074,624,3223,34.735650016,1
Durée cumulative,De 2 à 5 mois,14523,1008,308,6753,10669,3701,17422,34.574331305,3.4807140397
Durée cumulative,De 6 à 11 mois,14395,1014,645,7689,11162,4023,18851,34.77475996,8.1630682722
Durée cumulative,De 12 à 23 mois,16855,2061,1554,11511,15431,5681,26942,35.465295821,17.093719843
Durée cumulative,De 24 à 47 mois,2167,1203,2653,7756,9629,4171,7864,37.41823411,33.903019845
Durée cumulative,De 48 à 119 mois,684,599,8923,17487,20748,2944,14240,42.20465542,79.955459657
Durée cumulative,120 mois et plus,52,0,11890,32188,39081,0,14676,51.156182913,251.21212589
Types de contraintes,Sans contraintes,47202,3592,12339,46069,73157,13091,75879,38.227274252,89.356742657
Types de contraintes,Contraintes temporaires,4029,2228,10349,27714,21235,2223,19173,52.981919958,165.51980633
Types de contraintes,Contraintes sévères,140,239,3050,10193,14016,5811,7843,42.783964641,137.70457268
Types de contraintes,Conjoints sans contraintes sévères,26,70,278,557,386,19,323,51.49416755,147.46235419
Région,01 - Bas-Saint-Laurent,16,14,42,1318,1817,314,1220,45.199681021,169.59936204
Région,02 - Saguenay-Lac-Saint-Jean,33,11,46,2050,2496,391,1835,44.33457985,173.03981522
Région,03 - Capitale-Nationale,1192,269,905,4498,6016,949,4984,43.944550124,141.65303405
Région,04 - Mauricie,260,52,204,3082,3957,638,2726,43.661315528,174.41071175
Région,05 - Estrie,570,256,854,4515,5573,1089,4281,42.7722046,139.74008723
Région,06 - Montréal,39409,3551,17240,34774,48830,10105,53588,41.175589685,85.331383666
Région,07 - Outaouais,765,243,869,4126,4581,800,3541,43.434822557,133.0497301
Région,08 - Abitibi-Témiscamingue,24,3,24,1001,1272,186,972,44.188297404,156.849978
Région,09 - Côte-Nord,22,9,13,495,593,92,435,45.397058824,170.39797794
Région,10 - Nord-du-Québec,2,0,5,270,358,67,287,43.074840764,136.77388535
Région,11 - Gaspésie-Îles-de-la-Madeleine,0,2,14,804,1001,177,728,45.629916898,181.45373961
Région,12 - Chaudière-Appalaches,223,36,115,2094,2708,458,2162,43.315077051,138.05476885
Région,13 - Laval,2529,514,2416,4227,4251,896,4650,45.650507195,88.103916018
Région,14 - Lanaudière,766,106,397,3891,4341,877,3918,44.139091351,143.31134597
Région,15 - Laurentides,618,135,521,4277,5209,918,4008,44.240248788,142.2505798
Région,16 - Montérégie,4323,860,2162,10768,12679,2578,11315,42.825734636,121.39911289
Région,17 - Centre-du-Québec,616,67,180,2305,3059,590,2516,42.102162565,138.29026846
Région,Région inconnue,29,1,9,38,53,19,52,37.681318681,91.087912088
