Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,34836,3126,15322,49749,91034,18311,74595,42.906139236,120.30611651
Situation familiale,Couples sans enfants,5236,1121,2774,6924,6978,666,7163,50.136670983,124.70191339
Situation familiale,Familles monoparentales,2828,726,4217,19217,2296,1384,10305,38.253800028,105.78636173
Situation familiale,Couples avec enfants,8496,1143,3671,8612,8444,781,11108,39.403787523,74.866967636
Situation familiale,Conjoint d'étudiant,1,13,32,31,42,2,47,40.178082192,69.150684932
Sexe,Hommes,31870,2233,11846,0,108794,12444,60798,42.229396842,110.70475394
Sexe,Femmes,19527,3896,14170,84533,0,8700,42420,43.073214011,120.47851135
Âge,Moins de 20 ans,1401,118,173,1527,2109,3636,3575,18.621562156,10.040429043
Âge,De 20 à 24 ans,7799,512,733,7173,10335,17508,12000,22.105209047,24.098640621
Âge,De 25 à 29 ans,9732,565,1040,9008,11884,0,15496,27.113727743,36.154891825
Âge,De 30 à 34 ans,9755,658,1504,10355,13219,0,16364,32.012301688,53.788156444
Âge,De 35 à 39 ans,7818,657,1979,9431,12241,0,13888,36.998292728,73.61572536
Âge,De 40 à 44 ans,5798,592,2661,9168,11925,0,11890,41.992035272,102.08310814
Âge,De 45 à 49 ans,3635,498,2865,8096,10468,0,8995,46.934820082,137.74078862
Âge,De 50 à 54 ans,2059,377,3483,7612,9812,0,6837,52.050906795,180.00189394
Âge,55 ans et plus,3400,2152,11578,22163,26801,0,14173,61.142288212,210.45329221
Âge,35 ans et moins,30365,1985,3807,29983,40057,21144,50379,27.568446602,39.61541976
Âge,36 ans et plus,21032,4144,22209,54550,68737,0,52839,51.136932523,157.79245987
Scolarité,Primaire,100,453,3037,4797,5366,1684,3492,44.552494342,161.52159795
Scolarité,Secondaire I à IV,149,204,5576,25262,34734,4871,22005,43.4669978,178.71496433
Scolarité,Secondaire V,348,237,5295,15158,18282,1160,13290,47.232685407,154.74509569
Scolarité,Collégiale,149,128,2279,5169,5390,198,4579,47.501941472,130.4050573
Scolarité,Universitaire,469,509,3488,3810,4442,51,4042,49.620334464,109.05841008
