Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,38141,3521,15626,51037,93771,18742,77738,42.784245346,117.04077813
Situation familiale,Couples sans enfants,5707,1174,2810,7131,7185,679,7534,49.887189159,119.11804973
Situation familiale,Familles monoparentales,3046,730,4306,19585,2301,1391,10484,38.27912821,104.45302933
Situation familiale,Couples avec enfants,8762,1288,3627,8765,8602,746,10992,39.510623596,73.03069039
Situation familiale,Conjoint d'étudiant,0,13,28,33,34,2,44,39.970149254,72.880597015
Sexe,Hommes,34737,2504,12030,0,111893,12730,63052,42.121571501,107.50685029
Sexe,Femmes,20919,4222,14367,86551,0,8830,43740,43.0175619,117.6616908
Âge,Moins de 20 ans,1430,144,176,1539,2217,3756,3695,18.632055378,10.00399361
Âge,De 20 à 24 ans,8108,597,728,7291,10513,17804,12079,22.106099753,23.979498989
Âge,De 25 à 29 ans,10319,635,1094,9207,12323,0,15771,27.115234556,35.195587552
Âge,De 30 à 34 ans,10582,735,1576,10794,13801,0,17014,32.01589754,52.266558244
Âge,De 35 à 39 ans,8400,747,2021,9780,12718,0,14367,36.987376656,71.632278425
Âge,De 40 à 44 ans,6516,674,2682,9485,12406,0,12542,41.985519163,98.056781326
Âge,De 45 à 49 ans,4068,538,2933,8325,10948,0,9482,46.932963213,134.41093758
Âge,De 50 à 54 ans,2343,401,3495,7736,9885,0,7127,52.050394416,176.24612678
Âge,55 ans et plus,3890,2255,11692,22394,27082,0,14715,61.21301237,207.19053683
Âge,35 ans et moins,32248,2260,3924,30853,41414,21560,51559,27.608050701,38.806011042
Âge,36 ans et plus,23408,4466,22473,55698,70479,0,55233,51.048693502,153.82048234
Scolarité,Primaire,118,468,3051,4803,5322,1650,3506,44.402271605,159.12316049
Scolarité,Secondaire I à IV,171,219,5621,25366,34664,4903,22247,43.447076462,177.88748959
Scolarité,Secondaire V,417,293,5346,15279,18348,1177,13549,47.179944687,153.76831118
Scolarité,Collégiale,183,136,2315,5206,5439,195,4651,47.440582433,128.69910756
Scolarité,Universitaire,605,571,3545,4000,4564,62,4300,49.260275572,105.75081738
Scolarité,Inconnue,54162,5039,6519,31897,43556,13573,58539,37.973718739,32.826713318
Diplôme maximum obtenu,Aucun diplôme,578,805,10970,33234,43380,6858,27738,44.102252852,174.70540632
Diplôme maximum obtenu,Secondaire - DES,118,167,2929,10760,12377,885,9792,45.830487963,142.19531486
Diplôme maximum obtenu,Secondaire - DEP,18,24,628,2942,4105,65,3088,48.374627501,164.53398609
Diplôme maximum obtenu,Secondaire - ASP,1,2,42,186,344,4,229,49.090566038,193.32641509
Diplôme maximum obtenu,Collégial - AEC,14,21,414,1019,1116,16,1029,48.637002342,124.88946136
Diplôme maximum obtenu,Collégial - DEC général,14,19,315,764,827,26,675,47.849780013,130.04651163
Diplôme maximum obtenu,Collégial - DEC professionnel,19,19,437,1208,1076,20,990,48.629597198,121.39141856
Diplôme maximum obtenu,Universitaire - Certificat,16,18,247,414,403,2,411,49.847001224,122.33904529
Diplôme maximum obtenu,Universitaire - Baccalauréat,115,171,1442,1596,1690,15,1580,49.97991479,103.28088862
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,21,119,494,393,483,1,487,50.866438356,87.182648402
Diplôme maximum obtenu,Inconnu,54742,5361,8479,34035,46092,13668,60773,38.559050008,37.561733248
Durée cumulative,Premier mois,2798,77,41,1098,2062,588,3160,34.983860759,1
Durée cumulative,De 2 à 5 mois,15294,1297,311,6727,11691,3684,18418,34.81735259,3.5541318276
Durée cumulative,De 6 à 11 mois,16565,1149,655,8772,12433,4346,21205,35.193397784,8.2820089602
Durée cumulative,De 12 à 23 mois,16492,2122,1640,11565,15248,5657,26813,35.54883825,17.37910715
Durée cumulative,De 24 à 47 mois,3833,1632,2836,8938,11104,4446,8141,37.605079333,33.164055483
Durée cumulative,De 48 à 119 mois,621,449,9125,17428,20573,2839,14308,42.374805926,80.325465119
Durée cumulative,120 mois et plus,53,0,11789,32023,38782,0,14747,51.141783772,251.19204858
Types de contraintes,Sans contraintes,50871,4075,12442,47260,75882,13497,78598,38.162584658,86.337423462
Types de contraintes,Contraintes temporaires,4610,2376,10651,28663,21665,2209,20055,52.924813225,162.33494278
Types de contraintes,Contraintes sévères,147,214,3033,10089,13971,5829,7818,42.655527847,136.25777224
Types de contraintes,Conjoints sans contraintes sévères,28,61,271,539,375,25,321,51.43654267,145.38621444
Région,01 - Bas-Saint-Laurent,25,11,44,1315,1789,315,1221,45.070554124,168.59342784
Région,02 - Saguenay-Lac-Saint-Jean,43,10,50,2052,2514,410,1888,44.139728428,170.06066579
Région,03 - Capitale-Nationale,1282,297,959,4615,6093,988,5160,43.85935749,138.27979081
Région,04 - Mauricie,284,64,210,3133,3969,661,2796,43.632497888,173.14615601
