Caracteristique,Valeur,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,05 - Estrie,610,255,870,4535,5617,1108,4340,42.646375099,138.4214933
Région,06 - Montréal,42778,3956,17420,36070,51543,10406,56378,41.062776072,81.80570235
Région,07 - Outaouais,824,271,890,4205,4578,782,3633,43.47034043,131.83479449
Région,08 - Abitibi-Témiscamingue,40,2,26,1017,1304,189,1002,44.032744507,153.97759586
Région,09 - Côte-Nord,36,12,11,501,591,83,434,45.381868132,167.75915751
Région,10 - Nord-du-Québec,3,0,6,279,366,69,304,43.137984496,134.97209302
Région,11 - Gaspésie-Îles-de-la-Madeleine,3,2,15,825,986,179,736,45.403092214,179.47101049
Région,12 - Chaudière-Appalaches,239,41,117,2118,2724,458,2177,43.217885171,136.33374639
Région,13 - Laval,2766,545,2421,4341,4412,892,4817,45.444761796,85.833657032
Région,14 - Lanaudière,826,107,431,3970,4321,846,3959,44.280303944,142.4336027
Région,15 - Laurentides,684,148,518,4277,5160,914,3986,44.308466674,141.34852178
Région,16 - Montérégie,4604,922,2199,10921,12875,2659,11455,42.887039839,119.66431333
Région,17 - Centre-du-Québec,580,80,200,2335,2994,588,2455,42.08744605,138.14862075
Région,Région inconnue,29,3,10,42,57,13,51,40.828282828,98.686868687
