Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Universitaire - Certificat,448,50,27,4,217,4,21,21,260,377,373,3,392,49.378666667,115.33733333
Diplôme maximum obtenu,Universitaire - Baccalauréat,1836,168,122,37,819,14,183,183,1399,1488,1508,21,1549,49.256341789,95.269359146
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,496,43,19,5,238,6,47,95,472,367,440,3,454,50.615861214,85.111524164
Diplôme maximum obtenu,Inconnu,47417,874,2717,245,9900,127,41061,5034,7801,28518,32762,7655,40411,40.866171671,43.967134465
Durée cumulative,Premier mois,138,73,43,1,31,3,102,29,26,166,123,47,289,36.460207612,1
Durée cumulative,De 2 à 5 mois,4824,569,421,7,567,16,4925,165,226,2865,3539,1330,6404,36.166770768,3.7965334166
Durée cumulative,De 6 à 11 mois,10822,649,845,19,1166,16,10261,519,548,5911,7606,2279,13517,37.291262854,8.5664718503
Durée cumulative,De 12 à 23 mois,23370,814,1803,72,2528,37,18488,2283,1786,12509,16115,4757,28624,37.132476244,17.026236724
Durée cumulative,De 24 à 47 mois,18845,1028,2129,122,3092,81,8470,3406,3044,11824,13473,3412,9241,38.836700004,33.006917816
Durée cumulative,De 48 à 119 mois,21226,1666,2507,364,5677,188,419,140,8330,14743,16885,1105,13570,43.062982168,81.879126091
Durée cumulative,120 mois et plus,36560,2163,1477,789,19047,650,34,0,10615,27208,33478,0,13122,50.704857793,249.34174274
Types de contraintes,Sans contraintes,115785,0,0,0,0,0,37508,4048,13641,46295,69490,10737,64612,39.104115386,96.066217558
Types de contraintes,État de santé,0,6962,0,0,0,0,71,50,759,3523,3439,712,4468,39.938810687,95.697069808
Types de contraintes,Grossesse ou enfant à charge,0,0,9225,0,0,0,1650,409,1293,8759,466,1449,5267,31.61701897,61.127479675
Types de contraintes,Enfant handicapé,0,0,0,1374,0,0,8,12,356,1197,177,5,409,41.887918486,150.41120815
Types de contraintes,Âge,0,0,0,0,32108,0,3458,2011,8408,14887,17221,0,9781,63.220381213,200.24919023
Types de contraintes,Autres,0,0,0,0,0,991,4,12,118,565,426,27,230,46.208879919,196.28557013
Région,01 - Bas-Saint-Laurent,1525,234,130,34,545,28,27,15,39,1060,1436,132,1091,45.122996795,166.59094551
Région,02 - Saguenay-Lac-Saint-Jean,2435,264,253,39,779,34,53,9,41,1709,2095,221,1644,44.307308097,168.88117771
Région,03 - Capitale-Nationale,5922,534,519,70,1845,70,957,311,908,3973,4987,506,4403,44.482477679,137.90044643
Région,04 - Mauricie,4313,272,427,66,1177,40,239,62,240,2723,3572,445,2593,43.452581414,169.29277204
Région,05 - Estrie,5901,555,639,99,1561,52,465,280,798,3898,4909,685,3861,42.881798569,137.43817418
Région,06 - Montréal,54060,1613,3123,437,12729,264,32728,3722,16221,31713,40513,6620,41228,42.451914823,88.461828151
Région,07 - Outaouais,5117,431,629,60,1499,60,647,255,850,3816,3980,550,3235,43.51269882,129.63699333
Région,08 - Abitibi-Témiscamingue,1246,151,105,22,363,17,28,3,19,859,1045,117,893,43.790441176,148.07668067
Région,09 - Côte-Nord,564,45,70,13,207,5,17,3,14,403,501,32,398,45.348451327,165.1659292
Région,10 - Nord-du-Québec,403,28,47,0,103,3,5,0,5,256,328,52,310,43.546232877,135.04280822
Région,11 - Gaspésie-Îles-de-la-Madeleine,856,111,75,16,348,29,3,1,13,606,829,87,652,45.768641115,177.81045296
Région,12 - Chaudière-Appalaches,2757,232,244,46,718,40,168,35,104,1784,2253,227,1869,43.731979192,137.02501858
Région,13 - Laval,4799,229,348,46,2096,34,2309,576,2192,3907,3645,510,3945,46.70842161,88.372748941
Région,14 - Lanaudière,4431,501,568,106,1615,78,835,117,392,3547,3752,491,3714,44.574736265,137.36539252
Région,15 - Laurentides,5219,520,500,108,1805,74,626,162,493,3733,4493,481,3764,44.838682227,140.22538293
Région,16 - Montérégie,13090,964,1223,190,3960,140,3284,889,2043,9256,10311,1416,9067,44.003577452,123.91787193
Région,17 - Centre-du-Québec,3094,274,322,21,750,23,295,102,199,1960,2524,355,2076,42.666369313,142.28568243
Région,Région inconnue,53,4,3,1,8,0,13,0,4,23,46,3,24,43.985507246,137.05797101
