Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,06 - Montréal,55259,1594,3096,443,12688,265,33996,3685,16175,31975,41370,6893,42563,42.252900675,86.924984662
Région,07 - Outaouais,5143,418,618,59,1478,62,645,241,871,3794,3984,551,3250,43.489071741,129.86886089
Région,08 - Abitibi-Témiscamingue,1237,144,102,23,362,15,31,3,19,844,1039,113,875,43.851832183,148.54965481
Région,09 - Côte-Nord,568,43,70,13,206,6,18,4,13,404,502,35,397,45.344370861,165.28807947
Région,10 - Nord-du-Québec,399,20,45,0,103,4,6,0,5,250,321,47,297,43.597197898,136.18038529
Région,11 - Gaspésie-Îles-de-la-Madeleine,861,101,72,16,340,30,3,1,13,607,813,85,649,45.76056338,177.70070423
Région,12 - Chaudière-Appalaches,2763,239,234,46,716,39,177,36,101,1779,2258,238,1892,43.705474362,136.73470399
Région,13 - Laval,4844,207,339,47,2086,35,2354,561,2186,3912,3646,514,3952,46.629663932,87.911087589
Région,14 - Lanaudière,4488,469,564,106,1618,72,837,111,392,3551,3766,492,3742,44.549952166,137.18627853
Région,15 - Laurentides,5227,511,492,108,1789,74,633,165,490,3727,4474,483,3760,44.827338129,140.23680039
Région,16 - Montérégie,13137,990,1204,197,3959,138,3369,873,2064,9255,10370,1433,9167,43.931719745,123.48703185
Région,17 - Centre-du-Québec,3106,277,312,22,746,22,302,96,193,1964,2521,347,2100,42.682051282,142.69765886
Région,Région inconnue,54,6,4,1,7,0,17,0,3,28,44,3,30,43.388888889,132.06944444
