Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,86420,5830,292,0,25730,780,29280,3360,14310,42486,76566,10836,62756,43.891711185,120.66900178
Situation familiale,Couples sans enfants,6718,134,53,0,4815,85,4711,1006,2551,5878,5927,444,5647,51.300381194,120.44176197
Situation familiale,Familles monoparentales,10669,748,8450,1119,613,93,3017,795,4383,19450,2242,1375,10178,38.198183662,101.84966808
Situation familiale,Couples avec enfants,13510,128,295,267,837,37,7205,1268,3260,7623,7451,571,7815,40.057449914,77.720047764
Situation familiale,Conjoint d'étudiant,59,3,4,4,6,1,0,18,30,44,33,2,49,39.142857143,64.753246753
Sexe,Hommes,70558,3402,452,178,17208,421,25944,2372,10981,0,92219,7026,49391,43.27274206,112.99819994
Sexe,Femmes,46818,3441,8642,1212,14793,575,18269,4075,13553,75481,0,6202,37054,43.39983572,115.96270585
Âge,Moins de 20 ans,1391,144,157,0,0,5,983,82,55,849,848,1697,1671,18.667059517,10.757807896
Âge,De 20 à 24 ans,9642,563,1296,4,0,26,5737,590,476,5353,6178,11531,8198,22.232850577,23.029919348
Âge,De 25 à 29 ans,14167,775,2267,64,0,54,7379,622,1008,7886,9441,0,11475,27.128470018,38.528770128
Âge,De 30 à 34 ans,17954,850,2392,175,0,58,7851,732,1541,9825,11604,0,13427,32.026926128,56.753231602
Âge,De 35 à 39 ans,17347,880,1752,277,0,85,6564,716,2078,9145,11196,0,12010,36.957917507,75.103682218
Âge,De 40 à 44 ans,17389,960,955,346,0,118,5257,651,2607,8822,10946,0,10735,41.979057062,99.702195467
Âge,De 45 à 49 ans,16191,980,230,299,0,198,3772,521,2841,7792,10106,0,8750,46.923008157,132.2256118
Âge,De 50 à 54 ans,14124,1006,39,168,0,256,2275,367,3212,6726,8867,0,6693,51.999871737,171.3067402
Âge,55 ans et plus,9171,685,6,57,32001,196,4395,2166,10716,19083,23033,0,13486,61.491167252,201.10262133
Âge,35 ans et moins,46831,2507,6539,293,0,160,23403,2191,3508,25902,30428,13228,37392,28.342180011,43.737351323
Âge,36 ans et plus,70545,4336,2555,1097,32001,836,20810,4256,21026,49579,61791,0,49053,50.910631229,150.03894226
Scolarité,Primaire,4713,297,513,70,2264,40,207,493,2691,3918,3979,579,2895,46.422565531,161.89641636
Scolarité,Secondaire I à IV,37172,2831,3822,565,9550,472,404,245,5373,23024,31388,3640,21876,43.082959641,171.91957656
Scolarité,Secondaire V,18562,1930,1509,355,7215,265,689,330,4935,13397,16439,903,13246,46.684475131,147.42291192
Scolarité,Collégiale,5875,739,470,122,2182,74,364,136,2171,4621,4841,158,4551,46.966074826,121.54026633
Scolarité,Universitaire,4996,414,302,84,2102,43,959,518,3391,3719,4222,97,4309,48.448684045,96.444654326
Scolarité,Inconnue,46058,632,2478,194,8688,102,41590,4725,5973,26802,31350,7851,39568,40.129333471,38.282208694
Diplôme maximum obtenu,Aucun diplôme,45047,3295,4517,697,13719,545,1049,867,10104,29549,38271,4444,26738,43.990150398,170.04065173
Diplôme maximum obtenu,Secondaire - DES,13165,1555,1158,248,4104,204,215,194,2723,9355,11079,684,9405,45.402123911,137.1221983
Diplôme maximum obtenu,Secondaire - DEP,3908,453,315,76,1649,54,44,22,637,2649,3806,55,3094,47.573044152,155.10100697
Diplôme maximum obtenu,Secondaire - ASP,300,30,14,4,141,2,2,1,51,167,324,0,217,49.059063136,184.29124236
Diplôme maximum obtenu,Collégial - AEC,1208,172,97,30,464,12,28,16,437,970,1013,9,1069,48.0297529,118.19667171
Diplôme maximum obtenu,Collégial - DEC général,856,101,44,13,370,12,39,21,287,643,753,20,660,47.588825215,119.92120344
Diplôme maximum obtenu,Collégial - DEC professionnel,1121,157,90,30,470,16,20,25,396,998,886,17,876,48.378980892,118.38800425
Diplôme maximum obtenu,Universitaire - Certificat,451,44,27,4,214,4,26,21,255,369,375,6,396,49.293010753,115.79032258
Diplôme maximum obtenu,Universitaire - Baccalauréat,1819,167,116,38,813,16,187,174,1379,1471,1498,18,1526,49.254294375,95.596833951
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,490,42,14,5,235,5,42,94,465,358,433,3,450,50.685208597,86.093552465
Diplôme maximum obtenu,Inconnu,49011,827,2702,245,9822,126,42561,5012,7800,28952,33781,7972,42014,40.620980983,42.798431448
Durée cumulative,Premier mois,158,74,37,2,52,3,122,30,35,161,165,66,326,37.073619632,1
Durée cumulative,De 2 à 5 mois,5538,561,408,6,577,17,5652,170,218,3086,4021,1481,7107,35.969607429,3.7268889827
Durée cumulative,De 6 à 11 mois,11831,652,877,21,1215,18,11256,562,545,6261,8353,2437,14614,37.127069933,8.5596688107
Durée cumulative,De 12 à 23 mois,23447,777,1776,74,2429,35,18451,2338,1755,12483,16055,4753,28538,37.013981358,16.844768379
Durée cumulative,De 24 à 47 mois,18484,1029,2056,123,3016,86,8271,3219,3037,11549,13245,3371,9052,38.781560055,32.831733484
Durée cumulative,De 48 à 119 mois,21291,1619,2475,364,5662,188,426,128,8303,14732,16867,1120,13609,43.022342479,81.806607804
Durée cumulative,120 mois et plus,36627,2131,1465,800,19050,649,35,0,10641,27209,33513,0,13199,50.703484734,249.36439841
Types de contraintes,Sans contraintes,117376,0,0,0,0,0,39081,4016,13638,46818,70558,11033,66407,39.01492639,94.856478326
Types de contraintes,État de santé,0,6843,0,0,0,0,59,45,742,3441,3402,707,4438,39.937308198,95.773637294
Types de contraintes,Grossesse ou enfant à charge,0,0,9094,0,0,0,1648,388,1283,8642,452,1453,5220,31.57279525,61.173740928
Types de contraintes,Enfant handicapé,0,0,0,1390,0,0,9,11,357,1212,178,4,417,41.883453237,150.24676259
Types de contraintes,Âge,0,0,0,0,32001,0,3412,1975,8391,14793,17208,0,9732,63.203181151,200.76247617
Types de contraintes,Autres,0,0,0,0,0,996,4,12,123,575,421,31,231,46.003012048,195.33333333
Région,01 - Bas-Saint-Laurent,1561,221,127,32,543,29,26,18,38,1065,1448,134,1110,45.023477915,166.22841226
Région,02 - Saguenay-Lac-Saint-Jean,2427,252,248,39,779,34,51,8,42,1697,2082,212,1622,44.363588251,169.9843874
Région,03 - Capitale-Nationale,6035,525,516,71,1841,74,1009,310,908,4001,5061,528,4524,44.386338557,136.83954977
Région,04 - Mauricie,4333,265,425,67,1186,42,243,61,234,2728,3590,444,2638,43.435422602,169.10572966
Région,05 - Estrie,5934,561,626,100,1554,55,496,274,787,3900,4930,676,3877,42.919365798,137.77655719
