Caracteristique,Valeur,Sans_contraintes,Etat_de_sante,Gross_enfant_charge,Enfant_handicape,Age,Autres,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,84711,5765,292,0,25929,767,27045,3489,14561,42650,74814,10270,59500,44.182856024,122.63485834
Situation familiale,Couples sans enfants,6374,148,46,0,4831,83,4479,1014,2515,5712,5770,375,5089,51.953840794,122.72339314
Situation familiale,Familles monoparentales,10584,762,8844,1111,631,94,3029,878,4378,19766,2260,1359,10191,38.243575774,101.77413057
Situation familiale,Couples avec enfants,12987,138,300,264,846,36,6688,1317,3263,7372,7199,499,7279,40.357559536,80.558987029
Situation familiale,Conjoint d'étudiant,63,5,3,6,3,1,1,15,30,49,32,1,54,38.12345679,63.938271605
Sexe,Hommes,68389,3337,489,180,17250,430,23614,2467,11124,0,90075,6494,46072,43.609447682,115.84075493
Sexe,Femmes,46330,3481,8996,1201,14990,551,17628,4246,13623,75549,0,6010,36041,43.571708428,116.4888483
Âge,Moins de 20 ans,1265,144,146,0,0,5,826,96,59,792,768,1560,1529,18.664102564,11.796794872
Âge,De 20 à 24 ans,9098,511,1303,6,0,26,5103,612,456,5218,5726,10944,7466,22.228618421,24.436312135
Âge,De 25 à 29 ans,13487,745,2335,58,0,49,6631,678,1051,7769,8905,0,10497,27.139798489,40.177401943
Âge,De 30 à 34 ans,17162,872,2516,163,0,62,7119,748,1560,9753,11022,0,12355,32.030806258,58.945511432
Âge,De 35 à 39 ans,17032,865,1853,290,0,79,6064,755,2090,9139,10980,0,11533,36.963517073,77.402405686
Âge,De 40 à 44 ans,17080,986,1027,341,0,119,4919,656,2643,8891,10662,0,10177,41.979082494,101.18027924
Âge,De 45 à 49 ans,16224,991,248,294,0,191,3650,567,2853,7877,10071,0,8515,46.928459996,132.84482951
Âge,De 50 à 54 ans,14189,1023,48,172,0,268,2285,384,3224,6833,8867,0,6664,51.994012739,170.50605096
Âge,55 ans et plus,9182,681,9,57,32240,182,4645,2217,10811,19277,23074,0,13377,61.545205544,199.70593374
Âge,35 ans et moins,44570,2458,6736,282,0,163,20975,2295,3559,25496,28713,12504,34311,28.395930565,45.760759284
Âge,36 ans et plus,70149,4360,2749,1099,32240,818,20267,4418,21188,50053,61362,0,47802,50.985998295,150.3776601
Scolarité,Primaire,4813,287,535,73,2259,38,222,586,2654,3978,4027,598,2941,46.284322299,159.3846346
Scolarité,Secondaire I à IV,37312,2828,4002,557,9507,459,427,277,5426,23341,31324,3729,21585,43.001628098,171.25175158
Scolarité,Secondaire V,18716,1915,1622,353,7267,266,692,400,5005,13651,16488,902,13261,46.642522977,146.40754504
Scolarité,Collégiale,6008,724,485,124,2190,71,377,152,2211,4731,4871,154,4582,46.956779838,120.64757342
Scolarité,Universitaire,5173,443,340,82,2114,43,1022,580,3494,3876,4319,101,4452,48.35118975,94.31604637
Scolarité,Inconnue,42697,621,2501,192,8903,104,38502,4718,5957,25972,29046,7020,35292,40.820349704,40.962339598
Diplôme maximum obtenu,Aucun diplôme,45213,3295,4725,692,13705,530,1078,1030,10135,29942,38218,4526,26486,43.91649061,169.24533451
Diplôme maximum obtenu,Secondaire - DES,13453,1530,1250,248,4155,201,230,224,2807,9603,11234,702,9510,45.336708739,135.4585113
Diplôme maximum obtenu,Secondaire - DEP,3932,435,338,74,1627,55,45,25,629,2693,3768,61,3038,47.493112521,154.6093484
Diplôme maximum obtenu,Secondaire - ASP,295,27,12,5,139,4,2,2,49,162,320,1,207,49.219917012,186.36514523
Diplôme maximum obtenu,Collégial - AEC,1261,149,102,29,458,11,25,23,450,999,1011,7,1071,47.984079602,116.68706468
Diplôme maximum obtenu,Collégial - DEC général,843,104,45,14,358,11,32,22,285,643,732,20,632,47.435636364,120.93163636
Diplôme maximum obtenu,Collégial - DEC professionnel,1140,164,89,31,472,18,18,25,410,1014,900,14,891,48.32183908,117.20323929
Diplôme maximum obtenu,Universitaire - Certificat,480,44,25,4,210,5,26,21,274,386,382,3,404,49.126302083,110.86197917
Diplôme maximum obtenu,Universitaire - Baccalauréat,1839,196,130,36,839,13,179,205,1428,1513,1540,18,1583,49.305273501,94.601703243
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,523,48,19,6,237,4,51,102,485,387,450,3,479,50.502986858,83.388291517
Diplôme maximum obtenu,Inconnu,45740,826,2750,242,10040,129,39556,5034,7795,28207,31520,7149,37812,41.298324041,45.523732985
Durée cumulative,Premier mois,88,50,32,1,28,1,60,18,23,102,98,39,200,37.335,1
Durée cumulative,De 2 à 5 mois,3980,530,428,6,590,25,4115,201,238,2729,2830,945,5559,37.8143551,3.813275769
Durée cumulative,De 6 à 11 mois,9537,660,798,15,1071,16,8940,460,552,5431,6666,2197,12097,37.103496735,8.5988261552
Durée cumulative,De 12 à 23 mois,23132,800,1844,61,2558,39,18403,2137,1792,12504,15930,4693,28434,37.317261026,17.330695646
Durée cumulative,De 24 à 47 mois,20015,1035,2258,135,3289,76,9274,3729,3165,12589,14219,3560,9380,38.940875858,33.236310057
Durée cumulative,De 48 à 119 mois,21360,1607,2595,367,5749,189,414,168,8404,14984,16883,1070,13561,43.129726676,81.949132331
Durée cumulative,120 mois et plus,36607,2136,1530,796,18955,635,36,0,10573,27210,33449,0,12882,50.676420647,249.16831797
Types de contraintes,Sans contraintes,114719,0,0,0,0,0,35819,4190,13758,46330,68389,10363,62119,39.24991501,97.343404318
Types de contraintes,État de santé,0,6818,0,0,0,0,79,56,754,3481,3337,655,4385,40.090789088,96.571281901
Types de contraintes,Grossesse ou enfant à charge,0,0,9485,0,0,0,1689,433,1302,8996,489,1449,5302,31.746336321,61.929256721
Types de contraintes,Enfant handicapé,0,0,0,1381,0,0,8,12,363,1201,180,6,400,41.97320782,150.82186821
Types de contraintes,Âge,0,0,0,0,32240,0,3642,2012,8451,14990,17250,0,9678,63.265105459,199.25868486
Types de contraintes,Autres,0,0,0,0,0,981,5,10,119,551,430,31,229,45.997961264,193.29969419
Région,01 - Bas-Saint-Laurent,1553,217,136,32,548,34,24,22,42,1069,1451,133,1104,45.004761905,164.63412698
Région,02 - Saguenay-Lac-Saint-Jean,2438,244,256,39,771,30,48,9,45,1706,2072,215,1587,44.314981472,169.43541556
Région,03 - Capitale-Nationale,5935,493,522,71,1855,71,871,361,914,3996,4951,508,4329,44.55728177,138.97496367
Région,04 - Mauricie,4373,274,433,63,1179,39,245,68,244,2768,3593,450,2602,43.484986637,168.70963685
Région,05 - Estrie,5913,526,659,92,1570,57,451,309,791,3923,4894,691,3806,42.880911875,137.12430532
Région,06 - Montréal,52734,1586,3212,439,12857,270,31430,3717,16340,31572,39526,6252,39012,42.757377141,90.04749782
Région,07 - Outaouais,5134,435,647,62,1492,53,640,258,848,3854,3969,538,3194,43.495717755,129.7502237
Région,08 - Abitibi-Témiscamingue,1271,133,114,22,362,14,26,3,20,866,1050,121,899,43.700939457,147.88361169
Région,09 - Côte-Nord,573,47,73,13,204,5,13,3,17,411,504,31,405,45.310382514,165.19016393
Région,10 - Nord-du-Québec,400,28,50,2,107,4,4,0,5,261,330,51,308,43.678510998,136.78341794
